city_death,death_rate_14,death_rate_15,death_rate_16,death_rate_17,death_rate_18,over_65_prop,less_than_hs_ed,at_or_below_pov_prop,pop_struggling_prop
BOURNE,1.0096930533117934,2.018570851836899,3.026634382566586,0.5042355788624445,2.0161290322580645,0.2326542960871319,3.6843221837210947,0.06850593787273765,0.11294922989161438
BOXBOROUGH,0,0,0,1.8031013342949875,0,0.13324918860439958,2.992776057791538,0.05319148936170213,0.06527226830147854
BOXFORD,0,0,0,0,0,0.2063684978123481,2.3788852231290156,0.02771025765678172,0.03986387943607195
BOYLSTON,0,2.234280242578998,0,0,0,0.14588859416445624,3.4374014506464836,0.040798226164079826,0.08980044345898004
BRAINTREE,1.09563311942401,1.9073717973670485,1.8974891184807694,2.6967261744242492,1.6097381492610539,0.19974650773960412,5.949796213766046,0.04990413585319091,0.09821966584497398
BREWSTER,0,1.0156703424260012,1.0151400893323277,1.0146103896103897,0,0.33218344155844154,2.887947631882942,0.04801933382368393,0.12262267521277713
BRIDGEWATER,0.36953939553913157,1.4713919367721864,0.7323439715013574,1.8225559524677408,0.3628653924907599,0.1597288036742728,7.249760536398467,0.09496371233780515,0.08260391466901254
BRIMFIELD,0,0,0,0,5.346980865447046,0.2252953813104189,6.1745919091554295,0.04223064428803465,0.13806172171088252
BROCKTON,4.788180035569337,9.34298775401248,7.309698138221398,7.505126741506523,5.379244253852112,0.14212173104162704,18.79663723158135,0.16903504043126685,0.19819946091644206
BROOKFIELD,0,0,0,5.871990604815032,2.934026322407578,0.23223722842043454,12.668463611859838,0.0919302394324564,0.11055276381909548
BROOKLINE,0,0.5076215753673005,0.33799443757725584,0.6751510650508051,0.5057364968355345,0.17474597441177464,2.8807285832562215,0.11366000832292968,0.07064086558468581
BUCKLAND,0,0,0,0,0,0.27919045147898286,10.0418410041841,0.10764430577223089,0.16796671866874674
BURLINGTON,3.541195912448147,3.5095342346708556,5.02440424921045,6.129563651687545,7.595238870262469,0.23284679921848064,4.841358122781927,0.03990646323698536,0.06378900559687188
CAMBRIDGE,1.6599522039159065,2.196684314235691,3.724757306753881,1.8937173671917975,1.7008064124238154,0.13041400268727513,5.342999060276547,0.1350795334040297,0.09595970307529163
CANTON,0.8974416502669889,1.3353087424570953,1.766171507868925,1.752157343729467,0.4345909567830335,0.19584738709536118,2.9595972000491217,0.05990312402790739,0.056747989157001286
CARLISLE,0,0,0,0,0,0.23488372093023255,2.3783185840707963,0.01608527131782946,0.02248062015503876
CARVER,2.592752639051793,4.315500043155001,0.8619521985937865,2.582422312128777,0.8596657128470901,0.23990703279676337,10.390532544378699,0.0457132999827497,0.14455752975677075
CHARLTON,0,0,0.7506299930298643,2.242320053815681,0,0.13012930712310336,4.298397574707666,0.04674735249621785,0.06293494704992436
CHATHAM,1.9163381515549713,1.92275998461792,0,0,0,0.4291521486643438,3.1280547409579667,0.1011325253328035,0.09735744089012517
CHELMSFORD,0.28964638314423563,0.8644145238105039,0.8599367741724132,1.4258419596771892,0.8511190188624187,0.22579633273447972,4.194027517198249,0.036056660466447274,0.05766204034912004
CHELSEA,2.132366660447264,2.886987559708152,2.5848476232326107,2.29170910572418,3.2616604360589108,0.1049348136076594,30.195395627781004,0.19527891471670913,0.2508816639637552
CHESHIRE,0,0,0,0,9.494958629108831,0.3089302619122752,6.530782029950084,0.039760176711896494,0.1167560744714421
CHESTER,0,0,0,0,0,0.14911706998037932,9.254267744833783,0.0641958967571145,0.14096624751819986
CHESTERFIELD,0,0,0,0,0,0.16653875671527243,8.922742110990207,0.059094397544128936,0.09363008442056792
CHICOPEE,0.8997290530223183,1.4377923725114639,2.872045255227379,1.7928215425436553,3.0440543734619854,0.20452508157338017,14.611280487804878,0.14442948624654345,0.19636879639062726
CHILMARK,22.187004754358163,0,0,0,0,0.21524663677130046,1.1940298507462686,0.18181818181818182,0.03636363636363636
CLARKSBURG,0,0,0,5.807200929152149,0,0.2868757259001161,7.096774193548387,0.0954043048283886,0.13263525305410123
CLINTON,3.636817057711091,5.803890679573414,4.341713529606352,1.443522194153735,4.31947672624802,0.15012630819198844,7.5829383886255926,0.05968639352554375,0.12717681913433052
COHASSET,2.8923827035514327,0,1.3778713855480977,0,0,0.1786243101359537,1.9242096995876694,0.037308370641703975,0.042463709130375796
COLRAIN,0,0,0,0,0,0.2006980802792321,6.25,0.12041884816753927,0.0924956369982548
CONCORD,0.5366781157998037,1.5894520931570302,1.0462596218518796,1.5498269359921475,2.040994839198764,0.22648137624631917,5.400359066427289,0.0625,0.03521369485294118
CONWAY,0,0,0,0,0,0.24888888888888888,0.8233532934131736,0.022573363431151242,0.06489841986455983
CUMMINGTON,0,0,0,0,0,0.2941860465116279,2.39880059970015,0.052570093457943924,0.26401869158878505
DALTON,0,0,1.4989935329136153,0,0,0.2295328225927595,4.582683307332293,0.10349564951915738,0.08594107769806136
DANVERS,1.107670884607067,2.570545742599189,1.0957188698442515,1.0898390670977587,1.4453627086097158,0.22734042939659244,5.837853978997661,0.06287158145065398,0.10474881093935791
DARTMOUTH,0.8769731896767727,0.8758429988864282,2.041003340580978,0.873591333973967,1.1632931166284441,0.21825223493782941,15.518234590331014,0.08235664555854878,0.10163383829549033
DEDHAM,0.7968354250263241,0.7939073283317172,1.582001344701143,0,2.3557522421713304,0.23332151160499665,6.417805629085409,0.05013961892247043,0.09555683311432325
DEERFIELD,0,0,0,0,0,0.21113091701326994,3.422854133754608,0.08292781832927819,0.09549878345498783
DENNIS,2.900051786639047,2.174453280318091,2.8984907144779615,1.4488554042306578,1.4484656610176507,0.4737032744132136,3.643051055258779,0.10918277680140598,0.14411247803163443
DIGHTON,0,0,2.7071972773330244,1.3444474321054047,1.33541913083292,0.17948373218607153,5.746043707611153,0.03879544221378188,0.09224091155724362
DOUGLAS,0,2.3120623596247856,2.302517967863428,1.1465260261407935,1.1418318244841366,0.1160284338454483,3.092962641181581,0.041489483967360075,0.06240661992874382
DOVER,0,0,0,0,0,0.19520432286389733,1.6830657690315898,0.007598784194528876,0.010638297872340425
DRACUT,0.9867354562241863,2.2846059520978748,1.2954866171605708,0.9642271719217047,2.2328853891828095,0.17838202680551538,8.669877732493516,0.071545920175240793,0.11609702670489322
DUDLEY,0.8672167298495999,0.8645711109738776,0.8619415849874402,0.8593280054996992,2.570190683670722,0.13216464724585375,8.296055307035381,0.07750472589792061,0.16162570888468808
DUNSTABLE,0,0,0,0,0,0.17051243632004795,3.6986919260261613,0.020976925382079712,0.032364399160922985
DUXBURY,0,0,1.3740173322472053,0,0,0.21172371387579422,1.0546795003071883,0.042472637158394715,0.06098988091140635
EAST BRIDGEWATER,0,0,0.6756104623105877,0.6729475100942126,2.0109164033323754,0.18203230148048452,4.2623278099421045,0.0656260604004072,0.08693586698337293
EAST BROOKFIELD,0,0,0,0,0,0.17364016736401675,8.05084745762712,0.02510460251046025,0.100418410041841
EAST LONGMEADOW,0,0.62377472821244,0.6213606021871892,1.2379301807378065,0,0.22363208715028474,5.677767150682549,0.045006674718708284,0.12529400546691247
EASTHAM,4.057971014492754,2.0318123766399627,0,2.037489812550937,0,0.45680521597392015,3.8499751614505713,0.06591375770020534,0.11478439425051334
EASTHAMPTON,1.2459617489743064,0.622991963403672,1.2460061054299167,1.2460282848420658,2.4921009300876684,0.19917762133200423,5.088566827697263,0.10663581212083308,0.10488460816811558
EASTON,1.6934801016088061,1.6844232955741778,1.256597134958532,1.2499479188367153,1.6578249336870026,0.16511812007833007,4.006462035541196,0.04744856340070697,0.06272092812471676
EDGARTOWN,0,0,0,0,2.3125970464832006,0.17381174277726003,3.2467532467532467,0.05105882352941177,0.124
ERVING,0,0,0,0,0,0.2336448598130841,5.125899280575539,0.0938137321549966,0.08225696804894629
ESSEX,0,0,0,0,0,0.20314618931380526,1.760428626100268,0.062040816326530614,0.07020408163265306
EVERETT,8.010488835994233,9.7286954498148,8.94743064942369,7.520127399805362,6.124444972174396,0.12534282933734406,20.107625672660454,0.1391298545308955,0.2032786155967792
FAIRHAVEN,0.626527159952384,3.1283238440843397,3.1240237425804436,2.495788357147314,1.8692753442582093,0.25095151931116244,10.76845298281092,0.0914263793875072,0.12492807365257975
FALL RIVER,5.743661877490874,5.0357016187856765,9.945109680352475,7.481180156169636,7.824647807430246,0.18430588675363538,27.451178962647898,0.2043867683267714,0.23609805997311795
FALMOUTH,4.539748275590514,5.520709619952494,5.854120882950105,6.839945280437757,2.9357627158135093,0.3504331965344277,6.174856520464162,0.06321381142098273,0.14282868525896414
FITCHBURG,1.974486809722937,2.465083848066318,2.708273247184451,3.934490729356219,2.701659590891548,0.16360104264004327,17.597162245527453,0.1794997421351212,0.17496132026817948
FLORIDA,0,0,0,0,0,0.18627450980392157,9.106239460370995,0.12990196078431374,0.12009803921568628
FOXBOROUGH,0.5814581308613056,0.5786558650905183,2.8794024005989156,0.5731315910132966,1.7112264604502971,0.18300091701054563,5.384986336601832,0.04877628403998621,0.0649775939331265
FRAMINGHAM,1.8575901951898621,2.414792327859804,2.8242319097859636,1.9654088050314467,3.4892670146628975,0.16520664869721474,10.334132243056535,0.1152448495149899,0.15070480321190985
FRANKLIN,0.3093553476491203,0.30771259643492976,1.5304359993528442,0.3044788843893676,1.2115495285774245,0.13354443869317661,3.899919442733261,0.0434235368156073,0.05490874764002517
FREETOWN,0,3.6569438397910314,0,3.6262540795358396,1.2037005193107955,0.19327934243926023,11.083540115798181,0.0506548060291574,0.10649864096861873
GARDNER,2.453248100485042,3.4281076845581238,4.888131616435294,4.391100702576113,11.200779184638932,0.17144808743169399,12.272350993377483,0.1665202336038038,0.1702930383999173
GEORGETOWN,0,1.182212764520106,1.1745557662298438,1.1669973159061733,1.159535523198993,0.17750029174932896,2.3781998348472335,0.03410816493400304,0.05011096834481953
GILL,4.039937669533099,0,0,0,0,0.26921560898699254,3.3983008495752123,0.07385466034755134,0.16350710900473933
GLOUCESTER,1.0204131215409211,3.722180327551869,3.0297638226962973,5.693616451202358,5.331429251457813,0.23481144081988076,9.090509086109034,0.08465590599040994,0.1535422435334639
GOSHEN,9.27643784786642,0,0,0,0,0.1897810218978102,4.034229828850855,0.023722627737226276,0.09215328467153285
GOSNOLD,0,0,0,0,0,0.4411764705882353,0,0.058823529411764705,0
GRAFTON,0.5496101693584479,1.0927682160558871,0,0,1.0738584501154398,0.15488470054544473,4.122442701122904,0.057493750679273994,0.06368872948592544
GRANBY,1.591198399709038,0,1.5855757905227867,0,0,0.157644824311491,7.369087837837838,0.05463258785942492,0.0853035143769968
GRANVILLE,0,0,0,0,0,0.1819277108433735,4.056291390728477,0.08394160583941605,0.06569343065693431
GREAT BARRINGTON,2.858776443682104,1.4349261013057828,1.4405070584845865,0,0,0.21995661605206074,10.983783783783784,0.05176789037387921,0.17205210624259853
GREENFIELD,2.2901262841065235,5.724472939598633,2.861815208503679,2.2891152569531874,6.294140727177609,0.21717981000343367,7.492884068005231,0.13156801044944488,0.2159947752775634
GROTON,0,0.900877712285398,0,0.8863676653075696,0,0.17603261833008332,1.6835882277342245,0.04313270226826219,0.05652795141989641
GROVELAND,0,0,1.5008254539997,1.4932059130954158,0,0.1860534567716888,3.3140569395017794,0.024189935792145737,0.10527101687322682
HADLEY,1.8942469015532826,0,3.778065630397237,0,1.883847354540072,0.27541973212601395,3.7037037037037037,0.054221533694810226,0.16498838109992253
HALIFAX,0,0,0,1.292156609381057,2.5738132882303195,0.18503682646336736,4.833394361039912,0.046239771398882974,0.10533835563060137
HAMILTON,0,0,1.2565069107880096,0,1.2463499750730005,0.16193217369540733,1.5627977892128835,0.10173824130879346,0.057387525562372185
HAMPDEN,0,0,0,0,1.9228128004395,0.2653572116310418,6.480271753331591,0.04047946551385341,0.07702888583218707
HANCOCK,0,0,15.381234893430017,0,0,0.2347417840375587,2.676864244741874,0.0297339593114241,0.06885758998435054
HANOVER,0.7074351433566787,0,0.7010726411409457,0.6979341150195422,0,0.19151312116136238,3.583545377438507,0.03893081317441286,0.08181112913463573
HANSON,0,3.824196235898276,0,0,1.8849887573884827,0.17850378787878787,5.879172861197459,0.03437143942271174,0.06560957083175085
HARDWICK,0,6.635071090047394,3.312198353364247,0,0,0.25297619047619047,6.666666666666667,0.11980775832475112,0.18022657054582905
HARVARD,0,0,0,0,1.5278505325650427,0.18587587893610516,2.1867974657674227,0.052275635167245475,0.052092853226101264
HARWICH,0,2.4647598032886937,0.8225520264156708,0.823519723297373,0.8244896997679649,0.3756073457959318,3.7383177570093458,0.0668402048870602,0.13242085817448987
HATFIELD,6.071908747885675,3.032534765844994,0,3.02571860816944,0,0.3183055975794251,2.6345083487940633,0.04357034795763994,0.0962178517397882
HAVERHILL,4.834153988522337,4.009411807832329,5.906001089987846,3.812973642819694,3.7951950120294127,0.14354257026198305,10.711898780853172,0.12575121163166397,0.1564135702746365
HAWLEY,0,0,0,0,0,0.2735655737704918,9.433962264150944,0.11819116135662898,0.15724563206577596
HEATH,0,0,0,0,0,0.26294820717131473,9.851088201603666,0.15951417004048582,0.2242914979757085
HINGHAM,0,0,0.4363028939347665,0,0,0.2420271618865796,1.4503625906476618,0.05705125389784356,0.05612894725284378
HINSDALE,5.008586147681739,0,0,0,0,0.20964467005076143,5.252525252525253,0.07802141764405915,0.049464558898521166
HOLBROOK,1.8303285439736432,2.736976553234194,0.9095043201455206,4.533502584096473,3.615655789568833,0.19403391059932903,4.56643186786495,0.06669695592912313,0.07542026351658337
HOLDEN,1.1087352498614083,0.549097127437599,1.0878518035028828,0,0.5338702542747754,0.18832848367280958,3.028169014084507,0.04677568316401369,0.06807192915738577
HOLLAND,0,0,0,0,0,0.18207171314741036,5.672149744753262,0.04110135674381484,0.12769353551476456
HOLLISTON,0,0.7035600136691661,0.6970237087635794,0,0.6843087992335741,0.1589779005524862,3.373518387194813,0.01449375866851595,0.06484049930651872
HOLYOKE,3.486452641165756,3.2318783961359516,3.226355423822558,3.964124671720926,7.172739350425417,0.1627768693325405,21.00093023255814,0.28610743043522574,0.21503924166751606
HOPEDALE,0,0,3.362071035758027,0,1.677490474250521,0.1743073047858942,6.57705232837254,0.042401628222523746,0.05495251017639077
HOPKINTON,0.6269311719134835,1.851035698545615,0.607401622630049,1.7942583732057416,1.7671561408675893,0.12165071770334929,3.042541733979537,0.01502494140272853,0.041649137568363484
HUBBARDSTON,2.224340641881157,0,0,0,2.1694663112874233,0.14145383104125736,4.017715912685859,0.02379393145601397,0.11875136433093211
HUDSON,0,2.038721139353871,1.013604013871895,1.0079121100640023,1.5034256627601463,0.21488686186564532,9.715265866209263,0.05930491008284502,0.08501717518690645
HULL,1.3069454817027633,5.216289727635158,3.9036359580637967,7.790184367696702,3.886585726976606,0.298493897688912,4.552493031898421,0.041937159179433914,0.13230329784471564
HUNTINGTON,0,0,0,0,5.13347022587269,0.18968133535660092,5.829903978052126,0.08042488619119878,0.14011127971674253
IPSWICH,2.7018333869411384,2.690651906519065,1.7863750622041314,3.5580857498665717,3.5435412632724606,0.24292830457214018,3.1740150673088796,0.07023201648302428,0.10077936038699274
KINGSTON,0.7715454054471106,0.7666360012266177,0,3.785011355034065,1.5045512675844428,0.19356548069644208,4.954703053349737,0.06564956079519187,0.05994760363692402
LAKEVILLE,0,0,0.8301313979412742,0.8232485387338437,0.8164788765250659,0.16950687412529844,5.915853091585309,0.039332835449340305,0.0744336569579288
LANCASTER,1.2482836100362003,1.25,1.2517211165352358,3.7603409375783405,0,0.17297568312860365,12.689460697920339,0.05296514259846084,0.022785574166289423
LANESBOROUGH,0,3.3015753230827283,3.3151787828557895,0,3.3427247982426818,0.21205059920106525,3.2497678737233056,0.0492676431424767,0.05426098535286285
LAWRENCE,3.454458719218305,5.470350156931805,7.590009379083019,6.28954551744091,7.755553530295801,0.11343824295256424,32.336132373269514,0.24203748565599897,0.2839857197500956
LEE,0,1.7129153819801302,0,3.450655624568668,1.7316017316017316,0.2908902691511387,10.865954922894424,0.08017777777777778,0.10737777777777778
LEICESTER,0,0.8937120970315992,0.8902228100518873,1.7735213265939522,1.7666506826842996,0.20218143123171056,10.135713412397603,0.056124803840118156,0.11261884981076341
LENOX,0,0,0,2.002402883460152,2.004180147164085,0.395274329195034,3.690506490201069,0.038338658146964855,0.10394036208732695
LEOMINSTER,4.860081718802615,5.3333702744261435,7.255515055193739,6.7557786034840515,5.776987644811544,0.1960140906239444,13.65707726023585,0.13429998781527963,0.16334836115511148
LEVERETT,0,0,0,5.00751126690035,0,0.313970956434652,2.7906976744186047,0.06009013520280421,0.0756134201301953
LEXINGTON,0.9229227645492181,1.2201339532775848,0,0,0.2974698068146083,0.20363538198506254,2.069778612287673,0.03634598464852401,0.045781377992172564
LEYDEN,0,0,0,0,0,0.24707194645844952,5.201465201465202,0.1146067415730337,0.11292134831460675
LINCOLN,0,0,0,0,0,0.19265232974910393,1.4071923162832254,0.02740751834656283,0.07488392990864161
LITTLETON,0,0,0,1.0252204223908141,0,0.17551773631330736,2.568149210903874,0.03844155844155844,0.07044155844155844
LONGMEADOW,0,0,1.8912103746397693,0,1.2587211393224484,0.22719828672209624,3.619413216342199,0.036244800950683304,0.05268369974252327
LOWELL,4.859754811615731,6.107900158623078,7.069764069283688,5.317039760643091,6.451670713895286,0.11751559064201002,20.155498172684812,0.2244289220313385,0.19127808193316972
LUDLOW,0.47095867001271585,0,1.4085546217360099,2.8128076508368105,1.4042595874151593,0.19122404012938915,16.334384858044164,0.058051979596793785,0.11110031576390576
LUNENBURG,0.935103796521414,0,0,0,0.8847991505928154,0.18672645739910315,6.430211788721612,0.08323446198777038,0.06498129049922424
LYNN,4.631978295873128,4.612596782164626,4.921475130145676,7.079299040482699,5.206186685177553,0.13109772700044653,20.89165370658372,0.18389229369264673,0.18481323524574886
LYNNFIELD,1.633300667319987,1.6119375489338186,0,2.35626767200754,1.5510746731664082,0.2357838517122212,3.5917901938426455,0.01795416961965509,0.03732577368296716
MALDEN,0.8270360445937835,1.9766566265060241,1.312329807228125,1.4702999411880024,2.11506905351822,0.14191661765666863,13.479951784211604,0.1587470526591564,0.16274233691380666
MANCHESTER,0,0,0,0,0,0.27388774169326074,2.642174131857071,0.03698835899361622,0.061396920766053326
MANSFIELD,0.4261432815467784,0.4248655603976742,2.5415728705250165,1.6893318692457133,0.8421559191530318,0.1099332713911648,2.5514660012476607,0.027069389138354657,0.06261120054223503
MARBLEHEAD,0,0,0.9847642896332456,1.4710930221154317,0.4883630071998661,0.2641102339037905,2.3562164731445643,0.04586703491812981,0.0566679818504636
MARION,2.0010863039935964,0,1.9831713743377624,1.9743336623889436,1.9655743689102294,0.3162882527147088,5.217391304347826,0.0555893690403733,0.12517752079529315
MARLBOROUGH,2.2944049296928775,1.776308396138523,1.5155615696887685,0.75431847325941,5.506509480850577,0.1573256895728043,8.41288782816229,0.06495522084266232,0.13461734174638715
MARSHFIELD,0.7579243699753675,0,0.753770197003225,2.2551304217093886,1.8741532843197628,0.19349019018266556,4.371434839842036,0.062159214830970554,0.0815252134020231
MASHPEE,0.7126277639776845,1.4245304137243329,2.8476120738751933,0.7115411982353779,0,0.3502917318912765,3.767186067827681,0.06100891060649612,0.11835297499281403
MATTAPOISETT,0,0,3.2172813972193492,1.601281024819856,6.37595354662416,0.2430744595676541,2.561817776787703,0.04611689351481185,0.07141713370696558
MAYNARD,0.9647454450232918,0.9587465074234373,0,0.946969696969697,0.9411891252319359,0.18428030303030302,3.8653526174324844,0.08090831027573704,0.062112393855548134
MEDFIELD,0,0,0.7983212444687742,0,0.787791482848654,0.14599524187153054,1.0567366964398037,0.021796197597645374,0.06936600111367433
MEDFORD,2.454178238450963,2.444829186271037,2.609519028364229,2.4263431542461005,1.0359448186726588,0.16707105719237436,7.745121657431944,0.10340654576981433,0.11296149122173253
MEDWAY,0,0.7665856276146045,0.7631590423444247,0,1.5127939142461961,0.13911259686977662,4.548595117457393,0.052784800429020146,0.043208457825787173
MELROSE,4.341601327289549,6.114290999147082,7.50861958881369,6.7538745912128535,6.714696096893569,0.18704677946822124,5.60458958517211,0.03898292927843925,0.0806197102280878
MENDON,0,1.6805512208004225,0,0,1.6618788727713016,0.16380316930775646,2.815146985550573,0.005353856449723942,0.03446545089509787
MERRIMAC,0,1.5074511155138255,0,1.481042654028436,0,0.23770734597156398,4.800498753117207,0.0536563614744352,0.10686682520808562
METHUEN,4.116860012056518,2.4533785066518687,2.8430106903004018,2.8240040342914776,2.204124862242196,0.16772566817952597,11.834495031884918,0.09425637897733048,0.14522720341567552
MIDDLEBOROUGH,1.2635379061371843,2.5105052690723686,1.247075311471905,2.0650064015198444,1.6413815743194127,0.2139759633254863,4.802927927927928,0.07860059781922284,0.09990317012587883
MIDDLEFIELD,0,0,0,0,0,0.21782178217821782,4.232804232804233,0.0701344243132671,0.11513734658094682
MIDDLETON,0,1.056539982491623,0,1.035625517812759,1.0254757474985716,0.20691797845898924,7.551080840983121,0.03640921570968127,0.03819983287573117
MILFORD,4.936604925522752,3.1634764095044887,7.007743556630077,4.889975550122249,5.571002929750647,0.15567586447782047,8.12770671769564,0.07894181383240695,0.11865897417856891
MILLBURY,0,0.743676097187842,2.2248826639261763,1.4791805339841728,2.2126924252162645,0.22054581761704015,8.2640277923992,0.05978994748687172,0.10172543135783946
MILLIS,2.488933136589095,0,3.700114527354418,1.2278978388998034,1.222472538027628,0.18418467583497053,2.522306108442004,0.04404145077720207,0.06402664692820133
MILLVILLE,3.1086242117417178,0,0,0,0,0.10750695088044486,10.058637798827244,0.043867778807537845,0.09236947791164658
MILTON,0.3662677836089935,2.191597831361765,2.185621731324643,0.7265593780651723,1.8114723129396058,0.17931485450648454,4.360531744212698,0.041215589236003713,0.05343334364367461
MONSON,0,0,0,1.1359763716914688,1.1315142894090262,0.21401794842667274,8.429959260419931,0.05567105567105567,0.07576807576807577
MONTAGUE,4.02730899048788,2.6934472276732464,4.053115108469081,0,1.3597513597513597,0.23353212252642994,11.046409034762661,0.1583160800552105,0.15431331953071084
MONTEREY,0,0,0,0,0,0.46364883401920437,4.5,0.0995850622406639,0.058091286307053944
MONTGOMERY,0,0,0,0,0,0.18453865336658354,3.3980582524271843,0.03740648379052369,0.08728179551122195
MOUNT WASHINGTON,0,0,0,0,0,0.33548387096774196,5.077452667814113,0.055197132616487454,0.12043010752688173
NAHANT,0,0,0,3.4317089910775564,0,0.21791352093342484,3.0012505210504377,0.05413901501921062,0.10967516590988474
