city_death,tot_pop_17,over_65_count,over_65_prop,med_house_inc,mean_house_inc,mean_med_inc_desp,drop_out,less_than_hs_ed,at_or_below_pov_prop,pop_struggling_prop,town_status,urb_v_rur,death_rate_12,death_rate_13,death_rate_14,death_rate_15,death_rate_16,death_rate_17,death_rate_18
bridgewater,27434,4382,0.1597288036742728,96327.5,113320.18273497929,16992.682734979277,3.285058283292123,7.249760536398467,0.09496371233780515,0.08260391466901254,grown,rural,0.745938630563237,1.8562321669123965,0.36953939553913157,1.4713919367721864,0.7323439715013574,1.8225559524677408,0.3628653924907599
brimfield,3724,839,0.2252953813104189,86875.0,95589.44559944549,8714.445599445498,0.0,6.1745919091554295,0.04223064428803465,0.13806172171088252,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,5.346980865447046
brockton,94602,13445,0.14212173104162704,59320.72151898734,69958.24249674237,11799.972147857718,4.78,18.79663723158135,0.16903504043126685,0.19819946091644206,grown,urban,0.9570773591956904,2.8677816116022257,4.773899047948133,9.324432738446633,7.302448361258016,7.505126741506523,5.38456665550538
brookfield,3406,791,0.23223722842043454,63971.333333333336,86589.52895936577,22618.195626032433,0.0,12.668463611859838,0.0919302394324564,0.11055276381909548,grown,rural,0.0,2.9438977205820507,0.0,0.0,0.0,5.871990604815032,2.934026322407578
brookline,59246,10353,0.17474597441177464,120886.67567567568,163911.0914964759,46183.3921070986,0.08428150021070376,2.8807285832562215,0.11366000832292968,0.07064086558468581,grown,urban,0.0,0.1696287069930646,0.0,0.5076215753673005,0.33799443757725584,0.6751510650508051,0.5057364968355345
buckland,1927,538,0.27919045147898286,53202.0,65936.03454876065,12734.03454876065,0.0,10.0418410041841,0.10764430577223089,0.16796671866874674,grown,rural,0.0,5.228172380312196,0.0,0.0,0.0,0.0,0.0
burlington,26103,6078,0.23284679921848064,109413.13333333333,128491.74066488205,19078.607331548705,0.0,4.841358122781927,0.03990646323698536,0.06378900559687188,grown,rural,1.2020881989284242,1.1911446900471354,3.541195912448147,3.5095342346708556,5.02440424921045,6.129563651687545,7.595238870262469
cambridge,110893,14462,0.13041400268727513,96468.08641975309,129963.8306557746,35813.32778945452,0.7494889847831024,5.342999060276547,0.1350795334040297,0.09595970307529163,grown,urban,0.468167298915457,0.4646056758884256,1.6599522039159065,2.196684314235691,3.724757306753881,1.8937173671917975,1.7008064124238154
canton,22829,4471,0.19584738709536118,95860.09090909091,125642.42598347082,29782.33507437989,1.9467213114754098,2.9595972000491217,0.05990312402790739,0.056747989157001286,grown,rural,0.45613600672474797,1.8095921308593623,0.8974416502669889,1.3353087424570953,1.766171507868925,1.752157343729467,0.4345909567830335
carlisle,5160,1212,0.23488372093023255,172634.0,252380.83414558452,79746.83414558452,0.0,2.3783185840707963,0.01608527131782946,0.02248062015503876,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carver,11617,2787,0.23990703279676337,79661.375,89054.10151703263,9392.72651703264,2.272727272727273,10.390532544378699,0.0457132999827497,0.14455752975677075,grown,rural,3.466247415788757,1.730809648027495,2.592752639051793,4.315500043155001,0.8619521985937865,2.582422312128777,0.8596657128470901
charlton,13379,1741,0.13012930712310336,89875.6,103546.55000397234,13670.950003972359,0.0,4.298397574707666,0.04674735249621785,0.06293494704992436,grown,rural,0.7636669103127762,0.7603654098912678,0.0,0.0,0.7506299930298643,2.242320053815681,0.0
chatham,5166,2217,0.4291521486643438,75654.5,96552.44946992517,19539.84707661487,1.7647058823529411,3.1280547409579667,0.1011325253328035,0.09735744089012517,shrunk,rural,0.0,0.0,1.7930787161556392,1.838235294117647,0.0,0.0,0.0
chelmsford,35067,7918,0.22579633273447972,109074.0,128458.99825579357,21208.175843804518,1.5521064301552105,4.194027517198249,0.036056660466447274,0.05766204034912004,grown,rural,0.0,0.8735113910044966,0.28964638314423563,0.8644145238105039,0.8599367741724132,1.4258419596771892,0.8511190188624187
chelsea,39272,4121,0.1049348136076594,55295.666666666664,65642.5878532573,10346.921186590627,10.809178743961352,30.195395627781004,0.19527891471670913,0.2508816639637552,grown,rural,0.5502517401711283,1.8953752843062925,2.132366660447264,2.886987559708152,2.5848476232326107,2.29170910572418,3.2616604360589108
cheshire,3169,979,0.3089302619122752,63138.0,75714.10474621,12576.104746210001,3.3557046979865772,6.530782029950084,0.039760176711896494,0.1167560744714421,shrunk,rural,0.0,0.0,0.0,0.0,0.0,0.0,9.494958629108831
chester,1529,228,0.14911706998037932,76250.0,83045.2991452991,6795.299145299097,0.0,9.254267744833783,0.0641958967571145,0.14096624751819986,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chesterfield,1303,217,0.16653875671527243,74412.0,91023.41269841269,16611.412698412692,0.0,8.922742110990207,0.059094397544128936,0.09363008442056792,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicopee,55778,11408,0.20452508157338017,52445.87804878049,62467.644993719136,10322.948992724901,7.352941176470588,14.611280487804878,0.14442948624654345,0.19636879639062726,grown,urban,1.6235188611659443,1.6215131033701735,0.8997290530223183,1.4377923725114639,2.872045255227379,1.7928215425436553,3.0440543734619854
chilmark,446,96,0.21524663677130046,79375.0,176154.166666667,96779.166666667,0.0,1.1940298507462686,0.18181818181818182,0.03636363636363636,shrunk,rural,0.0,0.0,15.974440894568689,0.0,0.0,0.0,0.0
clarksburg,1722,494,0.2868757259001161,60558.0,72516.15109427611,11958.151094276102,0.0,7.096774193548387,0.0954043048283886,0.13263525305410123,grown,rural,5.855780491885561,5.845999665942876,0.0,0.0,0.0,5.807200929152149,0.0
clinton,13855,2080,0.15012630819198844,70263.3,77832.41529677517,7569.11529677518,0.0,7.5829383886255926,0.05968639352554375,0.12717681913433052,grown,rural,2.1934405682055567,1.4585004531769266,3.636817057711091,5.803890679573414,4.341713529606352,1.443522194153735,4.31947672624802
cohasset,7429,1327,0.1786243101359537,157385.6,201613.461970223,44227.861970223,0.0,1.9242096995876694,0.037308370641703975,0.042463709130375796,shrunk,rural,0.0,0.0,2.6747162890222,0.0,1.3431575715711108,0.0,0.0
colrain,1146,230,0.2006980802792321,54828.0,68594.22310756969,13766.223107569691,10.256410256410257,6.25,0.12041884816753927,0.0924956369982548,shrunk,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concord,19357,4384,0.22648137624631917,144727.08333333334,196529.49627055108,46835.05803459359,0.0,5.400359066427289,0.0625,0.03521369485294118,grown,rural,0.0,0.0,0.5366781157998037,1.5894520931570302,1.0462596218518796,1.5498269359921475,2.040994839198764
conway,1800,448,0.24888888888888888,100398.0,125280.24691358,24882.246913580006,0.0,0.8233532934131736,0.022573363431151242,0.06489841986455983,shrunk,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cummington,860,253,0.2941860465116279,52500.0,63629.767441860495,11129.767441860495,0.0,2.39880059970015,0.052570093457943924,0.26401869158878505,shrunk,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dalton,6657,1528,0.2295328225927595,58240.42857142857,76390.73019988547,18150.3016284569,0.0,4.582683307332293,0.10349564951915738,0.08594107769806136,shrunk,rural,1.4863889242791015,0.0,0.0,0.0,1.4989935329136153,0.0,0.0
danvers,27527,6258,0.22734042939659244,79914.5,99928.11176055811,20013.611760558102,1.179245283018868,5.837853978997661,0.06287158145065398,0.10474881093935791,grown,rural,1.4931820242215454,2.2274904138358975,1.107670884607067,2.570545742599189,1.0957188698442515,1.0898390670977587,1.4453627086097158
dartmouth,34341,7495,0.21825223493782941,80627.11111111111,104840.41480678407,25178.929779430677,1.9895928986838078,15.518234590331014,0.08235664555854878,0.10163383829549033,grown,rural,0.5861615628742013,0.5854042006932858,0.8769731896767727,0.8758429988864282,2.041003340580978,0.873591333973967,1.1632931166284441
dedham,25377,5921,0.23332151160499665,98110.0,118015.1259464848,19905.125946484786,4.32152117545376,6.417805629085409,0.05013961892247043,0.09555683311432325,grown,rural,0.8027568965418379,1.1996778008192086,0.7968354250263241,0.7939073283317172,1.582001344701143,0.0,2.3557522421713304
deerfield,5049,1066,0.21113091701326994,77957.25,91878.37927498162,13921.129274981626,0.0,3.422854133754608,0.08292781832927819,0.09549878345498783,shrunk,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dennis,13804,6539,0.4737032744132136,57724.9375,80706.95671227128,24222.601386700913,1.8041237113402062,3.643051055258779,0.10918277680140598,0.14411247803163443,shrunk,rural,1.419259349370964,2.1376221498371337,2.861902961047456,2.1553051296262087,2.885675711885892,1.4488554042306578,1.4549233567160302
dighton,7438,1335,0.17948373218607153,93969.4,100704.46307995747,6735.06307995746,0.0,5.746043707611153,0.03879544221378188,0.09224091155724362,grown,rural,0.0,1.3818153105136404,0.0,0.0,2.7071972773330244,1.3444474321054047,1.33541913083292
douglas,8722,1012,0.1160284338454483,96363.25,106461.69671202298,10098.446712022997,9.981515711645102,3.092962641181581,0.041489483967360075,0.06240661992874382,grown,rural,1.1705881369253666,0.0,0.0,2.3120623596247856,2.302517967863428,1.1465260261407935,1.1418318244841366
dover,5922,1156,0.19520432286389733,203026.75,316351.85877350374,113325.10877350374,2.977667493796526,1.6830657690315898,0.007598784194528876,0.010638297872340425,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dracut,31113,5550,0.17838202680551538,92849.8125,97360.42608425539,10173.547157548363,4.62962962962963,8.669877732493516,0.07154592017524079,0.11609702670489322,grown,rural,1.0023340063290234,1.9889471366264615,0.9867354562241863,2.2846059520978748,1.2954866171605708,0.9642271719217047,2.2328853891828095
dudley,11637,1538,0.13216464724585375,72832.85714285714,90800.5837828491,17967.726639991954,2.1739130434782608,8.296055307035381,0.07750472589792061,0.16162570888468808,grown,rural,0.8725568408456321,2.609635769407612,0.8672167298495999,0.8645711109738776,0.8619415849874402,0.8593280054996992,2.570190683670722
dunstable,3337,569,0.17051243632004795,139333.5,166618.936385033,27285.436385032997,0.0,3.6986919260261613,0.020976925382079712,0.032364399160922985,grown,rural,3.1015995391909255,3.0800369604435254,0.0,0.0,0.0,0.0,0.0
duxbury,14637,3099,0.21172371387579422,126754.55555555556,164756.5710882459,38002.01553269033,2.1828103683492497,1.0546795003071883,0.042472637158394715,0.06098988091140635,shrunk,rural,1.33882890722872,0.0,0.0,0.0,1.3607954821589991,0.0,0.0
east bridgewater,14860,2705,0.18203230148048452,91721.6,104749.52226688885,13027.92226688884,0.0,4.2623278099421045,0.0656260604004072,0.08693586698337293,grown,rural,0.0,2.8068487108544846,0.0,0.0,0.6799153019795249,0.6729475100942126,1.9983632453419105
east brookfield,956,166,0.17364016736401675,87917.0,113365.489130435,25448.489130435002,0.0,8.05084745762712,0.02510460251046025,0.100418410041841,shrunk,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
east longmeadow,16156,3613,0.22363208715028474,82912.44444444444,98052.2911793245,15139.846734880062,0.0,5.677767150682549,0.045006674718708284,0.12529400546691247,grown,rural,1.8933929601846506,3.143298487624385,0.0,0.62377472821244,0.6213606021871892,1.2379301807378065,0.0
eastham,4908,2242,0.45680521597392015,63265.333333333336,78360.21336767358,15094.880034340254,15.97938144329897,3.8499751614505713,0.06591375770020534,0.11478439425051334,shrunk,rural,0.0,4.052332985990506,4.057971014492754,2.0318123766399627,0.0,2.037489812550937,0.0
easthampton,16051,3197,0.19917762133200423,64142.63636363636,76639.38825261303,13737.994976876547,0.0,5.088566827697263,0.10663581212083308,0.10488460816811558,shrunk,rural,1.868876093515,3.737818715792284,1.2459617489743064,0.622991963403672,1.2460061054299167,1.2460282848420658,2.4921009300876684
easton,24001,3963,0.16511812007833007,109638.72727272728,128540.60581047097,18901.878537743665,0.553877139979859,4.006462035541196,0.04744856340070697,0.06272092812471676,grown,rural,0.42797226739707267,0.8513174136976972,1.6934801016088061,1.6844232955741778,1.256597134958532,1.2499479188367153,1.6578249336870026
edgartown,4292,746,0.17381174277726003,97503.5,196054.97580698578,98551.47580698578,0.0,3.2467532467532467,0.05105882352941177,0.124,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,2.3125970464832006
erving,1498,350,0.2336448598130841,67596.0,71068.6567164179,3472.6567164178996,0.0,5.125899280575539,0.0938137321549966,0.08225696804894629,shrunk,rural,0.0,5.9859757140413885,0.0,0.0,0.0,0.0,0.0
essex,3687,749,0.20314618931380526,111547.66666666667,131712.14141911632,20164.474752449663,0.0,1.760428626100268,0.062040816326530614,0.07020408163265306,grown,rural,2.811922551618864,0.0,0.0,0.0,0.0,0.0,0.0
everett,45212,5667,0.12534282933734406,57043.96,70511.3952050871,13609.600713086407,9.876543209876543,20.107625672660454,0.1391298545308955,0.2032786155967792,grown,rural,2.108723084492852,1.1577749550121732,8.010488835994233,9.7286954498148,8.94743064942369,7.520127399805362,6.124444972174396
fairhaven,16027,4022,0.25095151931116244,61017.92857142857,77926.4110411773,17404.047353133035,0.0,10.76845298281092,0.0914263793875072,0.12492807365257975,grown,rural,0.6282590940503864,2.5095677269590313,0.626527159952384,3.1283238440843397,3.1240237425804436,2.495788357147314,1.8692753442582093
fall river,85548,15767,0.18430588675363538,42534.76,52921.97816363314,11210.530642214291,3.033645890788748,27.451178962647898,0.2043867683267714,0.23609805997311795,shrunk,urban,2.5025147022738756,3.20223764524435,5.634376596475147,4.971475950278634,9.881340873045527,7.481180156169636,7.8753776067248005
falmouth,30702,10759,0.3504331965344277,71471.2,93642.8770682666,22171.677068266614,3.9180765805877114,6.174856520464162,0.06321381142098273,0.14282868525896414,shrunk,rural,1.2781944590270202,1.9245749896897768,4.507798952166733,5.494708457233623,5.840282187602842,6.839945280437757,2.9427563818109626
fitchburg,40666,6653,0.16360104264004327,54337.4,63333.75207768864,9801.585353160453,3.745583038869258,17.597162245527453,0.1794997421351212,0.17496132026817948,grown,rural,0.9896720650921456,1.482684364740354,1.974486809722937,2.465083848066318,2.708273247184451,3.934490729356219,2.701659590891548
florida,816,152,0.18627450980392157,58125.0,65415.0887573965,7290.088757396501,0.0,9.106239460370995,0.12990196078431374,0.12009803921568628,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foxborough,17448,3193,0.18300091701054563,107066.72727272728,126019.55188899943,18952.824616272173,0.0,5.384986336601832,0.04877628403998621,0.0649775939331265,grown,rural,0.0,0.5842876698607726,0.5814581308613056,0.5786558650905183,2.8794024005989156,0.5731315910132966,1.7112264604502971
framingham,71232,11768,0.16520664869721474,87307.09302325582,101024.97182394903,12669.713437854913,1.1884129735082942,10.334132243056535,0.1152448495149899,0.15070480321190985,grown,urban,0.8676717886847334,0.4312398350610307,1.8575901951898621,2.414792327859804,2.8242319097859636,1.9654088050314467,3.4892670146628975
franklin,32843,4386,0.13354443869317661,123984.23529411765,141481.81914252765,17497.583848410024,0.0,3.899919442733261,0.0434235368156073,0.05490874764002517,grown,rural,0.31269403781811034,0.6220314659060111,0.3093553476491203,0.30771259643492976,1.5304359993528442,0.3044788843893676,1.2115495285774245
freetown,8273,1599,0.19327934243926023,89442.2,104000.07019652899,14557.870196528975,0.0,11.083540115798181,0.0506548060291574,0.10649864096861873,shrunk,rural,1.149500788229112,0.0,0.0,3.552998900262245,0.0,3.6262540795358396,1.2213420804689954
gardner,20496,3514,0.17144808743169399,52498.769230769234,64262.28197533568,11763.512744566453,10.116279069767442,12.272350993377483,0.1665202336038038,0.1702930383999173,grown,rural,0.49249992964286726,1.966292134831461,2.453248100485042,3.4281076845581238,4.888131616435294,4.391100702576113,11.200779184638932
georgetown,8569,1521,0.17750029174932896,111417.6,120730.72919333876,16519.325537057004,2.237136465324385,2.3781998348472335,0.03410816493400304,0.05011096834481953,grown,rural,0.0,1.197830216122795,0.0,1.182212764520106,1.1745557662298438,1.1669973159061733,1.159535523198993
gill,2537,683,0.26921560898699254,59096.0,68083.74721906155,8987.747219061548,25.714285714285715,3.3983008495752123,0.07385466034755134,0.16350710900473933,grown,rural,0.0,0.0,4.778809393773894,0.0,0.0,0.0,0.0
gloucester,29858,7011,0.23481144081988076,69165.40909090909,88672.66177444228,20269.930491462364,2.8404952658412235,9.090509086109034,0.08465590599040994,0.1535422435334639,grown,rural,0.3437084174191426,1.7095687002393394,1.0204131215409211,3.722180327551869,3.0297638226962973,5.693616451202358,5.331429251457813
goshen,1096,208,0.1897810218978102,79519.0,87147.32142857139,7628.321428571391,0.0,4.034229828850855,0.023722627737226276,0.09215328467153285,grown,rural,0.0,0.0,9.27643784786642,0.0,0.0,0.0,0.0
