city_death,tot_pop_17,over_65_count,over_65_prop,med_house_inc,mean_house_inc,mean_med_inc_desp,drop_out,less_than_hs_ed,at_or_below_pov_prop,pop_struggling_prop,town_status,urb_v_rur,death_rate_12,death_rate_13,death_rate_14,death_rate_15,death_rate_16,death_rate_17,death_rate_18
gosnold,34,15,0.4411764705882353,,130011.111111111,,,0.0,0.058823529411764705,0.0,shrunk,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grafton,18517,2868,0.15488470054544473,97829.4,119230.12450701997,21400.724507019964,0.11547344110854503,4.122442701122904,0.057493750679273994,0.06368872948592544,grown,rural,0.0,1.6586236582919338,0.5496101693584479,1.0927682160558871,0.0,0.0,1.0738584501154398
granby,6318,996,0.157644824311491,91346.75,101605.51874046682,10258.768740466829,0.0,7.369087837837838,0.05463258785942492,0.0853035143769968,grown,rural,0.0,3.1880493692216607,1.591198399709038,0.0,1.5855757905227867,0.0,0.0
granville,1660,302,0.1819277108433735,86000.0,93351.4802631579,7351.480263157893,0.0,4.056291390728477,0.08394160583941605,0.06569343065693431,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great barrington,6915,1521,0.21995661605206074,60402.57142857143,78518.03711829834,18115.465689726916,13.516896120150188,10.983783783783784,0.05176789037387921,0.17205210624259853,shrunk,rural,0.0,0.0,2.858776443682104,1.4349261013057828,1.4405070584845865,0.0,0.0
greenfield,17474,3795,0.21717981000343367,55142.875,66082.49615047923,12562.302497722014,2.02275600505689,7.492884068005231,0.13156801044944488,0.2159947752775634,grown,rural,2.2908007985077066,2.2904634916479885,2.2901262841065235,5.724472939598633,2.861815208503679,2.2891152569531874,6.294140727177609
groton,11282,1986,0.17603261833008332,126234.0,146792.82837465982,20558.8283746598,1.390644753476612,1.6835882277342245,0.04313270226826219,0.05652795141989641,grown,rural,0.0,0.9158707313881983,0.0,0.900877712285398,0.0,0.8863676653075696,0.0
groveland,6697,1246,0.1860534567716888,88044.66666666667,107540.31631587511,19495.64964920846,5.032822757111598,3.3140569395017794,0.024189935792145737,0.10527101687322682,grown,rural,0.0,1.5241579027587258,0.0,0.0,1.5008254539997,1.4932059130954158,0.0
hadley,5301,1460,0.27541973212601395,59029.25,95609.56794337295,36580.31794337295,3.6496350364963503,3.7037037037037037,0.054221533694810226,0.16498838109992253,grown,rural,0.0,0.0,1.8942469015532826,0.0,3.778065630397237,0.0,1.883847354540072
halifax,7739,1432,0.18503682646336736,75419.4,89423.55635276136,14004.156352761358,0.0,4.833394361039912,0.046239771398882974,0.10533835563060137,grown,rural,1.319062335117208,5.254367693144927,0.0,0.0,0.0,1.292156609381057,2.5738132882303195
hamilton,7991,1294,0.16193217369540733,106141.42857142857,128648.96137196808,22507.532800539517,0.0,1.5627977892128835,0.10173824130879346,0.057387525562372185,grown,rural,0.0,1.2720565519998546,0.0,0.0,1.2565069107880096,0.0,1.2463499750730005
hampden,5193,1378,0.2653572116310418,78133.5,104080.36937571107,25946.869375711074,0.0,6.480271753331591,0.04047946551385341,0.07702888583218707,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,1.9228128004395
hancock,639,150,0.2347417840375587,71875.0,81009.2,9134.199999999997,0.0,2.676864244741874,0.0297339593114241,0.06885758998435054,shrunk,rural,0.0,0.0,0.0,0.0,15.381234893430017,0.0,0.0
hanover,14328,2744,0.19151312116136238,112872.85714285714,133937.48882754496,23323.83798142153,6.545454545454546,3.583545377438507,0.03893081317441286,0.08181112913463573,grown,rural,0.7139141875146607,0.7106598984771574,0.7074351433566787,0.0,0.7010726411409457,0.6979341150195422,0.0
hanson,10560,1885,0.17850378787878787,99075.0,108669.20816992948,9594.208169929478,3.0,5.879172861197459,0.03437143942271174,0.06560957083175085,grown,rural,0.9699993071433521,0.9653042087263501,0.0,3.824196235898276,0.0,0.0,1.8849887573884827
hardwick,3024,765,0.25297619047619047,51364.5,66923.56302027474,15559.063020274749,0.6451612903225806,6.666666666666667,0.11980775832475112,0.18022657054582905,grown,rural,0.0,0.0,0.0,6.635071090047394,3.312198353364247,0.0,0.0
harvard,6542,1216,0.18587587893610516,127100.0,159227.27768032046,32127.2776803205,3.7800687285223367,2.1867974657674227,0.052275635167245475,0.052092853226101264,grown,rural,0.0,1.5315275893755742,0.0,0.0,0.0,0.0,1.5278505325650427
harwich,12143,4561,0.3756073457959318,69358.0,86593.95046827523,17235.950468275234,0.0,3.7383177570093458,0.0668402048870602,0.13242085817448987,shrunk,rural,1.637407749616964,1.6393250664512125,0.0,2.4647598032886937,0.8225520264156708,0.823519723297373,0.8244896997679649
hatfield,3305,1052,0.3183055975794251,65251.333333333336,82340.07666685172,17088.7433335184,0.0,2.6345083487940633,0.04357034795763994,0.0962178517397882,grown,rural,0.0,6.078763405844296,6.071908747885675,3.032534765844994,0.0,3.02571860816944,0.0
haverhill,62943,9035,0.14354257026198305,71798.56410256411,85567.05108108264,13687.510044311668,4.817158931082981,10.711898780853172,0.12575121163166397,0.1564135702746365,grown,urban,1.7895282385231976,1.2952618857625275,4.834153988522337,4.009411807832329,5.906001089987846,3.812973642819694,3.7951950120294127
hawley,976,267,0.2735655737704918,59167.0,71880.1507537688,12713.150753768801,0.0,9.433962264150944,0.11819116135662898,0.15724563206577596,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heath,1255,330,0.26294820717131473,52708.0,74171.4579055441,21463.4579055441,0.0,9.851088201603666,0.15951417004048582,0.2242914979757085,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hingham,23047,5578,0.2420271618865796,140785.91666666666,208382.657234833,67596.74056816632,1.1754068716094033,1.4503625906476618,0.05705125389784356,0.05612894725284378,grown,rural,0.8924075242702975,0.4436866558069075,0.0,0.0,0.4363028939347665,0.0,0.0
hinsdale,1970,413,0.20964467005076143,61979.0,76834.9304029304,14855.9304029304,0.0,5.252525252525253,0.07802141764405915,0.049464558898521166,shrunk,rural,0.0,0.0,5.008586147681739,0.0,0.0,0.0,0.0
holbrook,11029,2140,0.19403391059932903,73617.0,88366.34945074013,12137.455480750888,1.7366136034732271,4.56643186786495,0.06669695592912313,0.07542026351658337,grown,rural,0.9208951100469657,3.6720829890755535,1.8303285439736432,2.736976553234194,0.9095043201455206,4.533502584096473,3.615655789568833
holden,18558,3495,0.18832848367280958,101361.84615384616,119425.81618146645,18063.970027620257,1.286764705882353,3.028169014084507,0.04677568316401369,0.06807192915738577,grown,rural,0.5652180934386254,0.0,1.1087352498614083,0.549097127437599,1.0878518035028828,0.0,0.5338702542747754
holland,2510,457,0.18207171314741036,78362.0,89840.3772933383,11478.377293338293,0.0,5.672149744753262,0.04110135674381484,0.12769353551476456,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
holliston,14480,2302,0.1589779005524862,120640.54545454546,145596.90139288077,24956.355938335313,0.0,3.373518387194813,0.01449375866851595,0.06484049930651872,grown,rural,0.0,0.7170074159052731,0.0,0.7035600136691661,0.6970237087635794,0.0,0.6843087992335741
holyoke,40362,6570,0.1627768693325405,43044.77142857143,54372.23230075448,10574.31304238179,9.903270382312298,21.00093023255814,0.28610743043522574,0.21503924166751606,grown,rural,1.2494466736159702,1.9956807766049196,3.486452641165756,3.2318783961359516,3.226355423822558,3.964124671720926,7.172739350425417
hopedale,5955,1038,0.1743073047858942,97991.66666666667,101931.1332725262,3939.4666058595344,3.837953091684435,6.57705232837254,0.042401628222523746,0.05495251017639077,grown,rural,0.0,0.0,0.0,0.0,3.362071035758027,0.0,1.677490474250521
hopkinton,16720,2034,0.12165071770334929,154326.0,172252.30754504498,17926.307545044994,0.30895983522142123,3.042541733979537,0.01502494140272853,0.041649137568363484,grown,rural,0.6477582936195807,0.0,0.6269311719134835,1.851035698545615,0.607401622630049,1.7942583732057416,1.7671561408675893
hubbardston,4581,648,0.14145383104125736,86577.0,100209.36739893,13632.36739893,0.0,4.017715912685859,0.02379393145601397,0.11875136433093211,grown,rural,0.0,0.0,2.224340641881157,0.0,0.0,0.0,2.1694663112874233
hudson,19843,4264,0.21488686186564532,89813.75,103992.45396647388,14178.703966473879,8.867521367521368,9.715265866209263,0.05930491008284502,0.08501717518690645,grown,rural,1.0370293553381087,0.5155360470168875,0.0,2.038721139353871,1.013604013871895,1.0079121100640023,1.5034256627601463
hull,7702,2299,0.298493897688912,74927.16666666667,93830.8557983202,18903.68913165355,2.8753993610223643,4.552493031898421,0.041937159179433914,0.13230329784471564,shrunk,rural,1.0468228925211982,0.0,1.134760970706956,4.738053336943279,3.7164852667905492,7.790184367696702,4.091732751398008
huntington,1977,375,0.18968133535660092,67639.0,69768.11280276816,2129.1128027681516,5.681818181818182,5.829903978052126,0.08042488619119878,0.14011127971674253,shrunk,rural,0.0,0.0,0.0,0.0,0.0,0.0,5.13347022587269
ipswich,11242,2731,0.24292830457214018,78064.85714285714,108553.08617595512,30488.229033097967,0.0,3.1740150673088796,0.07023201648302428,0.10077936038699274,shrunk,rural,2.3766679115879534,0.8099414528035545,2.4854129927923023,2.5436046511627906,1.736391035261141,3.5580857498665717,3.6476856737145167
kingston,13210,2557,0.19356548069644208,98433.55555555556,101512.57167575863,3079.01612020309,4.854368932038835,4.954703053349737,0.06564956079519187,0.05994760363692402,grown,rural,0.0,0.0,0.7715454054471106,0.7666360012266177,0.0,3.785011355034065,1.5045512675844428
lakeville,12147,2059,0.16950687412529844,98286.85714285714,113849.48593262098,15562.628789763856,2.095808383233533,5.915853091585309,0.039332835449340305,0.0744336569579288,grown,rural,0.0,0.8877728316148589,0.0,0.0,0.8384840208902304,0.8232485387338437,0.8085568415459606
lancaster,7978,1380,0.17297568312860365,104127.75,119210.97012657573,15083.220126575725,5.5369127516778525,12.689460697920339,0.05296514259846084,0.022785574166289423,shrunk,rural,2.4897298643097225,0.0,1.2482836100362003,1.25,1.2517211165352358,3.7603409375783405,0.0
lanesborough,3004,637,0.21205059920106525,78287.66666666667,84107.5009977259,5819.834331059236,0.0,3.2497678737233056,0.0492676431424767,0.05426098535286285,shrunk,rural,0.0,0.0,0.0,3.3015753230827283,3.3151787828557895,0.0,3.3427247982426818
lawrence,79497,9018,0.11343824295256424,41461.58490566038,51743.21006609063,10056.700057231908,6.1725968154118345,32.336132373269514,0.24203748565599897,0.2839857197500956,grown,urban,0.7765137858929632,1.1580903641366989,3.454458719218305,5.470350156931805,7.590009379083019,6.28954551744091,7.755553530295801
lee,5796,1686,0.2908902691511387,75584.5,81195.74143944781,5611.241439447804,0.0,10.865954922894424,0.08017777777777778,0.10737777777777778,shrunk,rural,0.0,0.0,0.0,1.7129153819801302,0.0,3.450655624568668,1.7316017316017316
leicester,11277,2280,0.20218143123171056,76786.25,92572.66143805902,15786.41143805901,0.0,10.135713412397603,0.056124803840118156,0.11261884981076341,grown,rural,0.0,1.8015467565724286,0.0,0.8937120970315992,0.8902228100518873,1.7735213265939522,1.7666506826842996
lenox,4994,1974,0.395274329195034,73080.25,110833.09772057025,24414.468204920875,0.0,3.690506490201069,0.038338658146964855,0.10394036208732695,shrunk,rural,0.0,1.9953252380137965,0.0,0.0,0.0,2.002402883460152,2.004180147164085
leominster,41446,8124,0.1960140906239444,61588.28,76865.29848417762,16114.216009130318,4.719626168224299,13.65707726023585,0.13429998781527963,0.16334836115511148,grown,rural,0.9766749102679926,1.4615100878993923,4.860081718802615,5.3333702744261435,7.255515055193739,6.7557786034840515,5.776987644811544
leverett,1997,627,0.313970956434652,87174.0,116107.701711491,28933.701711490998,5.47945205479452,2.7906976744186047,0.06009013520280421,0.0756134201301953,grown,rural,0.0,0.0,0.0,0.0,0.0,5.00751126690035,0.0
lexington,33339,6789,0.20363538198506254,161038.77272727274,210971.44125244682,49932.6685251741,0.6060606060606061,2.069778612287673,0.03634598464852401,0.045781377992172564,grown,rural,0.0,0.3102933158387007,0.9229227645492181,1.2201339532775848,0.0,0.0,0.2974698068146083
leyden,1793,443,0.24707194645844952,65588.0,81706.330749354,16118.330749354005,0.0,5.201465201465202,0.1146067415730337,0.11292134831460675,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lincoln,6696,1290,0.19265232974910393,148426.0,213715.05702346665,65289.05702346666,0.0,1.4071923162832254,0.02740751834656283,0.07488392990864161,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
littleton,9754,1712,0.17551773631330736,122943.16666666667,138535.13646295425,15591.969796287585,0.0,2.568149210903874,0.03844155844155844,0.07044155844155844,grown,rural,0.0,0.0,0.0,0.0,0.0,1.0252204223908141,0.0
longmeadow,15876,3607,0.22719828672209624,119052.125,161068.55826624163,42016.43326624161,3.2227488151658767,3.619413216342199,0.036244800950683304,0.05268369974252327,grown,rural,0.632499638571635,1.2639485753493915,0.0,0.0,1.8912103746397693,0.0,1.2587211393224484
lowell,110964,13040,0.11751559064201002,53483.81081081081,65187.727190457575,12366.643274566648,3.8735841141099145,20.155498172684812,0.2244289220313385,0.19127808193316972,grown,urban,0.7421907615804952,2.2135320593226595,4.859754811615731,6.107900158623078,7.069764069283688,5.317039760643091,6.451670713895286
ludlow,21331,4079,0.19122404012938915,65449.818181818184,81658.65858677113,16208.840404952934,2.1717670286278383,16.334384858044164,0.058051979596793785,0.11110031576390576,grown,rural,0.4724079985422838,0.9433644418988578,0.47095867001271585,0.0,1.4085546217360099,2.8128076508368105,1.4042595874151593
lunenburg,11150,2082,0.18672645739910315,99216.66666666667,113492.99393410578,14276.327267439112,0.33557046979865773,6.430211788721612,0.08323446198777038,0.06498129049922424,grown,rural,0.9624639076034648,1.8971732119142477,0.935103796521414,0.0,0.0,0.0,0.8847991505928154
lynn,91817,12037,0.13109772700044653,58308.16176470588,71631.29519947423,13497.952498547796,5.299589011464417,20.89165370658372,0.18389229369264673,0.18481323524574886,grown,urban,2.313943952184788,2.7482579970381633,4.606309390447391,4.595595418785356,4.912426255124909,7.079299040482699,5.215714824582782
lynnfield,12732,3002,0.2357838517122212,121269.11111111111,151298.3445936766,30029.233482565483,0.0,3.5917901938426455,0.01795416961965509,0.03732577368296716,grown,rural,0.0,0.0,1.633300667319987,1.6119375489338186,0.0,2.35626767200754,1.5510746731664082
malden,61212,8687,0.14191661765666863,66458.85416666667,78240.49060063821,11823.536899374483,4.079441760601181,13.479951784211604,0.1587470526591564,0.16274233691380666,grown,urban,1.5011651901237626,1.993185204870965,0.8270360445937835,1.9766566265060241,1.312329807228125,1.4702999411880024,2.11506905351822
manchester,5327,1459,0.27388774169326074,113122.2,164876.5349338172,51754.3349338172,0.0,2.642174131857071,0.03698835899361622,0.061396920766053326,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mansfield,23678,2603,0.1099332713911648,116948.35714285714,133365.61446226618,16417.25731940903,2.3592085235920854,2.5514660012476607,0.027069389138354657,0.06261120054223503,grown,rural,0.0,1.7097148439885204,0.4261432815467784,0.4248655603976742,2.5415728705250165,1.6893318692457133,0.8421559191530318
marblehead,20393,5386,0.2641102339037905,118758.9,165125.03276142658,46366.13276142663,0.0,2.3562164731445643,0.04586703491812981,0.0566679818504636,grown,rural,1.0012444037589574,0.9970728789054989,0.0,0.0,0.9847642896332456,1.4710930221154317,0.4883630071998661
marion,5065,1602,0.3162882527147088,75592.0,131487.2134905387,55895.21349053871,19.248826291079812,5.217391304347826,0.0555893690403733,0.12517752079529315,grown,rural,0.0,0.0,2.0010863039935964,0.0,1.9831713743377624,1.9743336623889436,1.9655743689102294
marlborough,39771,6257,0.1573256895728043,78251.6,96155.64135300074,18449.5276460029,1.0416666666666667,8.41288782816229,0.06495522084266232,0.13461734174638715,grown,rural,0.5146358767373556,0.5122407238693201,2.2944049296928775,1.776308396138523,1.5155615696887685,0.75431847325941,5.506509480850577
marshfield,26606,5148,0.19349019018266556,101455.82352941176,126077.5184322551,24892.620356841566,8.180300500834724,4.371434839842036,0.062159214830970554,0.0815252134020231,grown,rural,1.565365177333512,1.5525711687533963,0.7699923000769993,0.0,0.7577069622445445,2.2551304217093886,1.8645187410769462
mashpee,14054,4923,0.3502917318912765,77576.75,95487.17513039685,17910.425130396863,0.0,3.767186067827681,0.06100891060649612,0.11835297499281403,grown,rural,0.0,3.5646629865764976,0.7125842376366636,1.4244724364583548,2.8475541543781144,0.7115411982353779,0.0
mattapoisett,6245,1518,0.2430744595676541,87293.16666666667,127198.57445116533,39905.40778449867,0.0,2.561817776787703,0.04611689351481185,0.07141713370696558,grown,rural,0.0,0.0,0.0,0.0,3.2172813972193492,1.601281024819856,6.37595354662416
maynard,10560,1946,0.18428030303030302,94304.5,112975.78180588188,14913.859196809382,7.163323782234957,3.8653526174324844,0.08090831027573704,0.062112393855548134,grown,rural,1.9539427773900906,0.0,0.9647454450232918,0.9587465074234373,0.0,0.946969696969697,0.9411891252319359
medfield,12610,1841,0.14599524187153054,169301.7142857143,216104.518189149,46802.80390343471,1.4341590612777053,1.0567366964398037,0.021796197597645374,0.06936600111367433,grown,rural,0.0,0.0,0.0,0.0,0.7983212444687742,0.0,0.787791482848654
medford,57700,9640,0.16707105719237436,90832.72549019608,107221.1768391583,17283.593960314945,0.0,7.745121657431944,0.10340654576981433,0.11296149122173253,grown,urban,1.7664946437358837,1.5837422572600754,2.454178238450963,2.444829186271037,2.609519028364229,2.4263431542461005,1.0359448186726588
medway,13162,1831,0.13911259686977662,114977.25,134802.8961876275,19825.64618762751,1.7262638717632552,4.548595117457393,0.052784800429020146,0.043208457825787173,grown,rural,0.0,0.7735319468694056,0.0,0.7665856276146045,0.7631590423444247,0.0,1.5127939142461961
melrose,28132,5262,0.18704677946822124,105212.25925925926,128222.23911978712,23009.979860527867,1.0214504596527068,5.60458958517211,0.03898292927843925,0.0806197102280878,grown,rural,0.3661490017209003,1.4558462626346658,4.341601327289549,6.114290999147082,7.50861958881369,6.7538745912128535,6.714696096893569
mendon,5995,982,0.16380316930775646,119551.0,140772.41228762866,21221.412287628667,0.5154639175257731,2.815146985550573,0.005353856449723942,0.03446545089509787,grown,rural,0.0,3.3864686388814977,0.0,1.6805512208004225,0.0,0.0,1.6618788727713016
merrimac,6752,1605,0.23770734597156398,95907.5,105801.36702747225,12018.4779339479,0.0,4.800498753117207,0.0536563614744352,0.10686682520808562,grown,rural,0.0,1.5348184529029996,0.0,1.5074511155138255,0.0,1.481042654028436,0.0
methuen,49575,8315,0.16772566817952597,79581.14705882352,90551.0930649226,10919.802763809972,3.08867485885088,11.834495031884918,0.09425637897733048,0.14522720341567552,grown,rural,0.0,1.2435417252661032,4.116860012056518,2.4533785066518687,2.8430106903004018,2.8240040342914776,2.204124862242196
middleborough,24213,5181,0.2139759633254863,80831.85714285714,92297.737465395,11465.88032253786,1.9494584837545126,4.802927927927928,0.07860059781922284,0.09990317012587883,grown,rural,1.707254612636123,2.1198887966905504,1.2635379061371843,2.5105052690723686,1.247075311471905,2.0650064015198444,1.6413815743194127
middlefield,1717,374,0.21782178217821782,75156.0,91585.8227848101,16429.822784810094,0.0,4.232804232804233,0.0701344243132671,0.11513734658094682,grown,rural,11.591323066732903,0.0,0.0,0.0,0.0,0.0,0.0
middleton,9656,1998,0.20691797845898924,116976.25,151994.57026466698,35018.320264667,3.278688524590164,7.551080840983121,0.03640921570968127,0.03819983287573117,grown,rural,0.0,0.0,0.0,1.056539982491623,0.0,1.035625517812759,1.0254757474985716
milford,28630,4457,0.15567586447782047,78176.63157894737,87465.08411304899,9288.45253410162,5.2631578947368425,8.12770671769564,0.07894181383240695,0.11865897417856891,grown,rural,1.4194823958835012,0.7074780429135967,4.936604925522752,3.1634764095044887,7.007743556630077,4.889975550122249,5.571002929750647
millbury,13521,2982,0.22054581761704015,81051.66666666667,93107.16533376314,15376.305871124334,0.17699115044247787,8.2640277923992,0.05978994748687172,0.10172543135783946,grown,rural,0.7498901946500691,1.4956146442039593,0.0,0.743676097187842,2.2248826639261763,1.4791805339841728,2.2126924252162645
millis,8144,1500,0.18418467583497053,103077.4,123735.74321475202,20658.343214752,0.0,2.522306108442004,0.04404145077720207,0.06402664692820133,grown,rural,0.0,1.2500892920922921,2.488933136589095,0.0,3.700114527354418,1.2278978388998034,1.222472538027628
millville,3237,348,0.10750695088044486,88113.0,107415.88750250306,19302.88750250305,0.0,10.058637798827244,0.043867778807537845,0.09236947791164658,grown,rural,0.0,0.0,3.1086242117417178,0.0,0.0,0.0,0.0
milton,27527,4936,0.17931485450648454,133542.54545454544,158838.58808442406,30041.962395263454,0.05592841163310962,4.360531744212698,0.041215589236003713,0.05343334364367461,grown,rural,0.3682873061888051,0.0,0.3662677836089935,2.191597831361765,2.185621731324643,0.7265593780651723,1.8114723129396058
monson,8803,1884,0.21401794842667274,68176.57142857143,78692.45941594263,10515.887987371198,0.0,8.429959260419931,0.05567105567105567,0.07576807576807577,grown,rural,1.1588252822567295,2.308364523734934,0.0,0.0,0.0,1.1359763716914688,1.1315142894090262
montague,7378,1723,0.23353212252642994,51799.71428571428,66277.64005575565,14477.925770041371,0.0,11.046409034762661,0.1583160800552105,0.15431331953071084,shrunk,rural,0.0,0.0,3.8305090928989656,2.6039729186816456,3.9844417038231663,0.0,1.3837547195919901
monterey,729,338,0.46364883401920437,58661.0,95123.0136986301,36462.01369863009,0.0,4.5,0.0995850622406639,0.058091286307053944,shrunk,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
montgomery,802,148,0.18453865336658354,74000.0,91171.7391304348,17171.7391304348,9.67741935483871,3.3980582524271843,0.03740648379052369,0.08728179551122195,shrunk,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mount washington,1395,468,0.33548387096774196,62396.0,97734.5697329377,35338.5697329377,0.0,5.077452667814113,0.055197132616487454,0.12043010752688173,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nahant,2914,635,0.21791352093342484,87364.66666666667,135832.81210847432,48468.145441807654,0.0,3.0012505210504377,0.05413901501921062,0.10967516590988474,shrunk,rural,0.0,0.0,0.0,0.0,0.0,3.4317089910775564,0.0
nantucket,10249,1596,0.15572250951312322,86421.7,130623.22824815587,44201.52824815586,3.0588235294117645,6.231333152321477,0.11824557937370345,0.0873258915341302,grown,rural,0.0,0.9799118079372857,1.9577133907595927,0.977803852547179,1.953506544246923,0.9757049468240804,1.949317738791423
natick,35957,6353,0.1766832605612259,109483.30769230769,136271.43156163595,26788.12386932823,1.5239477503628447,3.127092276790989,0.03570525606090401,0.06725285838694273,grown,rural,0.0,0.8753829800537736,1.1529940785518393,0.5695757067824262,0.5628185955263961,1.9467697527602412,0.2748870999410956
needham,30429,6009,0.19747609188602977,147317.69565217392,208813.28485573086,61495.589203557,0.6264236902050114,2.259496793290577,0.029536293737086338,0.028147545981099482,grown,rural,0.0,0.0,0.0,0.3334651314567186,0.6620637472808096,0.32863386900653985,0.0
new ashford,334,81,0.24251497005988024,84583.0,92367.21311475411,7784.213114754108,0.0,7.053941908713693,0.07878787878787878,0.04242424242424243,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new bedford,94459,15759,0.16683428789210134,43135.10843373494,54697.652239031595,11099.691370092043,8.534201954397394,25.953630999395994,0.22792959903371224,0.2165196385048422,shrunk,urban,2.634439195637971,2.847822319995781,4.011751717813987,6.76288684693987,6.6633828226754455,5.928498078531427,6.569785043899485
new braintree,1247,179,0.14354450681635927,84432.0,104876.941176471,20444.941176470995,0.0,8.286674132138858,0.0825242718446602,0.08495145631067962,grown,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new marlborough,1370,448,0.327007299270073,74392.5,101677.18502244726,27284.68502244725,5.128205128205129,6.8755439512619665,0.04538690476190476,0.09672619047619048,shrunk,rural,0.0,0.0,6.99510342760068,0.0,0.0,0.0,0.0
new salem,1019,268,0.26300294406280667,71908.0,86781.5242494226,14873.524249422597,0.0,5.3984575835475574,0.06084396467124632,0.12266928361138371,grown,rural,0.0,0.0,0.0,19.78798586572438,0.0,0.0,0.0
newbury,6964,1535,0.2204192992533027,96529.2,117563.4642204083,21034.264220408302,0.0,3.591645520203006,0.042463768115942026,0.06217391304347826,grown,rural,0.0,1.4719488602910253,2.925565261002215,1.4537298554577172,0.0,1.4359563469270535,0.0
newburyport,17890,3784,0.21151481274455003,94381.35714285714,124334.13572331595,29952.77858045881,1.4018691588785046,3.1372259540857756,0.06963930701505254,0.09690428855438796,grown,rural,0.5697541917629823,1.1351289993027063,2.826957870250711,2.2529408924864422,6.172047837378563,3.912800447177194,3.898046203780309
newton,88479,15985,0.18066433843058805,149031.34426229508,197806.46989359113,48300.74232842089,1.0491803278688525,2.792608514769103,0.0427644987956272,0.07189179173614971,grown,urban,0.5807316555166189,0.11550754841828914,0.5743787683349908,1.1425083280696342,1.704490113957339,1.2432328575142124,0.3372486293252137
norfolk,11671,1542,0.1321223545540228,132350.0,151712.313602285,19362.313602284998,1.5363128491620113,9.226692363285956,0.028459169586917278,0.03536158012105766,grown,rural,0.8807579551316733,0.0,0.8710259441299072,0.8662401465183334,0.0,0.0,0.8521931800197222
north adams,13211,2823,0.21368556505942018,38909.75,50750.53756952176,11840.787569521759,1.7291066282420748,16.223137735218796,0.1783859533426758,0.22298244167834474,shrunk,rural,2.948547840188707,0.7410151908114117,5.214541120381407,4.493372275893058,3.011594639361542,3.7847248505033684,3.0441400304414006
north andover,30170,4474,0.14829300629764666,114866.8947368421,136334.85256374686,21467.95782690474,2.1082894106372785,2.898982377761231,0.05102463258124612,0.06064996895052784,grown,rural,0.6927263730826323,0.3432752380858972,0.6804837267177354,0.33726162829914147,0.33433314865407027,0.3314550878355983,0.32862615488620145
north attleborough,29033,4282,0.14748734199014915,89261.375,102035.1712499474,14967.591688225099,1.0069225928256764,6.101677835441125,0.07319523347651379,0.09075793265899959,grown,rural,1.7358872367650995,1.7331279989304125,0.34607550378705476,2.0731629061795065,1.3799221329653542,1.3777425688010194,1.031677409212388
north brookfield,5927,1019,0.17192508857769528,69356.83333333333,79899.06048946774,10542.2271561344,4.8,8.263673274420826,0.06345436036647438,0.14455378350865286,grown,rural,3.9711805752538716,0.0,1.8544028822719085,0.0,3.4789523383529644,1.6871941960519654,0.0
north reading,15598,2862,0.18348506218745994,133057.44444444444,152656.15758299813,19598.713138553663,2.328042328042328,2.4743566672665107,0.033950816497773185,0.04408442522429484,grown,rural,0.0,0.6581297831932457,1.3075802293869319,0.0,0.6452802359882006,1.923323503013207,0.6369890437884468
northampton,28548,4975,0.17426789967773573,67279.29411764706,89308.5848336992,22029.29071605214,0.871160018340211,5.254618726121317,0.14965932183129457,0.1292584771088178,shrunk,rural,0.3502784713847509,1.0508406725380304,3.853101746906259,1.0508511894634656,4.9039967573572465,2.8022978842650974,4.553756849400756
northborough,14918,2753,0.1845421638289315,112497.75,146846.97689734946,31813.8254246125,0.0,4.207182054491191,0.037044575615713414,0.04756089286925843,grown,rural,0.6957489737702638,0.0,0.0,0.0,0.6752650415288001,0.0,0.0
northbridge,16020,2504,0.15630461922596753,71875.14285714286,91230.46871652857,19355.3258593857,3.0470914127423825,7.52119609809463,0.08513616696360397,0.09671672181216595,grown,rural,1.2661089758082749,0.6312675853113052,1.2589814839794604,0.6277238732356476,0.6259668952936233,1.8726591760299627,1.867446844459463
northfield,3012,422,0.14010624169986718,70086.0,82385.6850515674,12299.685051567401,0.0,5.067264573991031,0.039544235924932974,0.1638739946380697,shrunk,rural,0.0,0.0,0.0,0.0,0.0,0.0,3.3232054690467145
norton,19515,2838,0.14542659492697924,102776.44444444444,111742.50357047656,8966.059126032125,0.0,4.736506925648782,0.0562588702810105,0.06795344876525689,grown,rural,2.086671386518612,2.0791718955364633,1.5537945883554194,0.5160833695820461,0.5142483525686705,1.5372790161414298,2.0424687611697507
