,TOWN,POP2010,SHAPE_Area,GEOID10,SHAPE_AREA,POP100_RE
339,sharon,17612,63147899.6511,250214141003,10112918.6545,2069.0
339,sharon,17612,63147899.6511,250214142002,8432219.67536,2738.0
339,sharon,17612,63147899.6511,250214141002,782380.766599,700.0
339,sharon,17612,63147899.6511,250214142003,2141646.35728,1229.0
339,sharon,17612,63147899.6511,250214143003,2143667.23032,1352.0
339,sharon,17612,63147899.6511,250214141001,2704038.91264,885.0
339,sharon,17612,63147899.6511,250214143002,824795.943265,801.0
339,sharon,17612,63147899.6511,250214142001,1431823.29887,830.0
339,sharon,17612,63147899.6511,250214143001,4788519.06017,2583.0
339,sharon,17612,63147899.6511,250214141004,15141615.8559,2039.0
340,lynn,90329,29910545.8331,250092064004,196778.517661,1342.0
340,lynn,90329,29910545.8331,250092052003,209526.705381,1510.0
340,lynn,90329,29910545.8331,250092052005,332053.373762,854.0
340,lynn,90329,29910545.8331,250092064002,387184.228022,1847.0
340,lynn,90329,29910545.8331,250092051002,205081.509419,1077.0
340,lynn,90329,29910545.8331,250092052002,324010.076304,714.0
340,lynn,90329,29910545.8331,250092051003,198572.176552,919.0
340,lynn,90329,29910545.8331,250092053004,634099.236211,1069.0
340,lynn,90329,29910545.8331,250092052001,337072.79017,806.0
340,lynn,90329,29910545.8331,250092051005,181274.233167,637.0
340,lynn,90329,29910545.8331,250092051001,485442.459771,1192.0
340,lynn,90329,29910545.8331,250092053002,285695.069274,909.0
340,lynn,90329,29910545.8331,250092051004,850583.095884,1527.0
340,lynn,90329,29910545.8331,250092054001,7663756.311,1948.0
340,lynn,90329,29910545.8331,250092053003,423947.062086,926.0
340,lynn,90329,29910545.8331,250092053001,1133719.76414,1586.0
340,lynn,90329,29910545.8331,250092054003,806976.494497,1516.0
340,lynn,90329,29910545.8331,250092054002,1041505.09575,1584.0
340,lynn,90329,29910545.8331,250092072001,2165743.9647,1212.0
340,lynn,90329,29910545.8331,250092071003,83836.5462145,1075.0
340,lynn,90329,29910545.8331,250092071002,112717.337392,992.0
340,lynn,90329,29910545.8331,250092072002,210239.818896,1727.0
340,lynn,90329,29910545.8331,250092057005,293338.936667,1038.0
340,lynn,90329,29910545.8331,250092058002,111121.015553,1089.0
340,lynn,90329,29910545.8331,250092069003,276219.140172,1414.0
340,lynn,90329,29910545.8331,250092070001,578947.984294,963.0
340,lynn,90329,29910545.8331,250092069002,167177.332366,1910.0
340,lynn,90329,29910545.8331,250092071001,166048.7007,1446.0
340,lynn,90329,29910545.8331,250092067002,114875.66534,746.0
340,lynn,90329,29910545.8331,250092070002,168453.790652,1235.0
340,lynn,90329,29910545.8331,250092057004,199358.357064,835.0
340,lynn,90329,29910545.8331,250092057003,197447.778969,1072.0
340,lynn,90329,29910545.8331,250092069001,89754.8454273,641.0
340,lynn,90329,29910545.8331,250092058001,268681.507422,1044.0
340,lynn,90329,29910545.8331,250092067004,189993.938628,1182.0
340,lynn,90329,29910545.8331,250092067003,93845.7969235,682.0
340,lynn,90329,29910545.8331,250092066003,159806.560566,1034.0
340,lynn,90329,29910545.8331,250092060002,169962.508918,1916.0
340,lynn,90329,29910545.8331,250092056002,259062.882622,723.0
340,lynn,90329,29910545.8331,250092068002,247066.316475,1792.0
340,lynn,90329,29910545.8331,250092061001,190440.012166,1793.0
340,lynn,90329,29910545.8331,250092061002,127206.611675,2051.0
340,lynn,90329,29910545.8331,250092067001,128112.130433,1470.0
340,lynn,90329,29910545.8331,250092060001,131877.187071,1443.0
340,lynn,90329,29910545.8331,250092057002,229448.113679,937.0
340,lynn,90329,29910545.8331,250092059003,211265.092634,1345.0
340,lynn,90329,29910545.8331,250092066002,130680.230256,740.0
340,lynn,90329,29910545.8331,250092056001,325185.306244,1258.0
340,lynn,90329,29910545.8331,250092066004,196789.275129,1585.0
340,lynn,90329,29910545.8331,250092059002,163492.403164,1262.0
340,lynn,90329,29910545.8331,250092068001,227770.379115,1754.0
340,lynn,90329,29910545.8331,250092062003,214789.870852,1859.0
340,lynn,90329,29910545.8331,250092065003,116995.874037,1148.0
340,lynn,90329,29910545.8331,250092062002,164463.121868,2267.0
340,lynn,90329,29910545.8331,250092059001,233599.375262,1743.0
340,lynn,90329,29910545.8331,250092066001,156966.985477,884.0
340,lynn,90329,29910545.8331,250092056003,574879.242419,1320.0
340,lynn,90329,29910545.8331,250092063003,110507.351894,1030.0
340,lynn,90329,29910545.8331,250092055002,430163.514898,2552.0
340,lynn,90329,29910545.8331,250092065002,126555.933106,1267.0
340,lynn,90329,29910545.8331,250092062001,109970.82942,1128.0
340,lynn,90329,29910545.8331,250092065001,177043.986493,943.0
340,lynn,90329,29910545.8331,250092063002,133825.071464,991.0
340,lynn,90329,29910545.8331,250092057001,471456.011199,768.0
340,lynn,90329,29910545.8331,250092064001,121897.66706,1018.0
340,lynn,90329,29910545.8331,250092063004,135559.579817,1040.0
340,lynn,90329,29910545.8331,250092056004,227523.503168,580.0
340,lynn,90329,29910545.8331,250092052004,252029.477937,1435.0
340,lynn,90329,29910545.8331,250092064003,145434.156547,1042.0
340,lynn,90329,29910545.8331,250092055001,1071461.1259,2054.0
340,lynn,90329,29910545.8331,250092063001,221031.562571,712.0
341,norwood,28602,27318843.0388,250214135001,2763657.58908,1552.0
341,norwood,28602,27318843.0388,250214135002,1830947.01381,1241.0
341,norwood,28602,27318843.0388,250214131003,1374708.44112,1222.0
341,norwood,28602,27318843.0388,250214135003,1206659.07998,1511.0
341,norwood,28602,27318843.0388,250214134022,461655.762503,2004.0
341,norwood,28602,27318843.0388,250214134023,615311.384425,952.0
341,norwood,28602,27318843.0388,250214134021,1241571.36986,1288.0
341,norwood,28602,27318843.0388,250214131002,576287.358043,846.0
341,norwood,28602,27318843.0388,250214131005,612612.868636,1225.0
341,norwood,28602,27318843.0388,250214134013,408890.633566,912.0
341,norwood,28602,27318843.0388,250214133003,923992.288882,1195.0
341,norwood,28602,27318843.0388,250214134012,449902.405608,1355.0
341,norwood,28602,27318843.0388,250214131004,762114.36728,1159.0
341,norwood,28602,27318843.0388,250214134011,627595.95785,900.0
341,norwood,28602,27318843.0388,250214131001,7067689.77923,1402.0
341,norwood,28602,27318843.0388,250214133002,1263853.79449,1215.0
341,norwood,28602,27318843.0388,250214132003,452624.514436,1282.0
341,norwood,28602,27318843.0388,250214132004,1208359.23069,2072.0
341,norwood,28602,27318843.0388,250214133001,1032732.40534,2544.0
341,norwood,28602,27318843.0388,250214132002,1678759.49011,1542.0
341,norwood,28602,27318843.0388,250214132001,712157.346783,1183.0
342,everett,41667,8897381.37035,250173421023,120587.025729,966.0
342,everett,41667,8897381.37035,250173422021,277857.880718,2517.0
342,everett,41667,8897381.37035,250173421021,829399.788098,910.0
342,everett,41667,8897381.37035,250173422022,205054.616606,1316.0
342,everett,41667,8897381.37035,250173424004,2769121.61156,1348.0
342,everett,41667,8897381.37035,250173426002,130843.68161,904.0
342,everett,41667,8897381.37035,250173425003,321221.861223,2200.0
342,everett,41667,8897381.37035,250173424002,150618.071267,1132.0
342,everett,41667,8897381.37035,250173426003,217881.630318,2336.0
342,everett,41667,8897381.37035,250173426001,105537.680405,1125.0
342,everett,41667,8897381.37035,250173424001,210567.446356,1878.0
342,everett,41667,8897381.37035,250173424003,680593.59151,905.0
342,everett,41667,8897381.37035,250173425002,228318.089274,2169.0
342,everett,41667,8897381.37035,250173424005,134888.419028,792.0
342,everett,41667,8897381.37035,250173421014,141821.627778,943.0
342,everett,41667,8897381.37035,250173421012,169058.452657,1067.0
342,everett,41667,8897381.37035,250173423003,223092.014774,2137.0
342,everett,41667,8897381.37035,250173423002,157593.752252,1555.0
342,everett,41667,8897381.37035,250173425001,245054.562937,2428.0
342,everett,41667,8897381.37035,250173421011,192024.716233,1483.0
342,everett,41667,8897381.37035,250173423004,256312.282202,1807.0
342,everett,41667,8897381.37035,250173421013,116905.97961,964.0
342,everett,41667,8897381.37035,250173423001,157464.365533,1327.0
342,everett,41667,8897381.37035,250173422012,224402.196838,2438.0
342,everett,41667,8897381.37035,250173421022,109115.719144,938.0
342,everett,41667,8897381.37035,250173421024,212927.442517,1252.0
342,everett,41667,8897381.37035,250173422011,295111.018128,2830.0
343,wales,1838,41395102.2166,250138138011,41335859.3807,1838.0
344,hopedale,5911,13852114.578,250277451002,1975326.59732,1359.0
344,hopedale,5911,13852114.578,250277451001,5245349.83015,2555.0
344,hopedale,5911,13852114.578,250277451003,6615169.72375,1997.0
345,topsfield,6085,33152919.4485,250092141004,9086109.97993,866.0
345,topsfield,6085,33152919.4485,250092141002,4450219.30702,1455.0
345,topsfield,6085,33152919.4485,250092141001,12171477.0774,1572.0
345,topsfield,6085,33152919.4485,250092141003,7496989.92472,2196.0
346,somerville,75754,10698648.839,250173507001,213174.625036,907.0
346,somerville,75754,10698648.839,250173514034,91116.7942091,1042.0
346,somerville,75754,10698648.839,250173511001,163575.250201,1601.0
346,somerville,75754,10698648.839,250173502002,58109.3990038,603.0
346,somerville,75754,10698648.839,250173511005,152440.938527,1146.0
346,somerville,75754,10698648.839,250173510004,188916.500371,1813.0
346,somerville,75754,10698648.839,250173510006,100689.537106,1018.0
346,somerville,75754,10698648.839,250173502003,107884.343765,1385.0
346,somerville,75754,10698648.839,250173501043,301032.242894,1188.0
346,somerville,75754,10698648.839,250173502005,86729.9411877,749.0
346,somerville,75754,10698648.839,250173511002,125150.671571,912.0
346,somerville,75754,10698648.839,250173502004,173200.088771,1410.0
346,somerville,75754,10698648.839,250173510001,128731.925952,1236.0
346,somerville,75754,10698648.839,250173509002,125937.434214,1209.0
346,somerville,75754,10698648.839,250173510005,94227.0721469,1056.0
346,somerville,75754,10698648.839,250173502006,123442.63589,1044.0
346,somerville,75754,10698648.839,250173501041,206144.258578,2119.0
346,somerville,75754,10698648.839,250173502001,133899.920006,1376.0
346,somerville,75754,10698648.839,250173503001,117339.921468,965.0
346,somerville,75754,10698648.839,250173503002,129884.50977,627.0
346,somerville,75754,10698648.839,250173509001,97582.6966905,803.0
346,somerville,75754,10698648.839,250173501044,134151.337244,1384.0
346,somerville,75754,10698648.839,250173509003,199628.300956,1302.0
346,somerville,75754,10698648.839,250173504003,103667.620198,1017.0
346,somerville,75754,10698648.839,250173503003,150315.709263,849.0
346,somerville,75754,10698648.839,250173504004,176042.152842,1464.0
346,somerville,75754,10698648.839,250173501032,219140.691912,1210.0
346,somerville,75754,10698648.839,250173501042,274018.141695,2584.0
346,somerville,75754,10698648.839,250173504002,122912.627075,1232.0
346,somerville,75754,10698648.839,250173508002,101558.528622,857.0
346,somerville,75754,10698648.839,250173505001,101374.984651,818.0
346,somerville,75754,10698648.839,250173504005,106704.593513,849.0
346,somerville,75754,10698648.839,250173505002,124006.668167,811.0
346,somerville,75754,10698648.839,250173508001,110278.773009,971.0
346,somerville,75754,10698648.839,250173506004,116433.10471,1164.0
346,somerville,75754,10698648.839,250173504001,91990.082339,1006.0
346,somerville,75754,10698648.839,250173507005,116658.821829,861.0
346,somerville,75754,10698648.839,250173506001,200153.024162,1656.0
346,somerville,75754,10698648.839,250173506002,102792.480448,939.0
346,somerville,75754,10698648.839,250173507004,64086.7227506,1375.0
346,somerville,75754,10698648.839,250173507006,101905.770074,924.0
346,somerville,75754,10698648.839,250173506003,95994.2089145,813.0
346,somerville,75754,10698648.839,250173507003,113509.622566,1007.0
346,somerville,75754,10698648.839,250173507002,193741.3173,974.0
346,somerville,75754,10698648.839,250173514035,36867.9023492,619.0
346,somerville,75754,10698648.839,250173514033,45748.8634925,587.0
346,somerville,75754,10698648.839,250173514031,81883.1829198,763.0
346,somerville,75754,10698648.839,250173501031,673325.499093,0.0
346,somerville,75754,10698648.839,250173512033,102852.843601,1047.0
346,somerville,75754,10698648.839,250173512034,86216.741588,1119.0
346,somerville,75754,10698648.839,250173515002,371969.447867,1842.0
346,somerville,75754,10698648.839,250173512032,141147.709632,1101.0
346,somerville,75754,10698648.839,250173512031,77442.2125086,974.0
346,somerville,75754,10698648.839,250173512043,136140.452078,1181.0
346,somerville,75754,10698648.839,250173513003,117807.665699,894.0
346,somerville,75754,10698648.839,250173512042,220882.109783,1715.0
346,somerville,75754,10698648.839,250173514044,94656.2222901,781.0
346,somerville,75754,10698648.839,250173512041,222270.620667,1233.0
346,somerville,75754,10698648.839,250173514041,108105.771575,1147.0
346,somerville,75754,10698648.839,250173513002,150691.358934,1441.0
346,somerville,75754,10698648.839,250173514043,105645.785543,1026.0
346,somerville,75754,10698648.839,250173510003,85166.8049724,691.0
346,somerville,75754,10698648.839,250173511003,148638.478502,1241.0
346,somerville,75754,10698648.839,250173513001,247280.88614,1898.0
346,somerville,75754,10698648.839,250173511004,92816.7194138,722.0
346,somerville,75754,10698648.839,250173514042,110080.068082,1335.0
346,somerville,75754,10698648.839,250173510002,70475.1609157,636.0
346,somerville,75754,10698648.839,250173514032,112618.396888,1017.0
346,somerville,75754,10698648.839,250173515001,1015448.4876,468.0
347,pembroke,17837,61005468.9817,250235082002,9961288.87354,2705.0
347,pembroke,17837,61005468.9817,250235081021,3141929.0404,1921.0
347,pembroke,17837,61005468.9817,250235081015,3374060.86561,1071.0
347,pembroke,17837,61005468.9817,250235081011,5787971.52662,1729.0
347,pembroke,17837,61005468.9817,250235081012,7512983.25045,954.0
347,pembroke,17837,61005468.9817,250235081014,6596894.10186,2124.0
347,pembroke,17837,61005468.9817,250235081013,3544568.69553,830.0
347,pembroke,17837,61005468.9817,250235081023,3089890.26556,1119.0
347,pembroke,17837,61005468.9817,250235082003,7148666.30283,1945.0
347,pembroke,17837,61005468.9817,250235082001,6651936.62244,1381.0
347,pembroke,17837,61005468.9817,250235081022,4000722.07046,2058.0
348,duxbury,15059,62329111.1117,250235071013,13916936.4317,1647.0
348,duxbury,15059,62329111.1117,250235071041,10368200.8808,2284.0
348,duxbury,15059,62329111.1117,250235071034,3206907.6725,998.0
348,duxbury,15059,62329111.1117,250235071032,1798347.60746,1121.0
348,duxbury,15059,62329111.1117,250235071031,2729795.74956,1241.0
348,duxbury,15059,62329111.1117,250235071012,4117199.14182,1392.0
348,duxbury,15059,62329111.1117,250235071042,10566935.8378,2111.0
348,duxbury,15059,62329111.1117,250235071011,6874866.06291,2284.0
348,duxbury,15059,62329111.1117,250235071033,2715095.48815,991.0
349,boxford,7965,63216183.9822,250092131004,9576083.36913,823.0
349,boxford,7965,63216183.9822,250092131002,7582605.09287,1357.0
349,boxford,7965,63216183.9822,250092131001,10915448.4638,1841.0
349,boxford,7965,63216183.9822,250092131005,17761678.5451,2219.0
349,boxford,7965,63216183.9822,250092131003,17363148.599,1721.0
350,boston,617594,129519997.542,250250408012,480095.437517,828.0
350,boston,617594,129519997.542,250250406001,1261684.93179,863.0
350,boston,617594,129519997.542,250250509013,325484.399557,918.0
350,boston,617594,129519997.542,250250510003,132588.250105,1088.0
350,boston,617594,129519997.542,250259813002,6334200.95243,389.0
350,boston,617594,129519997.542,250250510001,334837.462583,2039.0
350,boston,617594,129519997.542,250250511013,426931.485837,1537.0
350,boston,617594,129519997.542,250250511011,220642.912929,1602.0
350,boston,617594,129519997.542,250259816001,605007.782048,0.0
350,boston,617594,129519997.542,250250510002,576913.410179,962.0
350,boston,617594,129519997.542,250250511014,227423.895435,1005.0
350,boston,617594,129519997.542,250250511012,284602.540457,1949.0
350,boston,617594,129519997.542,250250108011,28347.3285668,664.0
350,boston,617594,129519997.542,250250701018,303453.468954,449.0
350,boston,617594,129519997.542,250250701013,95863.2247986,494.0
350,boston,617594,129519997.542,250250201011,45226.7464487,767.0
350,boston,617594,129519997.542,250250201012,60751.3195911,896.0
350,boston,617594,129519997.542,250250303004,31560.3032564,548.0
350,boston,617594,129519997.542,250250201013,71197.0338101,1268.0
350,boston,617594,129519997.542,250250201014,45950.3350321,1262.0
350,boston,617594,129519997.542,250250203021,76775.4297237,1181.0
350,boston,617594,129519997.542,250250202002,30820.2434108,1259.0
350,boston,617594,129519997.542,250250303002,158378.390728,1262.0
350,boston,617594,129519997.542,250250303001,202921.315532,1757.0
350,boston,617594,129519997.542,250250202001,29808.8457041,1266.0
350,boston,617594,129519997.542,250250202003,56254.3985227,1124.0
350,boston,617594,129519997.542,250250303003,298473.782807,1305.0
350,boston,617594,129519997.542,250250203011,199090.180847,350.0
350,boston,617594,129519997.542,250250203031,22109.7908984,878.0
350,boston,617594,129519997.542,250250304002,44573.7485258,932.0
350,boston,617594,129519997.542,250250203012,57482.6710234,1673.0
350,boston,617594,129519997.542,250250302001,66707.7873445,1665.0
350,boston,617594,129519997.542,250250512001,233912.689819,32.0
350,boston,617594,129519997.542,250250304001,64051.3569716,1519.0
350,boston,617594,129519997.542,250250305002,30476.098777,1025.0
350,boston,617594,129519997.542,250250203033,51152.1303243,1179.0
350,boston,617594,129519997.542,250250512003,73734.3123732,799.0
350,boston,617594,129519997.542,250250203032,375544.443799,1343.0
350,boston,617594,129519997.542,250250512002,104422.402034,1548.0
350,boston,617594,129519997.542,250250301002,33515.4753281,901.0
350,boston,617594,129519997.542,250250305003,20339.3017706,809.0
350,boston,617594,129519997.542,250250301001,42825.6168863,1053.0
350,boston,617594,129519997.542,250250305001,139904.328645,704.0
350,boston,617594,129519997.542,250250504002,93316.1991819,1735.0
350,boston,617594,129519997.542,250250503002,125073.333762,1524.0
350,boston,617594,129519997.542,250250504001,38654.3609702,637.0
350,boston,617594,129519997.542,250250505001,114766.370315,1857.0
350,boston,617594,129519997.542,250250506002,82927.0432948,815.0
350,boston,617594,129519997.542,250250401001,138426.399507,958.0
350,boston,617594,129519997.542,250250404012,311015.889581,750.0
350,boston,617594,129519997.542,250250506001,86290.4903922,1248.0
350,boston,617594,129519997.542,250250401002,120897.18904,1210.0
350,boston,617594,129519997.542,250250503001,230234.383481,727.0
350,boston,617594,129519997.542,250250507001,89462.1992822,1684.0
350,boston,617594,129519997.542,250250408013,412826.124733,2011.0
350,boston,617594,129519997.542,250250507003,119898.880338,1476.0
350,boston,617594,129519997.542,250250402002,88354.4833245,831.0
350,boston,617594,129519997.542,250250502002,73442.7254388,1151.0
350,boston,617594,129519997.542,250250507002,62347.6819404,1344.0
350,boston,617594,129519997.542,250250403002,82536.4126603,1247.0
350,boston,617594,129519997.542,250250404011,121178.805082,1689.0
350,boston,617594,129519997.542,250250402001,55208.6900194,775.0
350,boston,617594,129519997.542,250250502004,43289.8561124,1055.0
350,boston,617594,129519997.542,250250502001,96792.3891082,2189.0
350,boston,617594,129519997.542,250250408011,59454.2231729,1061.0
350,boston,617594,129519997.542,250250502003,29729.7161538,836.0
350,boston,617594,129519997.542,250250403003,49453.0627623,657.0
350,boston,617594,129519997.542,250250403005,57665.658094,622.0
350,boston,617594,129519997.542,250250403001,49548.6276095,739.0
350,boston,617594,129519997.542,250250501013,75208.1468631,1930.0
350,boston,617594,129519997.542,250250509012,87275.4459978,1964.0
350,boston,617594,129519997.542,250250509011,202138.088264,1283.0
350,boston,617594,129519997.542,250250403004,40877.4212655,617.0
350,boston,617594,129519997.542,250250501012,114179.587408,1472.0
350,boston,617594,129519997.542,250250406002,171696.801092,1581.0
350,boston,617594,129519997.542,250250501011,110366.456249,1713.0
350,boston,617594,129519997.542,250250006012,174849.652788,1077.0
350,boston,617594,129519997.542,250250002022,131276.350742,825.0
350,boston,617594,129519997.542,250250006022,122158.0628,1111.0
350,boston,617594,129519997.542,250250002014,85395.2328789,735.0
350,boston,617594,129519997.542,250250003014,126774.18975,712.0
350,boston,617594,129519997.542,250250002013,175289.467199,1394.0
350,boston,617594,129519997.542,250250003013,80351.1128779,600.0
350,boston,617594,129519997.542,250250002021,282669.802102,1487.0
350,boston,617594,129519997.542,250250006013,87177.8241104,664.0
350,boston,617594,129519997.542,250250006011,144587.350039,762.0
350,boston,617594,129519997.542,250250002023,123031.4093,748.0
350,boston,617594,129519997.542,250250002012,97524.7165368,790.0
350,boston,617594,129519997.542,250250003012,143210.10864,790.0
350,boston,617594,129519997.542,250250006014,88397.1751397,1068.0
350,boston,617594,129519997.542,250250002024,64620.9424413,825.0
350,boston,617594,129519997.542,250250003011,221932.498883,638.0
350,boston,617594,129519997.542,250250002011,241128.790395,935.0
350,boston,617594,129519997.542,250250001004,171132.979408,1003.0
350,boston,617594,129519997.542,250250001001,1373785.85857,1422.0
350,boston,617594,129519997.542,250250104041,63485.8136394,2353.0
350,boston,617594,129519997.542,250250104052,84194.9235902,2305.0
350,boston,617594,129519997.542,250250104081,43377.9966707,1426.0
350,boston,617594,129519997.542,250250105002,37711.0370631,1099.0
350,boston,617594,129519997.542,250250102032,115055.927667,2369.0
350,boston,617594,129519997.542,250250104031,36930.6840843,1236.0
350,boston,617594,129519997.542,250250104033,26268.4656038,747.0
350,boston,617594,129519997.542,250250105001,126421.158438,953.0
350,boston,617594,129519997.542,250250007013,27856.3749652,599.0
350,boston,617594,129519997.542,250250102043,145987.958187,878.0
350,boston,617594,129519997.542,250250102034,113183.887584,493.0
350,boston,617594,129519997.542,250250102042,68865.5091532,1197.0
350,boston,617594,129519997.542,250250104032,25351.5013921,1020.0
350,boston,617594,129519997.542,250250102031,70322.9832159,1144.0
350,boston,617594,129519997.542,250250007011,32800.6944217,845.0
350,boston,617594,129519997.542,250250102041,39840.9738414,1098.0
350,boston,617594,129519997.542,250250007042,42456.7830115,770.0
350,boston,617594,129519997.542,250250101043,107213.751674,1194.0
350,boston,617594,129519997.542,250250007012,32646.2965949,581.0
350,boston,617594,129519997.542,250250007043,39097.4656345,1135.0
350,boston,617594,129519997.542,250250101031,101206.626548,2111.0
350,boston,617594,129519997.542,250250107013,80804.2147947,778.0
350,boston,617594,129519997.542,250250101041,95292.2589496,1311.0
350,boston,617594,129519997.542,250250007044,48430.1769398,1133.0
350,boston,617594,129519997.542,250250101032,39550.1854088,1144.0
350,boston,617594,129519997.542,250250107011,73964.9451905,1032.0
350,boston,617594,129519997.542,250250101042,84209.936913,2299.0
350,boston,617594,129519997.542,250250101033,132258.664922,1314.0
350,boston,617594,129519997.542,250250007031,72977.4367545,1308.0
350,boston,617594,129519997.542,250250108022,59435.3062313,1421.0
350,boston,617594,129519997.542,250250007041,109783.858661,1763.0
350,boston,617594,129519997.542,250250006021,165110.998926,1457.0
350,boston,617594,129519997.542,250250108021,59719.4752226,1052.0
350,boston,617594,129519997.542,250250007032,105031.518528,1483.0
350,boston,617594,129519997.542,250250008032,177890.436181,3481.0
350,boston,617594,129519997.542,250250008025,132085.078195,1821.0
350,boston,617594,129519997.542,250250008021,128802.578331,1305.0
350,boston,617594,129519997.542,250250008022,241574.544354,2290.0
350,boston,617594,129519997.542,250250008023,155227.510003,817.0
350,boston,617594,129519997.542,250250001003,109501.753182,785.0
350,boston,617594,129519997.542,250250008024,319724.170759,1903.0
350,boston,617594,129519997.542,250250008031,980225.353925,3103.0
350,boston,617594,129519997.542,250259815011,915588.292904,12.0
350,boston,617594,129519997.542,250250001002,140406.742153,1044.0
350,boston,617594,129519997.542,250250604002,62542.0391562,988.0
350,boston,617594,129519997.542,250250601014,72384.615353,721.0
350,boston,617594,129519997.542,250250610001,66209.0913665,1033.0
350,boston,617594,129519997.542,250250612002,461827.852163,627.0
350,boston,617594,129519997.542,250250603011,91905.5873185,1285.0
350,boston,617594,129519997.542,250250601012,46924.3131345,633.0
350,boston,617594,129519997.542,250250604005,87054.7123424,960.0
350,boston,617594,129519997.542,250250604001,82498.5358479,1021.0
350,boston,617594,129519997.542,250250711013,56350.057708,831.0
350,boston,617594,129519997.542,250250602001,68644.7861787,821.0
350,boston,617594,129519997.542,250250608002,63283.5669168,757.0
350,boston,617594,129519997.542,250250603013,127118.928937,1092.0
350,boston,617594,129519997.542,250250601013,80156.2718466,981.0
350,boston,617594,129519997.542,250250608004,147765.186042,1666.0
350,boston,617594,129519997.542,250250608001,64915.2172981,655.0
350,boston,617594,129519997.542,250250711012,167064.722012,1424.0
350,boston,617594,129519997.542,250250805002,139942.78516,2020.0
350,boston,617594,129519997.542,250250605012,63777.7788286,868.0
350,boston,617594,129519997.542,250250605011,78176.986347,699.0
350,boston,617594,129519997.542,250250605013,85081.4213119,717.0
350,boston,617594,129519997.542,250250601011,96137.2640406,881.0
350,boston,617594,129519997.542,250250605015,74534.2017011,656.0
350,boston,617594,129519997.542,250250605014,110145.756379,631.0
350,boston,617594,129519997.542,250250608003,65241.423621,886.0
350,boston,617594,129519997.542,250250711011,139332.131861,1498.0
350,boston,617594,129519997.542,250250607002,39213.9830794,1152.0
350,boston,617594,129519997.542,250250709002,53662.8269787,1163.0
350,boston,617594,129519997.542,250250709001,113794.74027,2166.0
350,boston,617594,129519997.542,250250607001,89003.8389246,741.0
350,boston,617594,129519997.542,250250712012,118277.11245,1232.0
350,boston,617594,129519997.542,250250708002,60247.3266961,1040.0
350,boston,617594,129519997.542,250250705004,82080.4147404,1368.0
350,boston,617594,129519997.542,250250712011,283925.946019,1899.0
350,boston,617594,129519997.542,250250708001,66870.5846723,1594.0
350,boston,617594,129519997.542,250250705002,43020.6792029,999.0
350,boston,617594,129519997.542,250250705003,75908.7141896,1393.0
350,boston,617594,129519997.542,250250612001,1283210.9579,1702.0
350,boston,617594,129519997.542,250250708003,67260.1089279,1072.0
350,boston,617594,129519997.542,250250706002,67265.9665496,1113.0
350,boston,617594,129519997.542,250250105003,34463.5177836,992.0
350,boston,617594,129519997.542,250250705001,96249.6480869,1700.0
350,boston,617594,129519997.542,250250706001,65259.4260708,1127.0
350,boston,617594,129519997.542,250250707002,74796.1490513,1200.0
350,boston,617594,129519997.542,250250704021,267646.867393,1723.0
350,boston,617594,129519997.542,250250703004,75785.3995545,1119.0
350,boston,617594,129519997.542,250250106002,88640.0182811,1299.0
350,boston,617594,129519997.542,250250703003,67076.0235777,992.0
350,boston,617594,129519997.542,250250707001,89323.5598659,1161.0
350,boston,617594,129519997.542,250250606001,1260883.01285,2357.0
350,boston,617594,129519997.542,250250702002,30939.1653961,1133.0
350,boston,617594,129519997.542,250250106001,250844.258189,1559.0
350,boston,617594,129519997.542,250250703002,59755.4308823,733.0
350,boston,617594,129519997.542,250250702001,94026.1718832,1460.0
350,boston,617594,129519997.542,250250701011,438669.184473,850.0
350,boston,617594,129519997.542,250250702003,143799.641083,2625.0
350,boston,617594,129519997.542,250250703001,133424.35865,1065.0
350,boston,617594,129519997.542,250250107012,47533.7919587,668.0
350,boston,617594,129519997.542,250250107021,154598.519748,663.0
350,boston,617594,129519997.542,250250701016,13517.5247087,366.0
350,boston,617594,129519997.542,250250701017,40122.9155712,1102.0
350,boston,617594,129519997.542,250250107022,53202.9894228,775.0
350,boston,617594,129519997.542,250250108023,36303.2632563,586.0
350,boston,617594,129519997.542,250250701015,16572.9499627,451.0
350,boston,617594,129519997.542,250250107023,92163.1593591,962.0
350,boston,617594,129519997.542,250250108013,54569.6510077,1155.0
350,boston,617594,129519997.542,250250701014,26531.0645922,1887.0
350,boston,617594,129519997.542,250250108012,44980.0952941,964.0
350,boston,617594,129519997.542,250250701012,84338.6981181,303.0
350,boston,617594,129519997.542,250259817001,329729.946872,0.0
350,boston,617594,129519997.542,250251201053,528059.28922,635.0
350,boston,617594,129519997.542,250250819002,79136.6783197,617.0
350,boston,617594,129519997.542,250251203011,141678.040561,1166.0
350,boston,617594,129519997.542,250251206003,87273.2004463,746.0
350,boston,617594,129519997.542,250250819001,150385.775193,906.0
350,boston,617594,129519997.542,250250815002,180320.037007,1346.0
350,boston,617594,129519997.542,250251204005,250259.092448,1462.0
350,boston,617594,129519997.542,250251206002,78221.6677527,724.0
350,boston,617594,129519997.542,250251205001,96799.3635864,824.0
350,boston,617594,129519997.542,250250813003,184981.721913,1350.0
350,boston,617594,129519997.542,250250817002,124290.964987,893.0
350,boston,617594,129519997.542,250251206001,92700.1661352,865.0
