,TOWN,POP2010,SHAPE_Area,GEOID10,SHAPE_AREA,POP100_RE
86,fall river,88857,99828191.0063,250056402001,182946.069301,1067.0
86,fall river,88857,99828191.0063,250056406004,147045.853401,1010.0
86,fall river,88857,99828191.0063,250056404001,131090.458686,651.0
86,fall river,88857,99828191.0063,250056406001,164727.192177,941.0
86,fall river,88857,99828191.0063,250056406003,180821.650194,1478.0
86,fall river,88857,99828191.0063,250056405003,158595.990923,856.0
86,fall river,88857,99828191.0063,250056405001,97124.0905919,812.0
86,fall river,88857,99828191.0063,250056405002,121600.996837,750.0
86,fall river,88857,99828191.0063,250056405004,745787.096652,1094.0
86,fall river,88857,99828191.0063,250056405005,249593.889875,1653.0
86,fall river,88857,99828191.0063,250056408001,362686.55504,1230.0
86,fall river,88857,99828191.0063,250056409013,119558.355299,1240.0
86,fall river,88857,99828191.0063,250056409012,164312.719762,1471.0
86,fall river,88857,99828191.0063,250056409014,194304.35426,1249.0
86,fall river,88857,99828191.0063,250056409011,211557.220981,500.0
86,fall river,88857,99828191.0063,250056412002,1008192.25508,1182.0
86,fall river,88857,99828191.0063,250056409015,55902.9695036,611.0
86,fall river,88857,99828191.0063,250056411012,80635.0470547,617.0
86,fall river,88857,99828191.0063,250056410002,89240.1204852,827.0
86,fall river,88857,99828191.0063,250056410003,160595.938871,812.0
86,fall river,88857,99828191.0063,250056411011,378412.410039,1095.0
86,fall river,88857,99828191.0063,250056412001,161584.107866,1621.0
86,fall river,88857,99828191.0063,250056410001,416493.044202,780.0
86,fall river,88857,99828191.0063,250056419002,216455.469076,1297.0
86,fall river,88857,99828191.0063,250056418003,107846.883437,513.0
86,fall river,88857,99828191.0063,250056420003,455101.611667,1761.0
86,fall river,88857,99828191.0063,250056418002,200177.76905,495.0
86,fall river,88857,99828191.0063,250056419001,137726.008566,978.0
86,fall river,88857,99828191.0063,250056418001,216897.937665,1051.0
86,fall river,88857,99828191.0063,250056420002,336626.860818,882.0
86,fall river,88857,99828191.0063,250056422004,294352.455048,766.0
86,fall river,88857,99828191.0063,250056420001,318164.428702,631.0
86,fall river,88857,99828191.0063,250056421002,249935.958388,1172.0
87,warwick,780,97501693.4822,250110404001,106135020.45,971.0
88,milton,27003,34464524.1851,250214164001,706635.769964,789.0
88,milton,27003,34464524.1851,250214161021,11872426.503,2879.0
88,milton,27003,34464524.1851,250214161022,1620311.19208,931.0
88,milton,27003,34464524.1851,250214162005,662728.597371,832.0
88,milton,27003,34464524.1851,250214162004,588645.694477,686.0
88,milton,27003,34464524.1851,250214162006,808095.083368,866.0
88,milton,27003,34464524.1851,250214162002,166409.106749,827.0
88,milton,27003,34464524.1851,250214162007,578429.416693,1339.0
88,milton,27003,34464524.1851,250214162001,249448.715231,1081.0
88,milton,27003,34464524.1851,250214163002,232409.911631,803.0
88,milton,27003,34464524.1851,250214163003,278036.066132,862.0
88,milton,27003,34464524.1851,250214163005,407922.417883,780.0
88,milton,27003,34464524.1851,250214161011,1837465.07326,771.0
88,milton,27003,34464524.1851,250214161014,3757015.91644,1166.0
88,milton,27003,34464524.1851,250214161012,2230133.53918,1969.0
88,milton,27003,34464524.1851,250214164004,603253.999511,797.0
88,milton,27003,34464524.1851,250214161013,1879512.70895,1818.0
88,milton,27003,34464524.1851,250214162003,464017.572363,1020.0
88,milton,27003,34464524.1851,250214164005,555075.126129,1028.0
88,milton,27003,34464524.1851,250214164006,511504.363806,978.0
88,milton,27003,34464524.1851,250214164002,232959.410914,664.0
88,milton,27003,34464524.1851,250214164003,309901.966821,811.0
88,milton,27003,34464524.1851,250214163001,1406173.27848,1461.0
88,milton,27003,34464524.1851,250214163004,435949.122238,843.0
88,milton,27003,34464524.1851,250214164007,1733853.99635,1002.0
89,adams,8485,59466489.5886,250039223002,9920312.47924,1153.0
89,adams,8485,59466489.5886,250039223001,14219398.1823,963.0
89,adams,8485,59466489.5886,250039221002,600594.258446,720.0
89,adams,8485,59466489.5886,250039221004,446397.26181,581.0
89,adams,8485,59466489.5886,250039221003,342778.26995,680.0
89,adams,8485,59466489.5886,250039221001,634592.531731,699.0
89,adams,8485,59466489.5886,250039222003,1377191.44739,1305.0
89,adams,8485,59466489.5886,250039222002,17722021.4385,815.0
89,adams,8485,59466489.5886,250039222004,770738.203783,1015.0
89,adams,8485,59466489.5886,250039222001,13443555.0262,554.0
90,millis,7891,31760624.0783,250214071002,3431119.99712,1674.0
90,millis,7891,31760624.0783,250214071003,6766827.66364,1894.0
90,millis,7891,31760624.0783,250214071004,1717897.28248,1207.0
90,millis,7891,31760624.0783,250214071001,13297305.0595,1224.0
90,millis,7891,31760624.0783,250214071005,6523079.64299,1892.0
91,brimfield,3609,91471330.3626,250138138021,62844914.8608,2027.0
91,brimfield,3609,91471330.3626,250138138022,28551841.857,1582.0
92,west stockbridge,1306,48378403.6252,250039342001,8340940.09318,548.0
92,west stockbridge,1306,48378403.6252,250039342002,40051741.7265,758.0
93,danvers,26493,35705009.1823,250092111004,1133568.63241,783.0
93,danvers,26493,35705009.1823,250092112002,1585603.52283,1479.0
93,danvers,26493,35705009.1823,250092111002,1211262.00386,1202.0
93,danvers,26493,35705009.1823,250092114022,2988565.15401,1749.0
93,danvers,26493,35705009.1823,250092112003,992571.626229,1626.0
93,danvers,26493,35705009.1823,250092112001,594854.270808,1031.0
93,danvers,26493,35705009.1823,250092111001,977267.056119,897.0
93,danvers,26493,35705009.1823,250092114023,2348480.60755,2032.0
93,danvers,26493,35705009.1823,250092112004,756775.153002,1964.0
93,danvers,26493,35705009.1823,250092114024,1541339.91447,1042.0
93,danvers,26493,35705009.1823,250092113002,816269.896383,1536.0
93,danvers,26493,35705009.1823,250092114011,7922851.50844,3560.0
93,danvers,26493,35705009.1823,250092113001,3175585.31467,2157.0
93,danvers,26493,35705009.1823,250092113003,4333698.563,3274.0
93,danvers,26493,35705009.1823,250092114021,4796491.09844,1249.0
93,danvers,26493,35705009.1823,250092111003,527390.18228,912.0
94,otis,1612,98553586.6558,250039334002,50147472.1608,858.0
94,otis,1612,98553586.6558,250039334001,48349964.8139,754.0
95,colrain,1671,112314067.961,250110401003,71767033.5498,1195.0
96,northfield,3032,91614842.6442,250110403002,58400573.0416,1694.0
96,northfield,3032,91614842.6442,250110403001,33208684.9452,1338.0
97,plympton,2820,39121041.8238,250235431002,27711412.3861,1782.0
97,plympton,2820,39121041.8238,250235431001,11397665.64,1038.0
98,berkley,6411,42944099.925,250056161003,10593323.8263,1767.0
98,berkley,6411,42944099.925,250056161001,15663422.065,1951.0
98,berkley,6411,42944099.925,250056161002,16828549.1686,2693.0
99,kingston,12629,49210261.8372,250235091011,16949794.9271,2349.0
99,kingston,12629,49210261.8372,250235091012,8511058.23054,1776.0
99,kingston,12629,49210261.8372,250235091014,1784414.94955,1304.0
99,kingston,12629,49210261.8372,250235091025,1143759.8538,740.0
99,kingston,12629,49210261.8372,250235091024,3072179.67135,1632.0
99,kingston,12629,49210261.8372,250235091013,4310363.05314,1518.0
99,kingston,12629,49210261.8372,250235091023,2698321.54255,695.0
99,kingston,12629,49210261.8372,250235091022,5379758.42814,975.0
99,kingston,12629,49210261.8372,250235091021,5487798.34168,1640.0
100,montague,8437,81432907.002,250110407021,881875.793426,893.0
100,montague,8437,81432907.002,250110407011,2625356.61526,1029.0
100,montague,8437,81432907.002,250110407013,1337598.83576,1062.0
100,montague,8437,81432907.002,250110407012,577933.368843,1229.0
100,montague,8437,81432907.002,250110407024,36026410.5519,1379.0
100,montague,8437,81432907.002,250110407023,13631755.2854,701.0
100,montague,8437,81432907.002,250110407022,24801790.752,1251.0
101,tyngsborough,11292,46800582.8711,250173131012,10794044.9531,2825.0
101,tyngsborough,11292,46800582.8711,250173131024,5852090.62215,1540.0
101,tyngsborough,11292,46800582.8711,250173131011,13573767.9195,1654.0
101,tyngsborough,11292,46800582.8711,250173131022,2046077.07494,874.0
101,tyngsborough,11292,46800582.8711,250173131021,1523234.87025,842.0
101,tyngsborough,11292,46800582.8711,250173131023,6840205.14301,2548.0
101,tyngsborough,11292,46800582.8711,250173131013,6211528.03556,1009.0
102,malden,59450,13127931.5015,250173412004,143388.125817,978.0
102,malden,59450,13127931.5015,250173412005,275412.51859,1693.0
102,malden,59450,13127931.5015,250173412006,146812.98801,976.0
102,malden,59450,13127931.5015,250173411024,255604.136465,557.0
102,malden,59450,13127931.5015,250173411025,241715.347071,818.0
102,malden,59450,13127931.5015,250173414003,260920.319138,1802.0
102,malden,59450,13127931.5015,250173414004,209213.48232,1612.0
102,malden,59450,13127931.5015,250173414002,91678.5969587,944.0
102,malden,59450,13127931.5015,250173415004,111160.732797,775.0
102,malden,59450,13127931.5015,250173412002,135699.903871,976.0
102,malden,59450,13127931.5015,250173415003,131960.698317,1070.0
102,malden,59450,13127931.5015,250173414001,127917.800912,1085.0
102,malden,59450,13127931.5015,250173413002,737224.809865,922.0
102,malden,59450,13127931.5015,250173418005,226395.061569,1456.0
102,malden,59450,13127931.5015,250173415005,112832.928497,1228.0
102,malden,59450,13127931.5015,250173418006,150848.913035,1084.0
102,malden,59450,13127931.5015,250173412001,197618.639997,1164.0
102,malden,59450,13127931.5015,250173415002,83225.1333766,749.0
102,malden,59450,13127931.5015,250173419012,605753.107575,713.0
102,malden,59450,13127931.5015,250173418003,127797.229443,677.0
102,malden,59450,13127931.5015,250173411021,178568.569843,1346.0
102,malden,59450,13127931.5015,250173418002,483301.56746,1447.0
102,malden,59450,13127931.5015,250173415001,201117.221276,958.0
102,malden,59450,13127931.5015,250173413003,188354.89816,2359.0
102,malden,59450,13127931.5015,250173419011,473737.075104,674.0
102,malden,59450,13127931.5015,250173416005,112200.891548,862.0
102,malden,59450,13127931.5015,250173411022,139338.280237,780.0
102,malden,59450,13127931.5015,250173416004,107995.493452,1236.0
102,malden,59450,13127931.5015,250173411023,90265.5060883,1063.0
102,malden,59450,13127931.5015,250173418004,260166.733157,810.0
102,malden,59450,13127931.5015,250173419024,152221.954312,824.0
102,malden,59450,13127931.5015,250173418001,157093.127544,1080.0
102,malden,59450,13127931.5015,250173417003,238766.023823,1182.0
102,malden,59450,13127931.5015,250173411011,261035.755879,1574.0
102,malden,59450,13127931.5015,250173419023,211033.375058,1082.0
102,malden,59450,13127931.5015,250173417005,113687.720473,670.0
102,malden,59450,13127931.5015,250173416003,184068.979696,1175.0
102,malden,59450,13127931.5015,250173413001,338623.008213,2158.0
102,malden,59450,13127931.5015,250173419022,224414.359734,845.0
102,malden,59450,13127931.5015,250173417002,284161.176037,1332.0
102,malden,59450,13127931.5015,250173417004,183732.869359,1239.0
102,malden,59450,13127931.5015,250173419026,290851.825375,2223.0
102,malden,59450,13127931.5015,250173416006,663179.019039,1558.0
102,malden,59450,13127931.5015,250173416002,241383.879524,994.0
102,malden,59450,13127931.5015,250173411012,151766.003481,768.0
102,malden,59450,13127931.5015,250173411013,724070.756901,1333.0
102,malden,59450,13127931.5015,250173416001,219137.039795,739.0
102,malden,59450,13127931.5015,250173417001,276396.375875,875.0
102,malden,59450,13127931.5015,250173419021,446023.065102,1629.0
102,malden,59450,13127931.5015,250173419025,675467.699706,1517.0
102,malden,59450,13127931.5015,250173414005,307784.951085,769.0
102,malden,59450,13127931.5015,250173412003,207763.50231,1070.0
103,stoneham,21437,17213714.0417,250173371021,3085113.36291,560.0
103,stoneham,21437,17213714.0417,250173373004,2816663.05728,1852.0
103,stoneham,21437,17213714.0417,250173371023,2435811.54024,2480.0
103,stoneham,21437,17213714.0417,250173373003,677532.11818,1254.0
103,stoneham,21437,17213714.0417,250173373005,172222.770923,592.0
103,stoneham,21437,17213714.0417,250173371022,1265017.99552,2002.0
103,stoneham,21437,17213714.0417,250173373001,355430.261772,851.0
103,stoneham,21437,17213714.0417,250173373002,336920.019756,710.0
103,stoneham,21437,17213714.0417,250173372023,916421.603359,1086.0
103,stoneham,21437,17213714.0417,250173371012,715563.569718,1708.0
103,stoneham,21437,17213714.0417,250173371011,806486.033197,1387.0
103,stoneham,21437,17213714.0417,250173372013,277304.277861,689.0
103,stoneham,21437,17213714.0417,250173372012,442295.473441,701.0
103,stoneham,21437,17213714.0417,250173372022,727194.23105,1604.0
103,stoneham,21437,17213714.0417,250173372024,515055.84292,939.0
103,stoneham,21437,17213714.0417,250173372011,890790.804911,1802.0
103,stoneham,21437,17213714.0417,250173372021,784843.900626,1220.0
104,northampton,28549,92587330.1762,250158216022,1029031.088,1428.0
104,northampton,28549,92587330.1762,250158216012,3872798.59748,1716.0
104,northampton,28549,92587330.1762,250158217001,29861618.342,2736.0
104,northampton,28549,92587330.1762,250158217002,567848.345552,758.0
104,northampton,28549,92587330.1762,250158217003,1140414.358,231.0
104,northampton,28549,92587330.1762,250158216011,9771325.97024,1708.0
104,northampton,28549,92587330.1762,250158222003,19555624.409,2879.0
104,northampton,28549,92587330.1762,250158219032,144203.769805,249.0
104,northampton,28549,92587330.1762,250158222001,13811591.3677,886.0
104,northampton,28549,92587330.1762,250158219031,1963238.22027,1303.0
104,northampton,28549,92587330.1762,250158219033,912734.068261,1873.0
104,northampton,28549,92587330.1762,250158220001,504026.645356,1962.0
104,northampton,28549,92587330.1762,250158222002,3593926.04988,2349.0
104,northampton,28549,92587330.1762,250158219042,639014.232065,1785.0
104,northampton,28549,92587330.1762,250158219011,1271846.72863,2430.0
104,northampton,28549,92587330.1762,250158219012,281012.225547,861.0
104,northampton,28549,92587330.1762,250158216023,1991832.3161,1455.0
104,northampton,28549,92587330.1762,250158219041,581204.748559,979.0
104,northampton,28549,92587330.1762,250158216021,1097403.63593,961.0
105,braintree,35744,37369755.5595,250214191002,769965.816967,1516.0
105,braintree,35744,37369755.5595,250214193003,256442.668943,916.0
105,braintree,35744,37369755.5595,250214193002,261177.558073,708.0
105,braintree,35744,37369755.5595,250214192001,1435527.7411,2286.0
105,braintree,35744,37369755.5595,250214193004,448294.550803,990.0
105,braintree,35744,37369755.5595,250214194003,446700.435496,1299.0
105,braintree,35744,37369755.5595,250214192002,328516.991076,693.0
105,braintree,35744,37369755.5595,250214194002,453810.30046,1021.0
105,braintree,35744,37369755.5595,250214193001,765817.602993,1249.0
105,braintree,35744,37369755.5595,250214194001,940974.214235,846.0
105,braintree,35744,37369755.5595,250214198003,3426289.65463,1532.0
105,braintree,35744,37369755.5595,250214198001,2660990.16061,1643.0
105,braintree,35744,37369755.5595,250214191001,5382703.99131,1957.0
105,braintree,35744,37369755.5595,250214196002,1040055.79332,1068.0
105,braintree,35744,37369755.5595,250214196003,4215589.85511,2220.0
105,braintree,35744,37369755.5595,250214196004,1872862.34892,2104.0
105,braintree,35744,37369755.5595,250214197002,3157902.54479,2481.0
105,braintree,35744,37369755.5595,250214196001,1495501.92127,1374.0
105,braintree,35744,37369755.5595,250214197001,1444013.51283,1340.0
105,braintree,35744,37369755.5595,250214198002,1238456.35314,1183.0
105,braintree,35744,37369755.5595,250214195002,2908164.80159,2145.0
105,braintree,35744,37369755.5595,250214191003,745250.591879,1515.0
105,braintree,35744,37369755.5595,250214191004,330717.268688,703.0
105,braintree,35744,37369755.5595,250214192004,454874.651451,1223.0
105,braintree,35744,37369755.5595,250214192003,463439.35497,800.0
105,braintree,35744,37369755.5595,250214195001,389720.119356,932.0
106,scituate,18133,44862409.2405,250235051011,4952934.03979,1338.0
106,scituate,18133,44862409.2405,250235052001,1825582.78156,477.0
106,scituate,18133,44862409.2405,250235052002,7921223.58803,2016.0
106,scituate,18133,44862409.2405,250235051024,3049651.30226,852.0
106,scituate,18133,44862409.2405,250235052003,5595513.05087,2939.0
106,scituate,18133,44862409.2405,250235052004,2236113.92588,1242.0
106,scituate,18133,44862409.2405,250235051023,8367477.16661,1380.0
106,scituate,18133,44862409.2405,250235051022,2496079.94203,1551.0
106,scituate,18133,44862409.2405,250235051015,1776191.27792,1720.0
106,scituate,18133,44862409.2405,250235051013,2088884.50773,1143.0
106,scituate,18133,44862409.2405,250235051021,2337949.08761,1208.0
106,scituate,18133,44862409.2405,250235051014,924962.015831,1092.0
106,scituate,18133,44862409.2405,250235051012,2841403.24452,1175.0
107,bellingham,16332,48919135.1993,250214431025,868517.931992,1003.0
107,bellingham,16332,48919135.1993,250214431024,1743771.72254,1360.0
107,bellingham,16332,48919135.1993,250214431022,11313558.4776,2866.0
107,bellingham,16332,48919135.1993,250214431023,2139534.15839,1486.0
107,bellingham,16332,48919135.1993,250214431021,7232997.22133,1979.0
107,bellingham,16332,48919135.1993,250214431014,11163079.1531,2021.0
107,bellingham,16332,48919135.1993,250214431012,4313305.49106,2076.0
107,bellingham,16332,48919135.1993,250214431011,3865912.46442,1767.0
107,bellingham,16332,48919135.1993,250214431013,6303606.64866,1774.0
108,dunstable,3179,43387647.3546,250173281002,17283371.1764,1187.0
108,dunstable,3179,43387647.3546,250173281001,26121850.0606,1992.0
109,savoy,692,93310332.5866,250039313002,93288433.4692,692.0
110,arlington,42844,14203937.8273,250173566014,199276.181989,749.0
110,arlington,42844,14203937.8273,250173566023,290027.241857,805.0
110,arlington,42844,14203937.8273,250173567027,295770.216561,582.0
110,arlington,42844,14203937.8273,250173564002,526802.836844,1176.0
110,arlington,42844,14203937.8273,250173565005,325770.183772,1189.0
110,arlington,42844,14203937.8273,250173566024,275404.064544,1003.0
110,arlington,42844,14203937.8273,250173566021,423109.302754,1569.0
110,arlington,42844,14203937.8273,250173565004,178261.206486,793.0
110,arlington,42844,14203937.8273,250173566011,544322.275648,1701.0
110,arlington,42844,14203937.8273,250173564003,365293.66978,926.0
110,arlington,42844,14203937.8273,250173564008,464786.061859,1138.0
110,arlington,42844,14203937.8273,250173564007,249499.339034,748.0
110,arlington,42844,14203937.8273,250173565002,265780.619076,1120.0
110,arlington,42844,14203937.8273,250173565003,590164.777132,1670.0
110,arlington,42844,14203937.8273,250173564001,666752.510654,653.0
110,arlington,42844,14203937.8273,250173564004,499346.664223,652.0
110,arlington,42844,14203937.8273,250173564005,351635.34182,720.0
110,arlington,42844,14203937.8273,250173564006,532888.741576,1234.0
110,arlington,42844,14203937.8273,250173565001,399518.88792,838.0
110,arlington,42844,14203937.8273,250173567011,303415.56596,1316.0
110,arlington,42844,14203937.8273,250173563001,311270.193065,1239.0
110,arlington,42844,14203937.8273,250173561002,267024.416061,1460.0
110,arlington,42844,14203937.8273,250173561003,335863.897008,855.0
110,arlington,42844,14203937.8273,250173561001,125399.593529,795.0
110,arlington,42844,14203937.8273,250173567015,99059.7887799,621.0
110,arlington,42844,14203937.8273,250173567024,795057.353893,756.0
110,arlington,42844,14203937.8273,250173567012,182819.105683,1131.0
110,arlington,42844,14203937.8273,250173567014,123102.448688,690.0
110,arlington,42844,14203937.8273,250173567026,293671.664489,759.0
110,arlington,42844,14203937.8273,250173567016,205662.742344,776.0
110,arlington,42844,14203937.8273,250173567022,503998.191724,918.0
110,arlington,42844,14203937.8273,250173566013,238125.468952,670.0
110,arlington,42844,14203937.8273,250173563002,237436.906937,969.0
110,arlington,42844,14203937.8273,250173567013,228797.461208,1310.0
110,arlington,42844,14203937.8273,250173563004,95573.8967675,640.0
110,arlington,42844,14203937.8273,250173566022,262982.980879,792.0
110,arlington,42844,14203937.8273,250173563005,143558.939555,776.0
110,arlington,42844,14203937.8273,250173567025,230809.449211,775.0
110,arlington,42844,14203937.8273,250173563006,160451.948364,695.0
110,arlington,42844,14203937.8273,250173567023,421666.382967,1532.0
110,arlington,42844,14203937.8273,250173566012,319476.116481,1096.0
110,arlington,42844,14203937.8273,250173565006,547181.445389,970.0
110,arlington,42844,14203937.8273,250173567021,212328.442277,1316.0
110,arlington,42844,14203937.8273,250173563003,136473.365181,721.0
111,hardwick,2990,105817340.611,250277231001,100674321.124,2048.0
111,hardwick,2990,105817340.611,250277231002,5106326.65317,942.0
112,mount washington,167,57988843.7886,250039343002,106928739.861,1392.0
113,ashby,3074,62348961.1211,250173001001,40656760.3547,1618.0
113,ashby,3074,62348961.1211,250173001002,21734876.253,1456.0
114,hull,10293,8283877.4942,250235001031,1932199.56742,2209.0
114,hull,10293,8283877.4942,250235001043,259130.327246,792.0
114,hull,10293,8283877.4942,250235001042,510182.755537,919.0
114,hull,10293,8283877.4942,250235001044,506157.679414,1464.0
114,hull,10293,8283877.4942,250235001013,490691.706147,1381.0
114,hull,10293,8283877.4942,250235001012,363706.482844,819.0
115,lawrence,76377,19238173.7382,250092513003,227557.076056,666.0
115,lawrence,76377,19238173.7382,250092514004,199230.638276,1127.0
115,lawrence,76377,19238173.7382,250092514002,132374.285907,768.0
115,lawrence,76377,19238173.7382,250092513002,244024.643206,1041.0
115,lawrence,76377,19238173.7382,250092516004,466923.170629,1116.0
115,lawrence,76377,19238173.7382,250092514001,234482.048599,2231.0
115,lawrence,76377,19238173.7382,250092502004,181293.267786,945.0
115,lawrence,76377,19238173.7382,250092502003,144820.734456,1048.0
115,lawrence,76377,19238173.7382,250092516001,733642.633427,1073.0
115,lawrence,76377,19238173.7382,250092502002,178801.412753,1352.0
115,lawrence,76377,19238173.7382,250092513001,200852.244311,2014.0
115,lawrence,76377,19238173.7382,250092501001,1050863.46023,2329.0
115,lawrence,76377,19238173.7382,250092502001,975592.756854,2179.0
115,lawrence,76377,19238173.7382,250092512001,213208.390332,1357.0
115,lawrence,76377,19238173.7382,250092509002,82175.7094593,1080.0
115,lawrence,76377,19238173.7382,250092508002,310406.05168,1811.0
115,lawrence,76377,19238173.7382,250092511002,79679.4724396,1015.0
115,lawrence,76377,19238173.7382,250092510001,330348.773854,1782.0
115,lawrence,76377,19238173.7382,250092503001,523363.74647,2101.0
115,lawrence,76377,19238173.7382,250092511001,164274.855993,1414.0
115,lawrence,76377,19238173.7382,250092511003,117751.621118,508.0
115,lawrence,76377,19238173.7382,250092509001,79560.4599796,1113.0
115,lawrence,76377,19238173.7382,250092508003,1176755.38117,1278.0
115,lawrence,76377,19238173.7382,250092507001,366411.956573,2069.0
115,lawrence,76377,19238173.7382,250092505003,150546.543227,1576.0
115,lawrence,76377,19238173.7382,250092507002,116805.934011,1072.0
115,lawrence,76377,19238173.7382,250092507003,157879.655015,1615.0
115,lawrence,76377,19238173.7382,250092508004,263493.645515,1087.0
115,lawrence,76377,19238173.7382,250092504003,95651.3627197,884.0
115,lawrence,76377,19238173.7382,250092505002,66046.7973098,779.0
115,lawrence,76377,19238173.7382,250092504002,119585.649777,1686.0
115,lawrence,76377,19238173.7382,250092508001,281264.568109,1645.0
115,lawrence,76377,19238173.7382,250092506003,115924.741103,1521.0
115,lawrence,76377,19238173.7382,250092504001,112610.383458,1288.0
115,lawrence,76377,19238173.7382,250092505001,87860.9877373,1455.0
115,lawrence,76377,19238173.7382,250092506002,164463.560293,1188.0
115,lawrence,76377,19238173.7382,250092508005,221701.137853,1111.0
115,lawrence,76377,19238173.7382,250092506001,165952.357121,1429.0
115,lawrence,76377,19238173.7382,250092506004,210792.469784,1461.0
115,lawrence,76377,19238173.7382,250092518003,745909.286932,2202.0
115,lawrence,76377,19238173.7382,250092518004,1714401.76978,2141.0
115,lawrence,76377,19238173.7382,250092517002,1640647.28884,1542.0
115,lawrence,76377,19238173.7382,250092518002,354295.656984,1489.0
115,lawrence,76377,19238173.7382,250092518001,394259.757806,1322.0
115,lawrence,76377,19238173.7382,250092517004,294021.986218,850.0
115,lawrence,76377,19238173.7382,250092515005,876339.564637,1416.0
115,lawrence,76377,19238173.7382,250092515003,203687.398537,1615.0
115,lawrence,76377,19238173.7382,250092515004,199268.322946,928.0
115,lawrence,76377,19238173.7382,250092517001,189279.042247,1476.0
115,lawrence,76377,19238173.7382,250092517003,455764.668421,1277.0
115,lawrence,76377,19238173.7382,250092515002,213589.626721,1120.0
115,lawrence,76377,19238173.7382,250092514003,329992.691613,927.0
115,lawrence,76377,19238173.7382,250092516003,256915.582429,1718.0
115,lawrence,76377,19238173.7382,250092515001,382717.139812,1070.0
115,lawrence,76377,19238173.7382,250092516002,184378.193374,2070.0
116,ludlow,21103,73389122.1042,250138104142,9989251.52341,1672.0
116,ludlow,21103,73389122.1042,250138104141,11284964.5205,2413.0
116,ludlow,21103,73389122.1042,250138104143,34408179.7509,3393.0
116,ludlow,21103,73389122.1042,250138104033,779285.30712,1010.0
116,ludlow,21103,73389122.1042,250138104041,3116282.06088,1068.0
116,ludlow,21103,73389122.1042,250138104032,553276.177662,1636.0
116,ludlow,21103,73389122.1042,250138104042,3096735.61537,2693.0
116,ludlow,21103,73389122.1042,250138104031,1460123.28219,1285.0
116,ludlow,21103,73389122.1042,250138104122,2297560.69349,1881.0
116,ludlow,21103,73389122.1042,250138104123,2300580.65603,1610.0
116,ludlow,21103,73389122.1042,250138104121,4005586.80813,2442.0
117,norfolk,11227,39875151.8888,250214091012,4042365.05544,923.0
117,norfolk,11227,39875151.8888,250214091022,8077943.0805,2712.0
117,norfolk,11227,39875151.8888,250214091013,8519871.44291,2964.0
117,norfolk,11227,39875151.8888,250214091021,10192162.1503,2298.0
117,norfolk,11227,39875151.8888,250214091011,9056147.86043,2330.0
118,whitman,14489,18022245.9213,250235211012,1289257.62878,705.0
118,whitman,14489,18022245.9213,250235211011,2137573.35722,749.0
118,whitman,14489,18022245.9213,250235212023,2783292.66497,965.0
118,whitman,14489,18022245.9213,250235211022,1215144.89791,1835.0
118,whitman,14489,18022245.9213,250235211014,1919427.95493,1010.0
118,whitman,14489,18022245.9213,250235212012,478087.124193,1105.0
118,whitman,14489,18022245.9213,250235212013,563990.63581,809.0
118,whitman,14489,18022245.9213,250235212021,1062170.07461,1271.0
118,whitman,14489,18022245.9213,250235211013,2340008.99121,1839.0
118,whitman,14489,18022245.9213,250235211021,860460.182365,1481.0
118,whitman,14489,18022245.9213,250235212024,471898.549672,841.0
118,whitman,14489,18022245.9213,250235212011,1582573.05551,990.0
118,whitman,14489,18022245.9213,250235212022,1328291.69595,889.0
119,clarksburg,1702,33130145.8944,250039311002,11758279.9135,1007.0
119,clarksburg,1702,33130145.8944,250039311001,21374825.6859,695.0
120,paxton,4806,40020678.0599,250277271003,21550738.0528,1702.0
120,paxton,4806,40020678.0599,250277271001,16069511.885,2517.0
120,paxton,4806,40020678.0599,250277271002,2408290.62738,587.0
121,westfield,41094,122538440.18,250138128001,997309.734699,819.0
121,westfield,41094,122538440.18,250138128002,1650415.37129,1728.0
121,westfield,41094,122538440.18,250138125001,4932499.10873,969.0
121,westfield,41094,122538440.18,250138128004,23398293.2729,1932.0
121,westfield,41094,122538440.18,250138125002,11144778.29,1293.0
121,westfield,41094,122538440.18,250138128003,14661254.7551,2187.0
121,westfield,41094,122538440.18,250138125004,2288228.12282,624.0
121,westfield,41094,122538440.18,250138129011,2230661.90283,1677.0
121,westfield,41094,122538440.18,250138127011,597607.915206,1270.0
121,westfield,41094,122538440.18,250138127022,779797.01613,2110.0
121,westfield,41094,122538440.18,250138127013,518280.595661,1218.0
121,westfield,41094,122538440.18,250138127021,1309322.04785,2122.0
121,westfield,41094,122538440.18,250138129022,17257953.9007,1969.0
121,westfield,41094,122538440.18,250138127023,436693.096025,1257.0
121,westfield,41094,122538440.18,250138125005,10122180.2647,2447.0
121,westfield,41094,122538440.18,250138129012,883203.452244,721.0
121,westfield,41094,122538440.18,250138127012,508014.97695,1590.0
121,westfield,41094,122538440.18,250138129013,703762.021372,604.0
121,westfield,41094,122538440.18,250138129031,593509.993923,2593.0
121,westfield,41094,122538440.18,250138125003,1885729.61046,2332.0
121,westfield,41094,122538440.18,250138129021,2102808.33874,556.0
121,westfield,41094,122538440.18,250138126004,4644663.91609,1510.0
121,westfield,41094,122538440.18,250138126001,3692144.53522,1673.0
121,westfield,41094,122538440.18,250138126003,5951961.35935,2701.0
121,westfield,41094,122538440.18,250138129023,8134082.15219,2277.0
121,westfield,41094,122538440.18,250138126002,1291896.93367,915.0
