town,generic_name,year,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost
melrose,alprazolam,2016,1590,1890.8,50873,8859.08
melrose,alprazolam,2017,1515,1769.5,48358,9321.0
melrose,diazepam,2013,240,282.1,7652,1284.0700000000002
melrose,diazepam,2014,260,308.1,8394,1278.8300000000002
melrose,diazepam,2015,244,314.0,9001,1223.59
melrose,diazepam,2016,323,413.0,11764,2332.3099999999995
melrose,diazepam,2017,307,406.0,11620,2183.13
melrose,lorazepam,2013,1208,1520.3999999999999,40684,9485.8
melrose,lorazepam,2014,1389,1718.3000000000002,45341,8593.720000000003
melrose,lorazepam,2015,1301,1653.8,43942,7488.009999999999
melrose,lorazepam,2016,1572,1980.0000000000002,50899,7788.74
melrose,lorazepam,2017,1652,2058.7,53230,8045.000000000001
mendon,alprazolam,2013,213,231.0,6750,1281.48
mendon,alprazolam,2014,262,306.7,9108,1481.2
mendon,alprazolam,2015,287,352.2,10270,2809.16
mendon,alprazolam,2016,239,272.3,7792,1439.09
mendon,alprazolam,2017,240,278.0,7861,1277.74
mendon,diazepam,2013,30,34.2,1026,174.92000000000002
mendon,diazepam,2014,68,82.0,2224,321.55
mendon,diazepam,2015,54,62.0,1822,159.64000000000001
mendon,diazepam,2016,18,18.0,516,54.34
mendon,diazepam,2017,40,51.0,1286,197.61
mendon,lorazepam,2013,319,379.5,10042,2840.13
mendon,lorazepam,2014,380,454.0,12624,2677.77
mendon,lorazepam,2015,383,471.4,12787,2892.63
mendon,lorazepam,2016,245,362.9,10299,1784.8
mendon,lorazepam,2017,252,347.2,9576,1523.71
merrimac,alprazolam,2013,30,36.0,1065,399.12
merrimac,alprazolam,2014,27,37.0,1030,158.79000000000002
merrimac,alprazolam,2015,50,58.0,1685,209.95999999999998
merrimac,alprazolam,2016,87,87.0,2489,553.35
merrimac,alprazolam,2017,102,106.0,3004,459.06
merrimac,diazepam,2015,17,17.0,510,95.57
merrimac,diazepam,2016,14,14.0,400,69.84
merrimac,diazepam,2017,13,13.0,250,77.14
merrimac,lorazepam,2013,133,153.5,4146,1294.8600000000001
merrimac,lorazepam,2014,139,173.0,4612,1414.66
merrimac,lorazepam,2015,167,195.7,5010,1057.81
merrimac,lorazepam,2016,195,229.0,6216,1362.13
merrimac,lorazepam,2017,106,117.0,3171,723.29
methuen,alprazolam,2013,1050,1211.0,34196,10609.709999999997
methuen,alprazolam,2014,875,1054.4,30320,6766.150000000001
methuen,alprazolam,2015,942,1118.8999999999999,31660,6937.849999999999
methuen,alprazolam,2016,962,1124.0,31786,7078.85
methuen,alprazolam,2017,790,883.9,25264,6508.189999999999
methuen,diazepam,2013,428,455.0,12010,9385.800000000001
methuen,diazepam,2014,376,390.8,10351,4462.610000000001
methuen,diazepam,2015,314,344.2,9128,4499.56
methuen,diazepam,2016,378,414.8,10769,4418.77
methuen,diazepam,2017,225,235.79999999999998,6246,1326.7599999999998
methuen,lorazepam,2013,1735,1883.2,50497,14871.84
methuen,lorazepam,2014,1617,1761.5,46363,11976.989999999998
methuen,lorazepam,2015,1488,1659.2,43694,13013.690000000002
methuen,lorazepam,2016,1496,1675.1,43494,11158.060000000005
methuen,lorazepam,2017,1404,1611.0,41221,8137.939999999999
middleborough,alprazolam,2013,740,788.0,21728,6148.800000000001
middleborough,alprazolam,2014,843,905.0,24862,6512.650000000001
middleborough,alprazolam,2015,884,947.0,26544,5754.289999999999
middleborough,alprazolam,2016,1056,1108.0,31390,6211.309999999999
middleborough,alprazolam,2017,1088,1130.7,31199,7921.960000000001
middleborough,diazepam,2013,187,187.0,5382,816.23
middleborough,diazepam,2014,256,264.0,7080,2038.4
middleborough,diazepam,2015,198,210.0,5793,780.58
middleborough,diazepam,2016,198,222.0,6218,1157.4300000000003
middleborough,diazepam,2017,166,180.0,4952,2166.9
middleborough,lorazepam,2013,854,900.3,25216,8529.790000000003
middleborough,lorazepam,2014,1034,1097.5,29811,7963.550000000002
middleborough,lorazepam,2015,1049,1129.9,29922,8007.41
middleborough,lorazepam,2016,1064,1168.5,32083,6500.25
middleborough,lorazepam,2017,1146,1222.0,33037,7059.01
middleton,alprazolam,2013,146,166.7,4542,3967.23
middleton,alprazolam,2014,238,270.7,7142,5367.6
middleton,alprazolam,2015,244,280.7,7571,1220.31
middleton,alprazolam,2016,346,377.5,9987,8418.269999999999
middleton,alprazolam,2017,358,398.0,10429,8901.44
middleton,diazepam,2013,111,111.0,2175,1714.46
middleton,diazepam,2014,109,109.0,2256,2717.8199999999997
middleton,diazepam,2015,165,167.0,3585,6184.71
middleton,diazepam,2016,163,163.0,3703,4267.96
middleton,diazepam,2017,143,143.0,3036,6766.139999999999
middleton,lorazepam,2013,201,231.0,5748,1931.38
middleton,lorazepam,2014,248,288.0,6739,1517.1699999999998
middleton,lorazepam,2015,248,280.5,7111,1485.63
middleton,lorazepam,2016,363,403.7,10252,2003.0500000000002
middleton,lorazepam,2017,491,529.2,13238,2233.85
milford,alprazolam,2013,1533,1652.8,43566,9881.69
milford,alprazolam,2014,1608,1785.6000000000001,48112,9205.55
milford,alprazolam,2015,1493,1660.8999999999999,44226,8765.640000000001
milford,alprazolam,2016,1584,1745.8,46548,8776.81
milford,alprazolam,2017,1456,1645.8,44686,8823.68
milford,diazepam,2013,484,518.4,13342,2226.29
milford,diazepam,2014,486,531.0,14036,2013.15
milford,diazepam,2015,500,530.5,13624,2225.12
milford,diazepam,2016,534,573.3,14611,2055.63
milford,diazepam,2017,431,453.7,10825,1823.92
milford,lorazepam,2013,1771,1978.0,48797,12584.4
milford,lorazepam,2014,2089,2336.5,59700,10896.130000000001
milford,lorazepam,2015,2031,2319.4,59428,10208.350000000002
milford,lorazepam,2016,2143,2494.6,64205,11478.4
milford,lorazepam,2017,2047,2322.7,59764,9618.909999999998
millbury,alprazolam,2013,413,474.5,12855,2907.62
millbury,alprazolam,2014,467,556.8,15243,2726.6099999999997
millbury,alprazolam,2015,446,530.5,14452,1929.6599999999999
millbury,alprazolam,2016,445,517.0,14510,1689.4800000000002
millbury,alprazolam,2017,392,445.5,12747,1895.93
millbury,diazepam,2013,157,178.0,4987,911.9
millbury,diazepam,2014,235,261.0,7092,1162.4499999999998
millbury,diazepam,2015,206,226.0,6604,1001.67
millbury,diazepam,2016,208,212.0,5734,967.23
millbury,diazepam,2017,210,224.0,6229,1258.7399999999998
millbury,lorazepam,2013,1160,1327.4,37566,8666.24
millbury,lorazepam,2014,1410,1623.0,45399,7495.210000000001
millbury,lorazepam,2015,1531,1734.5,47764,8624.14
millbury,lorazepam,2016,1448,1659.3,46185,6808.12
millbury,lorazepam,2017,1441,1634.0,45036,6014.070000000001
millis,alprazolam,2013,90,107.0,2903,565.37
millis,alprazolam,2014,116,157.0,4240,918.68
millis,alprazolam,2015,117,157.0,4289,810.12
millis,alprazolam,2016,97,134.5,3703,467.21
millis,alprazolam,2017,114,144.0,3880,560.22
millis,diazepam,2013,16,16.5,425,95.57
millis,diazepam,2014,20,22.5,605,80.73
millis,diazepam,2015,28,32.2,946,146.85
millis,diazepam,2016,30,31.0,880,105.79
millis,diazepam,2017,12,12.0,335,73.6
millis,lorazepam,2013,161,192.0,5279,941.3799999999999
millis,lorazepam,2014,175,211.0,5896,982.8499999999999
millis,lorazepam,2015,164,193.0,5374,722.1000000000001
millis,lorazepam,2016,144,185.5,5099,702.26
millis,lorazepam,2017,146,192.0,5328,694.23
milton,alprazolam,2013,983,1248.7,36158,7680.820000000001
milton,alprazolam,2014,1140,1408.0,41092,8367.240000000002
milton,alprazolam,2015,1069,1334.2,38854,8241.930000000002
milton,alprazolam,2016,1256,1586.0,46356,8722.669999999998
milton,alprazolam,2017,1306,1638.6,47568,8161.239999999999
milton,diazepam,2013,332,345.0,8508,1975.8500000000004
milton,diazepam,2014,427,446.0,12132,2294.02
milton,diazepam,2015,507,541.0,15316,2930.33
milton,diazepam,2016,538,595.3,16569,2873.6800000000003
milton,diazepam,2017,525,574.0,14863,2461.5299999999997
milton,lorazepam,2013,1501,1689.0,45696,13672.960000000001
milton,lorazepam,2014,2015,2279.6,63500,15456.69
milton,lorazepam,2015,1908,2201.3999999999996,60637,14742.29
milton,lorazepam,2016,2279,2626.8,72349,12639.46
milton,lorazepam,2017,2197,2683.7999999999997,74770,12437.929999999998
monroe,alprazolam,2013,69,69.0,1843,409.83000000000004
monroe,alprazolam,2014,25,25.0,750,103.42
monroe,alprazolam,2015,87,95.0,2548,402.53
monroe,alprazolam,2016,148,152.0,4013,679.55
monroe,alprazolam,2017,86,86.0,2466,712.94
monroe,diazepam,2013,56,60.0,1644,216.23000000000002
monroe,diazepam,2014,31,31.0,669,95.22
monroe,diazepam,2015,93,101.0,2672,306.79
monroe,diazepam,2016,85,89.1,2624,273.97
monroe,diazepam,2017,58,62.0,1764,244.31
monroe,lorazepam,2013,448,458.1,12264,3263.6699999999996
monroe,lorazepam,2014,213,220.0,5367,1244.46
monroe,lorazepam,2015,554,603.0,16344,3518.2999999999997
monroe,lorazepam,2016,625,662.2,18656,4728.490000000001
monroe,lorazepam,2017,436,462.0,11976,2379.96
monson,alprazolam,2014,11,11.0,263,94.06
monson,alprazolam,2015,49,49.3,1101,523.42
monson,alprazolam,2016,65,69.0,1775,393.17
monson,alprazolam,2017,14,14.0,337,31.3
monson,diazepam,2014,23,23.0,648,86.45
monson,diazepam,2015,12,12.0,260,39.15
monson,diazepam,2016,18,22.0,534,45.45
monson,diazepam,2017,28,28.0,616,83.27
monson,lorazepam,2013,126,128.0,3337,1054.38
monson,lorazepam,2014,125,132.0,3482,1139.6399999999999
monson,lorazepam,2015,267,282.8,7003,1832.1800000000003
monson,lorazepam,2016,258,276.0,6985,1879.46
monson,lorazepam,2017,232,250.0,6418,1084.9299999999998
montague,alprazolam,2013,181,218.6,5912,1281.46
montague,alprazolam,2014,231,286.5,7539,1590.9500000000003
montague,alprazolam,2015,213,266.0,7116,1030.12
montague,alprazolam,2016,266,338.0,9040,1052.58
montague,alprazolam,2017,306,371.2,9663,2070.31
montague,diazepam,2013,147,157.0,4442,1164.81
montague,diazepam,2014,185,194.0,5182,1184.1899999999998
montague,diazepam,2015,100,110.5,3165,466.89
montague,diazepam,2016,146,157.6,4122,546.35
montague,diazepam,2017,148,161.4,4156,728.18
montague,lorazepam,2013,1010,1053.8,26425,9293.11
montague,lorazepam,2014,1182,1229.5,32135,8071.89
montague,lorazepam,2015,760,821.0,20563,4833.180000000001
montague,lorazepam,2016,1054,1158.5,27985,7039.509999999999
montague,lorazepam,2017,1024,1125.0,27779,6798.74
nantucket,alprazolam,2013,103,113.9,2524,498.8
nantucket,alprazolam,2014,121,146.8,3763,623.45
nantucket,alprazolam,2015,147,165.0,4282,542.28
nantucket,alprazolam,2016,159,177.0,4269,672.69
nantucket,alprazolam,2017,180,194.0,4953,928.6600000000001
nantucket,diazepam,2013,97,97.3,2142,445.45
nantucket,diazepam,2014,82,82.0,2142,371.56
nantucket,diazepam,2015,106,106.0,2868,8864.14
nantucket,diazepam,2016,127,129.2,3129,7624.679999999999
nantucket,diazepam,2017,120,121.89999999999999,3135,5404.959999999999
nantucket,lorazepam,2013,242,242.3,4739,1997.75
nantucket,lorazepam,2014,264,267.3,5327,1497.47
nantucket,lorazepam,2015,251,252.0,4662,1300.16
nantucket,lorazepam,2016,298,311.5,6401,1984.77
nantucket,lorazepam,2017,408,433.7,9087,2790.3199999999997
natick,alprazolam,2013,848,972.8,25645,6201.420000000001
natick,alprazolam,2014,967,1097.9,28593,6267.01
natick,alprazolam,2015,834,960.0,25595,4760.650000000001
natick,alprazolam,2016,1045,1219.5,33486,6395.339999999999
natick,alprazolam,2017,1011,1218.9,33253,6400.700000000001
natick,diazepam,2013,362,377.5,9159,2291.8799999999997
natick,diazepam,2014,407,421.5,10110,2111.83
natick,diazepam,2015,325,329.0,7866,1495.2000000000003
natick,diazepam,2016,339,369.0,9568,1686.7700000000002
natick,diazepam,2017,245,268.0,7055,1372.38
natick,lorazepam,2013,2096,2359.8,60861,17721.109999999997
natick,lorazepam,2014,2250,2531.2999999999997,65798,16041.110000000002
natick,lorazepam,2015,2021,2270.1,60123,14196.999999999995
natick,lorazepam,2016,2319,2523.5,66453,15079.380000000003
natick,lorazepam,2017,2086,2294.3,60216,11879.419999999998
needham,alprazolam,2013,441,519.5,13841,3620.4700000000003
needham,alprazolam,2014,346,382.0,9837,2069.4
needham,alprazolam,2015,320,347.3,9022,2422.0799999999995
needham,alprazolam,2016,322,381.8,10548,2336.49
needham,alprazolam,2017,398,466.9,12525,2597.55
needham,diazepam,2013,255,277.7,6439,1029.54
needham,diazepam,2014,237,261.0,7255,2263.73
needham,diazepam,2015,266,279.0,6426,18002.04
needham,diazepam,2016,220,234.0,6558,1574.45
needham,diazepam,2017,197,218.0,6146,740.9399999999998
needham,lorazepam,2013,1407,1621.8,42690,11162.809999999998
needham,lorazepam,2014,1557,1895.3999999999999,51552,11736.840000000004
needham,lorazepam,2015,1494,1836.3,49467,11332.180000000002
needham,lorazepam,2016,1599,1964.9,52871,9616.800000000003
needham,lorazepam,2017,1524,1807.3,48405,7668.230000000001
new bedford,alprazolam,2013,6104,6361.0,167821,48892.28
new bedford,alprazolam,2014,6009,6311.9,168279,43463.619999999995
new bedford,alprazolam,2015,5728,6031.200000000001,165725,45696.32
new bedford,alprazolam,2016,5515,5730.7,159167,43994.23
new bedford,alprazolam,2017,5256,5469.8,152998,40840.74
new bedford,diazepam,2013,966,980.5,25701,6124.699999999999
new bedford,diazepam,2014,1121,1142.7,28780,6205.820000000001
new bedford,diazepam,2015,1035,1048.0,26955,5871.329999999999
new bedford,diazepam,2016,853,861.5,22431,5069.5
new bedford,diazepam,2017,756,780.0,20814,22733.870000000006
new bedford,lorazepam,2013,5291,5464.7,144048,52715.93000000001
new bedford,lorazepam,2014,5396,5617.0,147161,49194.75
new bedford,lorazepam,2015,5178,5417.6,145332,42927.12999999998
new bedford,lorazepam,2016,5248,5517.200000000001,149922,37188.65999999999
new bedford,lorazepam,2017,4923,5132.1,140278,32967.509999999995
newbury,alprazolam,2013,25,29.0,722,108.06
newbury,alprazolam,2014,37,43.0,1110,162.51
newbury,alprazolam,2015,50,59.0,1600,282.4
newbury,alprazolam,2016,30,39.0,1082,161.06
newbury,alprazolam,2017,53,68.0,1954,292.55
newbury,diazepam,2013,29,29.0,806,126.27000000000001
newbury,diazepam,2014,15,15.0,374,86.58
newbury,diazepam,2015,18,18.0,514,97.6
newbury,diazepam,2016,28,28.0,629,51.72
newbury,diazepam,2017,27,27.0,652,110.12
newbury,lorazepam,2013,92,116.9,3256,807.4300000000001
newbury,lorazepam,2014,146,168.8,4559,879.6700000000001
newbury,lorazepam,2015,156,186.0,5292,1077.19
newbury,lorazepam,2016,171,210.0,5848,1283.5800000000002
newbury,lorazepam,2017,230,272.4,7382,1643.92
newburyport,alprazolam,2013,1338,1492.3,40653,10273.540000000003
newburyport,alprazolam,2014,1263,1415.2,37989,7512.689999999999
newburyport,alprazolam,2015,1435,1594.1,44000,8286.86
newburyport,alprazolam,2016,1789,2004.6,54628,10970.329999999998
newburyport,alprazolam,2017,1773,2008.8999999999999,54689,12252.179999999997
newburyport,diazepam,2013,387,407.0,11172,2549.4199999999996
newburyport,diazepam,2014,393,414.7,11456,2159.19
newburyport,diazepam,2015,401,432.5,11282,2029.3000000000002
newburyport,diazepam,2016,509,545.3,14390,2502.13
newburyport,diazepam,2017,527,563.6,15580,3086.4699999999993
newburyport,lorazepam,2013,2339,2576.1,68725,20398.229999999996
newburyport,lorazepam,2014,2435,2673.4,71470,16824.180000000004
newburyport,lorazepam,2015,2534,2759.1,75237,16305.99
newburyport,lorazepam,2016,3087,3329.8,90687,20491.31
newburyport,lorazepam,2017,3107,3434.2000000000007,93362,19215.86
newton,alprazolam,2013,2341,2585.5,68569,21361.46
newton,alprazolam,2014,2520,2831.7999999999997,76826,18909.989999999994
newton,alprazolam,2015,2472,2773.0,76202,18147.639999999996
newton,alprazolam,2016,2547,2903.4,81331,16616.19
newton,alprazolam,2017,2693,3021.3,85265,23049.069999999992
newton,diazepam,2013,1002,1051.0,26302,7352.329999999999
newton,diazepam,2014,1012,1075.4,27565,5453.44
newton,diazepam,2015,954,993.7,27116,5630.78
newton,diazepam,2016,870,900.0,24558,5108.989999999998
newton,diazepam,2017,1211,1286.8,35114,9500.18
newton,lorazepam,2013,6390,7127.1,188111,58942.15999999999
newton,lorazepam,2014,6815,7626.200000000001,203851,56824.490000000005
newton,lorazepam,2015,6406,7214.200000000002,195386,67183.72999999997
newton,lorazepam,2016,6999,7757.0,208473,55192.17999999999
newton,lorazepam,2017,7361,8274.5,222535,45608.77000000001
norfolk,alprazolam,2016,219,266.0,7765,760.9399999999999
norfolk,alprazolam,2017,229,291.0,8571,946.79
norfolk,diazepam,2013,17,17.0,510,124.64
norfolk,diazepam,2014,29,29.1,859,213.16
norfolk,diazepam,2015,22,22.0,654,155.85
norfolk,diazepam,2016,13,13.0,386,90.31
norfolk,diazepam,2017,13,13.0,390,166.85
norfolk,lorazepam,2014,65,65.0,1942,681.01
norfolk,lorazepam,2015,107,107.0,2786,994.1700000000001
norfolk,lorazepam,2016,651,823.0,23071,3250.93
norfolk,lorazepam,2017,625,812.6,22450,3079.3800000000006
north adams,alprazolam,2013,175,175.0,2661,718.41
north adams,alprazolam,2014,242,251.0,4613,1272.3200000000002
north adams,alprazolam,2015,178,180.0,2888,838.95
north adams,alprazolam,2016,112,112.0,3080,451.89
north adams,alprazolam,2017,143,154.9,4458,905.7500000000001
north adams,diazepam,2013,89,93.0,1633,818.99
north adams,diazepam,2014,101,109.0,2718,323.21999999999997
north adams,diazepam,2015,89,89.0,1987,325.6
north adams,diazepam,2016,98,116.0,3152,429.36
north adams,diazepam,2017,69,93.0,2375,228.12
north adams,lorazepam,2013,642,677.5,15571,4191.8099999999995
north adams,lorazepam,2014,979,1037.3,24185,5161.3099999999995
north adams,lorazepam,2015,915,947.5,20593,4550.219999999999
north adams,lorazepam,2016,734,773.6,19610,3520.91
north adams,lorazepam,2017,808,844.9,22796,4488.749999999999
north andover,alprazolam,2013,1993,2150.6,60000,17202.86
north andover,alprazolam,2014,2043,2224.7,61551,14879.63
north andover,alprazolam,2015,2151,2342.8,64046,16788.77
north andover,alprazolam,2016,1735,1924.8,54486,12407.539999999999
north andover,alprazolam,2017,1979,2163.0,61272,16340.7
north andover,diazepam,2013,422,446.0,12551,6663.979999999998
north andover,diazepam,2014,407,438.0,12355,6720.049999999999
north andover,diazepam,2015,394,414.0,11868,2205.33
north andover,diazepam,2016,324,346.4,8870,3587.26
north andover,diazepam,2017,408,449.1,10681,7759.499999999999
north andover,lorazepam,2013,1771,1946.5,50667,17827.34
north andover,lorazepam,2014,1832,2025.0,54728,26921.48
north andover,lorazepam,2015,2037,2242.1,60210,42720.560000000005
north andover,lorazepam,2016,1907,2131.3,55515,16513.54
north andover,lorazepam,2017,2145,2324.8,59311,42998.79000000002
north attleborough,alprazolam,2013,148,148.0,4306,898.14
north attleborough,alprazolam,2014,147,163.0,4538,797.03
north attleborough,alprazolam,2015,178,194.0,5031,799.3200000000002
north attleborough,alprazolam,2016,151,169.0,4470,544.15
north attleborough,alprazolam,2017,220,236.0,6572,1048.8899999999999
north attleborough,diazepam,2013,93,97.0,2750,441.49
north attleborough,diazepam,2014,104,105.80000000000001,2926,547.84
north attleborough,diazepam,2015,73,77.3,1912,275.93
north attleborough,diazepam,2016,71,71.0,1901,495.15999999999997
north attleborough,diazepam,2017,72,74.6,2173,444.59000000000003
north attleborough,lorazepam,2013,332,346.0,8626,2577.5699999999997
north attleborough,lorazepam,2014,372,384.0,10338,2498.0
north attleborough,lorazepam,2015,418,422.2,11073,2542.0100000000007
north attleborough,lorazepam,2016,427,431.0,11127,2494.8500000000004
north attleborough,lorazepam,2017,441,446.0,10874,3092.9900000000002
north brookfield,alprazolam,2013,60,60.0,1701,473.61
north brookfield,alprazolam,2014,54,54.0,1516,348.44
north brookfield,alprazolam,2015,54,54.0,1488,244.82
north brookfield,alprazolam,2016,56,64.0,1886,304.44
north brookfield,alprazolam,2017,61,65.0,1938,493.75
north brookfield,diazepam,2013,32,32.0,728,152.61
north brookfield,diazepam,2014,36,36.0,951,225.2
north brookfield,diazepam,2015,17,17.0,459,111.71
north brookfield,diazepam,2016,19,25.0,720,70.82
north brookfield,diazepam,2017,23,25.0,734,47.04
north brookfield,lorazepam,2013,20,20.0,596,329.06
north brookfield,lorazepam,2014,20,20.0,582,109.54
north brookfield,lorazepam,2015,37,41.0,1215,181.42
north brookfield,lorazepam,2016,65,91.8,2739,788.01
north brookfield,lorazepam,2017,55,85.0,2477,645.48
north reading,alprazolam,2013,84,84.0,2387,458.35
north reading,alprazolam,2014,127,136.0,3699,894.71
north reading,alprazolam,2015,103,115.0,3230,1137.16
north reading,alprazolam,2016,85,107.0,3082,909.11
north reading,alprazolam,2017,112,138.0,3772,711.6
north reading,diazepam,2013,37,47.0,861,174.86
north reading,diazepam,2014,11,15.0,409,43.64
north reading,diazepam,2015,20,28.0,718,60.84
north reading,lorazepam,2013,238,257.0,7041,2211.09
north reading,lorazepam,2014,329,344.2,9586,2144.21
north reading,lorazepam,2015,326,346.0,9914,1633.49
north reading,lorazepam,2016,396,428.9,11934,1635.78
north reading,lorazepam,2017,318,370.8,10557,1574.2199999999998
northampton,alprazolam,2013,747,796.3,21995,5669.219999999999
northampton,alprazolam,2014,841,932.0,26692,6025.709999999999
northampton,alprazolam,2015,1134,1226.2,31733,7100.53
northampton,alprazolam,2016,1277,1349.1,34165,7787.860000000001
northampton,alprazolam,2017,1686,1830.9,48404,12281.630000000001
northampton,diazepam,2013,545,568.8,15692,2920.1499999999996
northampton,diazepam,2014,586,604.2,16545,2902.74
northampton,diazepam,2015,739,779.6,21532,3318.3500000000004
northampton,diazepam,2016,725,790.8,21057,4439.579999999998
northampton,diazepam,2017,915,970.0,26035,6180.68
northampton,lorazepam,2013,4563,4704.299999999999,125440,38782.18999999998
northampton,lorazepam,2014,4441,4641.9,123199,31189.359999999993
northampton,lorazepam,2015,4687,4916.600000000001,129100,28390.660000000003
northampton,lorazepam,2016,4964,5324.500000000001,134801,28687.49
northampton,lorazepam,2017,5319,5745.2,144101,29888.190000000006
northborough,alprazolam,2013,253,298.0,8149,2904.24
northborough,alprazolam,2014,187,263.0,7453,2076.83
northborough,alprazolam,2015,177,226.9,6514,1346.76
northborough,alprazolam,2016,282,346.0,9566,1706.77
northborough,alprazolam,2017,346,406.0,11293,2314.16
northborough,diazepam,2013,83,89.0,2050,313.8
northborough,diazepam,2014,119,133.0,3221,599.92
northborough,diazepam,2015,106,118.0,2862,435.51
northborough,diazepam,2016,141,163.5,4020,533.23
northborough,diazepam,2017,184,208.0,5294,872.6
northborough,lorazepam,2013,462,514.6,13600,4590.56
northborough,lorazepam,2014,457,512.2,13516,4078.02
northborough,lorazepam,2015,448,524.0,14233,3550.9799999999996
northborough,lorazepam,2016,603,727.3,19557,4543.370000000001
northborough,lorazepam,2017,760,876.3,23854,4668.54
northbridge,alprazolam,2013,171,198.0,5613,1200.4
northbridge,alprazolam,2014,185,192.0,5058,1029.33
northbridge,alprazolam,2015,187,210.7,5925,2016.5700000000002
northbridge,alprazolam,2016,173,201.0,5747,1797.3700000000001
northbridge,alprazolam,2017,198,224.3,6092,1502.95
northbridge,diazepam,2013,77,77.0,2070,387.15999999999997
northbridge,diazepam,2014,108,108.0,2480,494.36
northbridge,diazepam,2015,69,69.0,1563,248.51
northbridge,diazepam,2016,73,76.0,1688,433.61
northbridge,diazepam,2017,38,38.0,1035,391.22
northbridge,lorazepam,2013,352,380.9,10288,2992.3399999999997
northbridge,lorazepam,2014,371,411.5,10622,2446.34
northbridge,lorazepam,2015,392,451.0,11839,2278.8
northbridge,lorazepam,2016,529,590.0,15352,2541.43
northbridge,lorazepam,2017,554,620.0,15778,2675.71
norton,alprazolam,2013,100,107.2,2663,518.88
norton,alprazolam,2014,73,79.0,1867,382.88
norton,alprazolam,2015,80,90.0,2320,436.72
norton,alprazolam,2016,125,133.0,3088,752.1299999999999
norton,alprazolam,2017,191,195.0,4765,1431.6
norton,diazepam,2013,65,65.0,1728,335.6
norton,diazepam,2014,28,28.0,836,83.68
norton,diazepam,2015,28,28.0,640,132.25
norton,diazepam,2016,44,50.0,1213,184.60999999999999
norton,diazepam,2017,49,56.8,1614,233.79000000000002
norton,lorazepam,2013,289,291.0,7075,2086.92
norton,lorazepam,2014,122,122.0,3029,680.24
norton,lorazepam,2015,153,165.0,3983,684.97
norton,lorazepam,2016,188,194.0,4379,1385.9699999999998
norton,lorazepam,2017,271,273.7,6107,1824.05
norwell,alprazolam,2013,1028,1148.5,28848,6881.0
norwell,alprazolam,2014,1219,1365.6000000000001,34477,7282.8
norwell,alprazolam,2015,1266,1439.1,35964,6715.149999999999
norwell,alprazolam,2016,1279,1460.6,36850,10365.92
norwell,alprazolam,2017,1272,1433.1,35046,6222.39
norwell,diazepam,2013,240,258.0,5881,1163.6200000000001
norwell,diazepam,2014,333,349.9,7675,1459.2599999999998
norwell,diazepam,2015,271,290.9,6971,1123.35
norwell,diazepam,2016,328,359.0,8277,2504.2999999999997
norwell,diazepam,2017,427,471.59999999999997,9569,2009.5300000000002
norwell,lorazepam,2013,917,1032.1,26881,6512.87
norwell,lorazepam,2014,1128,1275.0,31597,6469.04
norwell,lorazepam,2015,1366,1537.3999999999999,38436,8003.989999999999
norwell,lorazepam,2016,1487,1661.0,40933,7290.699999999999
norwell,lorazepam,2017,1567,1736.7,41674,6625.37
norwood,alprazolam,2013,1460,1582.0,42167,11812.680000000002
norwood,alprazolam,2014,1526,1654.7,45213,10931.179999999997
norwood,alprazolam,2015,1304,1475.9,41109,9832.890000000001
norwood,alprazolam,2016,1432,1594.4,44376,8822.689999999999
norwood,alprazolam,2017,1373,1513.1000000000001,41359,9151.1
norwood,diazepam,2013,937,1004.7,26765,6545.7199999999975
norwood,diazepam,2014,958,1017.8000000000001,27264,5899.76
norwood,diazepam,2015,844,901.7,24913,5996.04
norwood,diazepam,2016,804,858.0,23888,4600.910000000001
norwood,diazepam,2017,904,970.0,26666,6093.3099999999995
norwood,lorazepam,2013,4695,5183.0,136921,38198.10999999999
norwood,lorazepam,2014,4912,5472.1,148941,34400.619999999995
norwood,lorazepam,2015,4752,5297.2,145567,32621.729999999996
norwood,lorazepam,2016,4801,5375.0,148739,28689.179999999997
norwood,lorazepam,2017,4980,5574.3,153968,30170.039999999994
oak bluffs,alprazolam,2013,193,208.7,5819,1634.87
oak bluffs,alprazolam,2014,254,280.7,7699,1645.7299999999998
oak bluffs,alprazolam,2015,443,504.5,14190,3377.4000000000005
oak bluffs,alprazolam,2016,400,448.5,12316,2545.01
oak bluffs,alprazolam,2017,289,326.0,8643,1602.31
oak bluffs,diazepam,2013,222,252.0,7163,1462.8
oak bluffs,diazepam,2014,251,271.0,7511,1248.5900000000001
oak bluffs,diazepam,2015,294,313.8,8464,1226.28
oak bluffs,diazepam,2016,321,332.3,9252,1706.62
oak bluffs,diazepam,2017,169,171.0,4902,1453.7
oak bluffs,lorazepam,2013,949,1030.8,28845,7816.009999999998
oak bluffs,lorazepam,2014,1162,1263.0,34653,8123.18
oak bluffs,lorazepam,2015,1401,1551.4,41282,8440.89
oak bluffs,lorazepam,2016,1231,1423.8999999999999,37986,7709.480000000001
oak bluffs,lorazepam,2017,1088,1182.6999999999998,30459,6443.28
orange,alprazolam,2014,14,14.0,398,128.73
orange,alprazolam,2017,19,19.0,470,141.64
orange,diazepam,2017,13,13.0,388,79.32
orange,lorazepam,2013,91,91.0,2391,677.49
orange,lorazepam,2014,72,72.0,1862,433.09
orange,lorazepam,2015,71,71.0,1937,358.42
