town,generic_name,year,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost
fairhaven,alprazolam,2017,976,1111.5,29578,6035.870000000001
fairhaven,diazepam,2013,110,116.0,3316,560.24
fairhaven,diazepam,2014,92,94.0,2689,430.74999999999994
fairhaven,diazepam,2015,125,133.0,3623,1476.1499999999999
fairhaven,diazepam,2016,82,98.0,2750,222.51
fairhaven,diazepam,2017,99,118.0,2949,1291.23
fairhaven,lorazepam,2013,871,921.8,21485,9147.11
fairhaven,lorazepam,2014,1035,1097.0,25194,10304.7
fairhaven,lorazepam,2015,1350,1455.4,33588,10388.09
fairhaven,lorazepam,2016,1619,1744.0,42605,12755.46
fairhaven,lorazepam,2017,1374,1536.8,38032,9346.359999999995
fall river,alprazolam,2013,14068,14611.599999999997,358511,124708.08999999998
fall river,alprazolam,2014,15471,16131.300000000001,388746,121002.53
fall river,alprazolam,2015,16304,17155.7,424161,124605.22000000002
fall river,alprazolam,2016,15734,16684.6,418839,110589.64000000003
fall river,alprazolam,2017,15550,16414.9,406576,124898.92999999995
fall river,diazepam,2013,6189,6341.0,154688,41096.259999999995
fall river,diazepam,2014,6307,6452.800000000001,158698,35956.869999999995
fall river,diazepam,2015,5822,5968.6,152244,32774.69
fall river,diazepam,2016,5542,5742.1,147264,41655.21
fall river,diazepam,2017,5253,5503.4,141791,40987.00999999998
fall river,lorazepam,2013,13233,14142.5,376355,130262.02
fall river,lorazepam,2014,14525,15661.4,424019,117710.32999999994
fall river,lorazepam,2015,15344,16636.5,448421,109571.39000000001
fall river,lorazepam,2016,15779,17186.800000000003,465936,102948.66000000003
fall river,lorazepam,2017,15837,17148.399999999998,463523,100964.88000000003
falmouth,alprazolam,2013,674,731.5999999999999,18001,4565.900000000001
falmouth,alprazolam,2014,672,703.5,17833,4059.7099999999996
falmouth,alprazolam,2015,746,808.9,21690,5348.200000000001
falmouth,alprazolam,2016,703,784.5,20810,3983.6699999999996
falmouth,alprazolam,2017,654,741.4,20396,4186.169999999999
falmouth,diazepam,2013,234,244.0,6458,5052.28
falmouth,diazepam,2014,215,229.4,5937,2869.1299999999997
falmouth,diazepam,2015,224,256.0,6643,3795.62
falmouth,diazepam,2016,233,256.0,6429,2201.44
falmouth,diazepam,2017,256,273.0,6699,1736.3500000000004
falmouth,lorazepam,2013,2092,2261.2,51604,16783.709999999995
falmouth,lorazepam,2014,1886,2025.3000000000002,48262,12611.800000000005
falmouth,lorazepam,2015,2072,2219.0,53966,13527.050000000001
falmouth,lorazepam,2016,2146,2269.8999999999996,53695,14611.930000000002
falmouth,lorazepam,2017,2297,2440.8,58612,15900.869999999997
fitchburg,alprazolam,2013,666,747.3,20881,6907.6900000000005
fitchburg,alprazolam,2014,779,855.8,23332,5127.7
fitchburg,alprazolam,2015,823,905.6,25089,5922.5
fitchburg,alprazolam,2016,797,872.0999999999999,24062,5185.83
fitchburg,alprazolam,2017,1209,1314.3,36690,7648.579999999999
fitchburg,diazepam,2013,600,628.6999999999999,17467,3425.23
fitchburg,diazepam,2014,581,614.0,16796,2956.48
fitchburg,diazepam,2015,612,639.7,17067,2702.44
fitchburg,diazepam,2016,572,602.8000000000001,16710,2163.49
fitchburg,diazepam,2017,629,672.7,18556,3279.68
fitchburg,lorazepam,2013,2933,3172.7999999999997,83453,21230.11
fitchburg,lorazepam,2014,3042,3364.1,91520,16381.300000000001
fitchburg,lorazepam,2015,3110,3423.1000000000004,92826,17096.660000000003
fitchburg,lorazepam,2016,2841,3128.6,82563,12157.8
fitchburg,lorazepam,2017,3152,3458.8,92293,15477.38
foxborough,alprazolam,2013,423,477.0,13316,3479.61
foxborough,alprazolam,2014,506,575.0,16224,3366.7499999999995
foxborough,alprazolam,2015,558,649.0,18474,4040.2299999999996
foxborough,alprazolam,2016,446,505.2,14311,2855.4999999999995
foxborough,alprazolam,2017,532,644.2,17957,3729.0200000000004
foxborough,diazepam,2013,214,226.0,4728,3330.09
foxborough,diazepam,2014,196,210.0,5165,5701.47
foxborough,diazepam,2015,200,200.0,4755,2609.6400000000003
foxborough,diazepam,2016,198,209.0,5022,2306.6
foxborough,diazepam,2017,214,239.0,5729,1909.6799999999996
foxborough,lorazepam,2013,1393,1614.5,42112,9136.85
foxborough,lorazepam,2014,1643,1943.5,51449,9668.260000000002
foxborough,lorazepam,2015,1832,2130.2,57439,10468.560000000001
foxborough,lorazepam,2016,1768,2005.9999999999998,52632,10641.320000000002
foxborough,lorazepam,2017,1717,1943.0,50251,10008.13
framingham,alprazolam,2013,1836,2137.6000000000004,58946,13290.869999999997
framingham,alprazolam,2014,1948,2239.3999999999996,60928,11562.060000000003
framingham,alprazolam,2015,2440,2758.4999999999995,72796,14629.700000000003
framingham,alprazolam,2016,3050,3415.7999999999997,91147,16649.880000000005
framingham,alprazolam,2017,2806,3125.1,83077,17021.9
framingham,diazepam,2013,777,849.5,22183,4143.01
framingham,diazepam,2014,756,824.8,21368,10526.130000000001
framingham,diazepam,2015,802,867.9,23474,12639.239999999998
framingham,diazepam,2016,848,924.6,25278,4156.499999999999
framingham,diazepam,2017,1034,1149.2,29429,6006.06
framingham,lorazepam,2013,3085,3400.9000000000005,92860,24285.799999999992
framingham,lorazepam,2014,3354,3708.7999999999997,98961,20393.149999999987
framingham,lorazepam,2015,3714,4106.5,111568,22417.420000000013
framingham,lorazepam,2016,4467,5003.400000000001,136847,23102.340000000015
framingham,lorazepam,2017,4794,5370.100000000001,145168,23716.940000000006
franklin,alprazolam,2013,733,775.9,21362,5713.55
franklin,alprazolam,2014,667,691.0,19439,4637.360000000001
franklin,alprazolam,2015,784,818.6,23079,6928.8099999999995
franklin,alprazolam,2016,851,886.2,24353,5448.2
franklin,alprazolam,2017,803,882.2,24410,5214.040000000001
franklin,diazepam,2013,410,434.7,12235,2999.7200000000003
franklin,diazepam,2014,454,485.9,13466,2611.2
franklin,diazepam,2015,380,390.0,11082,1859.94
franklin,diazepam,2016,395,414.0,11038,1918.46
franklin,diazepam,2017,456,470.3,12549,2732.07
franklin,lorazepam,2013,669,725.0,19220,5521.200000000001
franklin,lorazepam,2014,732,745.1,18775,4920.24
franklin,lorazepam,2015,781,821.0,20754,4438.870000000001
franklin,lorazepam,2016,956,1014.7,27210,5880.900000000001
franklin,lorazepam,2017,1076,1140.8999999999999,30060,6000.290000000001
gardner,alprazolam,2013,331,355.5,9716,2454.9700000000003
gardner,alprazolam,2014,422,474.5,13604,2465.6600000000003
gardner,alprazolam,2015,373,406.8,10955,2252.4199999999996
gardner,alprazolam,2016,406,439.4,11785,2070.85
gardner,alprazolam,2017,419,442.7,12104,3002.7699999999995
gardner,diazepam,2013,304,308.0,8193,1321.5
gardner,diazepam,2014,351,361.0,8828,2122.45
gardner,diazepam,2015,403,413.3,10557,1496.6599999999999
gardner,diazepam,2016,380,388.20000000000005,9588,1340.9799999999998
gardner,diazepam,2017,387,403.7,9437,1548.9700000000003
gardner,lorazepam,2013,1786,1899.9,47688,13120.700000000003
gardner,lorazepam,2014,1733,1840.5,44937,9865.78
gardner,lorazepam,2015,1660,1760.1999999999998,44438,9947.539999999999
gardner,lorazepam,2016,1827,1983.2,51070,7897.8899999999985
gardner,lorazepam,2017,1686,1825.8,46155,7996.42
georgetown,alprazolam,2013,54,62.9,1707,269.37
georgetown,alprazolam,2014,56,66.6,1838,269.41999999999996
georgetown,alprazolam,2015,33,33.0,970,269.33
georgetown,alprazolam,2016,60,71.0,2005,269.49
georgetown,alprazolam,2017,238,248.0,7341,2018.42
georgetown,diazepam,2013,33,33.7,846,207.01
georgetown,diazepam,2014,16,16.0,454,93.88
georgetown,diazepam,2015,14,14.0,395,56.33
georgetown,diazepam,2016,12,12.0,360,42.27
georgetown,diazepam,2017,49,49.0,1411,412.95
georgetown,lorazepam,2013,154,190.0,5311,1211.95
georgetown,lorazepam,2014,171,223.0,6142,1133.1399999999999
georgetown,lorazepam,2015,66,78.0,2174,335.88
georgetown,lorazepam,2016,94,108.0,3007,461.28999999999996
georgetown,lorazepam,2017,183,202.0,5700,918.96
gloucester,alprazolam,2013,720,794.7,20549,4582.33
gloucester,alprazolam,2014,722,765.7,19846,4180.57
gloucester,alprazolam,2015,740,777.3000000000001,20597,4074.7700000000004
gloucester,alprazolam,2016,848,886.0000000000001,23612,4120.650000000001
gloucester,alprazolam,2017,950,1007.4000000000001,27572,5066.910000000001
gloucester,diazepam,2013,270,284.0,7266,1818.3500000000001
gloucester,diazepam,2014,255,267.5,6697,1315.29
gloucester,diazepam,2015,304,308.79999999999995,7421,1328.12
gloucester,diazepam,2016,328,332.1,8305,1319.02
gloucester,diazepam,2017,373,386.7,9195,1630.79
gloucester,lorazepam,2013,2025,2093.2,49149,14562.899999999998
gloucester,lorazepam,2014,2295,2364.3999999999996,57564,15684.74
gloucester,lorazepam,2015,2275,2351.3999999999996,58809,13018.220000000001
gloucester,lorazepam,2016,2024,2107.2,52198,10106.68
gloucester,lorazepam,2017,2342,2450.7,60103,11763.47
goshen,alprazolam,2013,39,39.0,990,244.0
goshen,alprazolam,2015,41,43.0,1158,679.27
goshen,alprazolam,2016,77,84.0,1945,434.66999999999996
goshen,alprazolam,2017,126,130.0,3373,758.87
goshen,diazepam,2014,13,13.0,390,41.97
goshen,diazepam,2017,66,67.0,1890,392.86
goshen,lorazepam,2013,103,103.5,2649,1234.58
goshen,lorazepam,2015,75,75.0,1902,809.4
goshen,lorazepam,2016,175,191.0,4826,910.4200000000001
goshen,lorazepam,2017,243,281.0,7491,825.2
grafton,alprazolam,2013,126,140.0,4165,1156.49
grafton,alprazolam,2014,102,125.0,3627,709.2399999999999
grafton,alprazolam,2015,99,125.0,3727,844.17
grafton,alprazolam,2016,122,152.0,4466,945.67
grafton,alprazolam,2017,162,207.4,5961,1507.4699999999998
grafton,diazepam,2013,134,156.0,4519,657.8199999999999
grafton,diazepam,2014,119,137.0,3907,430.87
grafton,diazepam,2015,89,117.0,3430,295.31
grafton,diazepam,2016,117,155.0,4595,418.68
grafton,diazepam,2017,100,132.0,3708,435.17
grafton,lorazepam,2013,502,596.0,16730,4211.870000000001
grafton,lorazepam,2014,537,654.7,18813,4085.63
grafton,lorazepam,2015,523,659.8,19061,2794.68
grafton,lorazepam,2016,525,701.2,20524,3295.61
grafton,lorazepam,2017,533,670.0,19747,3309.35
great barrington,alprazolam,2013,274,285.5,7653,1867.86
great barrington,alprazolam,2014,305,323.0,8589,2561.6099999999997
great barrington,alprazolam,2015,242,261.0,7052,2330.7400000000002
great barrington,alprazolam,2016,311,351.2,9519,2802.8100000000004
great barrington,alprazolam,2017,338,384.70000000000005,10502,2534.7400000000002
great barrington,diazepam,2013,217,225.7,5506,6275.34
great barrington,diazepam,2014,220,221.60000000000002,4698,7080.75
great barrington,diazepam,2015,195,212.9,5038,10118.49
great barrington,diazepam,2016,215,244.0,5929,12274.66
great barrington,diazepam,2017,223,248.0,6071,7616.49
great barrington,lorazepam,2013,1280,1338.3,36322,11277.960000000001
great barrington,lorazepam,2014,1218,1298.4,35140,9432.44
great barrington,lorazepam,2015,1247,1315.0,35596,7680.620000000001
great barrington,lorazepam,2016,1291,1404.4,36869,6791.1100000000015
great barrington,lorazepam,2017,1557,1706.8000000000002,44042,7973.759999999999
greenfield,alprazolam,2013,296,296.0,6819,1766.6299999999999
greenfield,alprazolam,2014,450,454.0,11337,2327.2
greenfield,alprazolam,2015,512,527.0,13088,3286.1200000000003
greenfield,alprazolam,2016,734,772.6,18981,3478.0600000000004
greenfield,alprazolam,2017,596,615.0,14092,3466.08
greenfield,diazepam,2013,223,228.3,5600,1337.12
greenfield,diazepam,2014,305,313.3,7977,1608.0800000000002
greenfield,diazepam,2015,365,370.8,9738,1564.8399999999997
greenfield,diazepam,2016,345,349.7,9043,1750.3899999999999
greenfield,diazepam,2017,336,345.0,9070,2521.58
greenfield,lorazepam,2013,1482,1561.6,40009,12781.880000000001
greenfield,lorazepam,2014,1542,1626.6,42406,10693.810000000001
greenfield,lorazepam,2015,1612,1727.5,44210,10840.779999999999
greenfield,lorazepam,2016,1593,1682.4,43071,8173.5199999999995
greenfield,lorazepam,2017,1711,1788.1999999999998,44593,8095.010000000001
groton,alprazolam,2013,94,100.0,2677,461.18
groton,alprazolam,2014,72,80.0,2151,379.45
groton,alprazolam,2015,127,133.0,3580,521.61
groton,alprazolam,2016,146,157.5,4247,434.09999999999997
groton,alprazolam,2017,119,126.0,3168,532.6700000000001
groton,diazepam,2013,73,73.0,1797,2428.11
groton,diazepam,2014,125,125.0,3378,2542.65
groton,diazepam,2015,106,106.0,2754,2464.8599999999997
groton,diazepam,2016,119,119.0,3243,2687.89
groton,diazepam,2017,103,103.0,2729,3488.78
groton,lorazepam,2013,173,197.5,4787,1219.35
groton,lorazepam,2014,172,205.7,5363,1201.62
groton,lorazepam,2015,164,194.5,5044,1038.9599999999998
groton,lorazepam,2016,209,223.0,5733,1132.81
groton,lorazepam,2017,277,299.0,7701,1636.5500000000002
groveland,alprazolam,2017,20,20.0,600,200.22
groveland,lorazepam,2014,11,12.0,360,62.55
groveland,lorazepam,2017,13,13.0,390,60.81
hadley,alprazolam,2013,218,226.0,6058,1788.67
hadley,alprazolam,2014,241,255.5,7127,1845.94
hadley,alprazolam,2015,234,236.7,6562,1853.6
hadley,alprazolam,2016,263,279.9,7814,1330.6899999999998
hadley,alprazolam,2017,337,373.0,10549,2455.58
hadley,diazepam,2013,330,345.5,9440,2418.53
hadley,diazepam,2014,363,373.0,10164,2263.1400000000003
hadley,diazepam,2015,309,313.6,8495,1529.63
hadley,diazepam,2016,389,407.0,11427,2282.8799999999997
hadley,diazepam,2017,386,400.0,10638,2454.28
hadley,lorazepam,2013,915,963.8,25050,7734.960000000001
hadley,lorazepam,2014,1080,1148.5000000000002,30840,6844.759999999998
hadley,lorazepam,2015,1397,1492.9,40815,7797.7699999999995
hadley,lorazepam,2016,1446,1555.6999999999998,41512,6496.009999999999
hadley,lorazepam,2017,1461,1545.3000000000002,40379,6934.410000000002
halifax,alprazolam,2013,140,148.0,3812,987.47
halifax,alprazolam,2014,148,164.0,4462,992.76
halifax,alprazolam,2015,181,199.0,5303,1371.22
halifax,alprazolam,2016,224,243.0,6468,1226.28
halifax,alprazolam,2017,252,259.0,6955,1680.01
halifax,diazepam,2014,44,44.0,1023,484.71999999999997
halifax,diazepam,2015,32,34.0,880,753.35
halifax,diazepam,2016,65,71.0,1847,770.89
halifax,diazepam,2017,77,82.0,2116,805.88
halifax,lorazepam,2013,180,188.8,4897,1277.29
halifax,lorazepam,2014,199,211.1,5221,1036.25
halifax,lorazepam,2015,211,233.0,6004,1144.81
halifax,lorazepam,2016,208,230.1,6240,1213.77
halifax,lorazepam,2017,241,255.3,6799,1528.1
hamilton,alprazolam,2013,328,383.3,10057,2198.3
hamilton,alprazolam,2014,308,356.0,9040,1690.5500000000002
hamilton,alprazolam,2015,335,392.3,10521,2059.99
hamilton,alprazolam,2016,375,432.7,11157,2184.68
hamilton,alprazolam,2017,346,403.3,10839,2187.55
hamilton,diazepam,2013,219,219.0,5329,1509.3
hamilton,diazepam,2014,199,199.0,5093,992.76
hamilton,diazepam,2015,219,219.0,5705,1282.2299999999998
hamilton,diazepam,2016,200,204.0,5328,2040.3300000000002
hamilton,diazepam,2017,152,154.0,4091,2053.2700000000004
hamilton,lorazepam,2013,610,672.0999999999999,16551,4360.139999999999
hamilton,lorazepam,2014,680,731.7,17490,3670.15
hamilton,lorazepam,2015,670,715.7,17557,3067.67
hamilton,lorazepam,2016,721,804.5,19263,3410.62
hamilton,lorazepam,2017,606,674.8,16458,2909.63
hanover,alprazolam,2013,62,66.0,1904,422.13
hanover,alprazolam,2014,51,53.0,1458,381.6
hanover,alprazolam,2015,145,146.0,3311,659.5799999999999
hanover,alprazolam,2016,247,247.0,5677,987.4200000000001
hanover,alprazolam,2017,234,246.5,5554,1205.3500000000001
hanover,diazepam,2013,59,59.0,1167,184.16
hanover,diazepam,2014,15,15.0,308,42.48
hanover,diazepam,2015,18,18.0,410,71.64
hanover,diazepam,2016,64,68.0,1948,419.09999999999997
hanover,diazepam,2017,96,98.0,2752,695.98
hanover,lorazepam,2013,277,283.5,7278,2290.47
hanover,lorazepam,2014,203,214.0,5213,1474.1499999999996
hanover,lorazepam,2015,235,254.6,6319,1626.9000000000003
hanover,lorazepam,2016,338,384.6,9998,2123.79
hanover,lorazepam,2017,387,435.9,11703,1842.8200000000002
hanson,alprazolam,2013,33,39.0,1079,230.22
hanson,alprazolam,2014,53,61.0,1489,266.55
hanson,alprazolam,2015,32,43.0,1162,104.94
hanson,alprazolam,2016,91,103.0,2934,560.22
hanson,alprazolam,2017,42,42.0,1230,252.23
hanson,lorazepam,2013,26,30.0,773,108.74
hanson,lorazepam,2014,40,44.0,1237,155.3
hanson,lorazepam,2015,62,62.0,1594,253.69
hanson,lorazepam,2016,135,135.0,3509,485.90999999999997
hanson,lorazepam,2017,59,61.0,1571,250.38
hardwick,alprazolam,2013,18,18.0,481,113.03
hardwick,alprazolam,2014,44,44.0,1229,363.90999999999997
hardwick,alprazolam,2016,13,13.0,307,58.28
hardwick,diazepam,2013,62,70.0,1233,890.22
hardwick,diazepam,2014,47,49.0,1120,193.38
hardwick,diazepam,2016,15,15.0,400,22.46
hardwick,diazepam,2017,12,12.0,360,40.88
hardwick,lorazepam,2013,139,157.0,4518,1536.53
hardwick,lorazepam,2014,137,147.0,3930,936.5799999999999
hardwick,lorazepam,2016,183,187.2,4820,581.87
hardwick,lorazepam,2017,190,206.0,5835,996.69
harvard,alprazolam,2013,59,63.0,1670,336.49
harvard,alprazolam,2014,155,168.2,4281,1296.88
harvard,alprazolam,2015,143,155.5,4102,866.77
harvard,alprazolam,2016,138,149.5,3653,514.74
harvard,alprazolam,2017,130,154.0,3933,863.08
harvard,diazepam,2013,45,50.0,1460,146.29000000000002
harvard,diazepam,2014,48,48.0,1440,138.57999999999998
harvard,diazepam,2015,92,102.0,2909,250.77
harvard,diazepam,2016,70,70.0,1503,149.79999999999998
harvard,diazepam,2017,115,127.0,2932,598.89
harvard,lorazepam,2013,206,220.5,6197,1540.74
harvard,lorazepam,2014,302,314.0,8969,1752.48
harvard,lorazepam,2015,511,564.0,16005,2812.25
harvard,lorazepam,2016,510,530.5,14200,2586.08
harvard,lorazepam,2017,544,568.0,15198,2602.7799999999997
harwich,alprazolam,2013,425,462.1,11649,2384.3900000000003
harwich,alprazolam,2014,522,571.6,14292,3601.0799999999995
harwich,alprazolam,2015,580,613.0,15819,4142.129999999999
harwich,alprazolam,2016,576,629.7,16947,3203.8699999999994
harwich,alprazolam,2017,559,635.2,17248,3090.3900000000003
harwich,diazepam,2013,143,157.0,3942,718.75
harwich,diazepam,2014,177,196.9,5028,816.55
harwich,diazepam,2015,185,189.3,5235,810.5
harwich,diazepam,2016,199,203.0,5334,1078.55
harwich,diazepam,2017,220,231.0,6416,1199.1
harwich,lorazepam,2013,930,1097.5,28851,7416.910000000001
harwich,lorazepam,2014,968,1124.2,29311,6567.72
harwich,lorazepam,2015,1017,1160.2,30779,6362.790000000001
harwich,lorazepam,2016,1179,1318.7,34752,6247.19
harwich,lorazepam,2017,1140,1292.5,34783,5676.79
hatfield,alprazolam,2015,21,21.0,515,129.33
hatfield,alprazolam,2017,14,14.0,319,286.89
hatfield,diazepam,2013,35,35.0,918,255.52
hatfield,diazepam,2014,47,47.0,971,250.6
hatfield,diazepam,2017,35,35.0,916,357.81
hatfield,lorazepam,2013,95,95.0,1758,718.83
hatfield,lorazepam,2014,143,143.0,3252,1197.6
hatfield,lorazepam,2015,119,119.0,2804,1237.86
hatfield,lorazepam,2016,154,158.0,3071,1359.04
hatfield,lorazepam,2017,113,114.0,1778,1047.83
haverhill,alprazolam,2013,1411,1502.8000000000002,40459,9528.2
haverhill,alprazolam,2014,1945,2058.6,55821,12462.150000000001
haverhill,alprazolam,2015,2221,2380.3,67600,15194.710000000003
haverhill,alprazolam,2016,2228,2351.0,67111,13454.119999999999
haverhill,alprazolam,2017,2325,2479.8999999999996,71153,15944.82
haverhill,diazepam,2013,300,301.0,8185,1800.9400000000003
haverhill,diazepam,2014,524,539.0,14854,2711.35
haverhill,diazepam,2015,508,513.0,13565,3403.8300000000004
haverhill,diazepam,2016,472,483.5,13760,2683.5800000000004
haverhill,diazepam,2017,449,483.0,13850,2997.73
haverhill,lorazepam,2013,2234,2383.2,60002,21028.31
haverhill,lorazepam,2014,3013,3191.1,83456,26832.450000000008
haverhill,lorazepam,2015,3132,3303.8,88558,25722.56
haverhill,lorazepam,2016,2865,3085.5,84422,22534.679999999997
haverhill,lorazepam,2017,2780,3025.5,82714,21205.78
hingham,alprazolam,2013,684,750.8000000000001,20646,5425.540000000001
hingham,alprazolam,2014,794,882.0,25125,5900.87
hingham,alprazolam,2015,834,907.8,25795,7100.06
hingham,alprazolam,2016,898,978.5,27542,7100.209999999999
hingham,alprazolam,2017,942,1046.0,29733,7693.080000000001
hingham,diazepam,2013,157,167.0,4839,1165.6000000000001
hingham,diazepam,2014,197,199.0,5513,1189.48
hingham,diazepam,2015,285,296.0,8204,1602.3099999999997
hingham,diazepam,2016,286,300.3,8670,1750.85
hingham,diazepam,2017,250,262.0,7640,1779.89
hingham,lorazepam,2013,1164,1273.7,33855,31674.269999999997
hingham,lorazepam,2014,1297,1441.2,39173,45678.3
hingham,lorazepam,2015,1205,1340.6,36493,77252.62
hingham,lorazepam,2016,1430,1600.6,44562,111433.98
hingham,lorazepam,2017,1644,1828.8,51245,65204.4
holbrook,alprazolam,2013,70,76.0,2008,571.76
holbrook,alprazolam,2014,55,69.0,1849,365.37
holbrook,alprazolam,2015,42,59.0,1665,275.46
holbrook,alprazolam,2016,45,52.3,1520,158.86
holbrook,alprazolam,2017,17,20.2,479,60.23
holbrook,diazepam,2014,14,14.0,370,45.28
holbrook,diazepam,2015,14,14.0,320,28.13
holbrook,diazepam,2017,12,12.0,355,62.78
holbrook,lorazepam,2013,23,23.0,643,94.99
holbrook,lorazepam,2014,18,28.0,840,115.29
holbrook,lorazepam,2015,18,27.0,714,82.99
holbrook,lorazepam,2016,40,48.0,1221,121.21
holbrook,lorazepam,2017,32,38.0,1073,109.72999999999999
holden,alprazolam,2013,177,201.7,5852,1121.3700000000001
holden,alprazolam,2014,186,200.0,5345,1038.17
holden,alprazolam,2015,169,187.3,5105,552.51
holden,alprazolam,2016,173,187.0,5412,521.6899999999999
holden,alprazolam,2017,223,255.0,7135,804.96
holden,diazepam,2013,176,184.3,4957,757.93
holden,diazepam,2014,161,170.0,4174,619.7299999999999
holden,diazepam,2015,149,155.0,4380,495.7
holden,diazepam,2016,164,174.0,4768,816.55
holden,diazepam,2017,173,188.0,5527,723.46
holden,lorazepam,2013,456,516.2,13385,3478.85
holden,lorazepam,2014,632,701.0,17955,3641.7599999999998
holden,lorazepam,2015,539,588.0,15849,2884.1299999999997
holden,lorazepam,2016,572,608.0,15267,2454.2400000000002
holden,lorazepam,2017,758,801.3,20015,3657.8
holliston,alprazolam,2013,159,164.0,3902,634.9
holliston,alprazolam,2014,240,247.0,5953,966.74
holliston,alprazolam,2015,220,246.0,6349,978.6600000000001
holliston,alprazolam,2016,168,190.0,4478,935.35
holliston,alprazolam,2017,176,204.0,4945,913.01
holliston,diazepam,2013,54,54.0,1515,215.23000000000002
holliston,diazepam,2014,77,78.0,2113,280.31
holliston,diazepam,2015,52,52.0,1380,218.25
holliston,diazepam,2016,60,60.0,1680,212.57
holliston,diazepam,2017,44,49.0,1417,178.93
holliston,lorazepam,2013,115,128.0,3509,704.45
holliston,lorazepam,2014,188,211.0,5216,1438.6399999999999
holliston,lorazepam,2015,167,181.9,4743,1198.7800000000002
holliston,lorazepam,2016,244,266.0,6253,1725.63
holliston,lorazepam,2017,199,202.0,4340,1588.2200000000003
holyoke,alprazolam,2013,1221,1327.6,37174,9672.399999999996
holyoke,alprazolam,2014,1345,1486.0,41967,9767.310000000001
holyoke,alprazolam,2015,1631,1794.5,50387,11558.249999999998
holyoke,alprazolam,2016,1656,1857.9,51798,12239.009999999998
holyoke,alprazolam,2017,1705,1945.2,53962,12383.959999999997
holyoke,diazepam,2013,1281,1332.0,34430,18796.12
holyoke,diazepam,2014,1217,1270.7,32953,15719.400000000003
holyoke,diazepam,2015,1118,1162.0,29294,16609.829999999998
holyoke,diazepam,2016,925,956.0,24901,18242.129999999997
holyoke,diazepam,2017,962,1007.7,27750,19342.899999999998
holyoke,lorazepam,2013,4781,5147.8,142657,41881.150000000016
holyoke,lorazepam,2014,4757,5157.7,142411,35601.799999999996
holyoke,lorazepam,2015,5445,5824.4,156746,39197.04
holyoke,lorazepam,2016,5218,5808.099999999999,158836,33901.62
holyoke,lorazepam,2017,5615,6211.9,169674,35335.840000000004
hopedale,alprazolam,2013,143,157.0,4530,958.9000000000001
hopedale,alprazolam,2014,156,163.0,4742,880.0899999999999
hopedale,alprazolam,2015,167,171.6,5004,979.2700000000001
hopedale,alprazolam,2016,200,200.0,5731,1075.45
hopedale,alprazolam,2017,135,141.0,4108,660.09
hopedale,diazepam,2013,136,149.5,4240,822.7199999999999
hopedale,diazepam,2014,143,153.1,4277,833.17
hopedale,diazepam,2015,214,224.0,6351,3047.86
hopedale,diazepam,2016,207,213.0,6093,2025.73
hopedale,diazepam,2017,217,228.0,6645,2035.84
hopedale,lorazepam,2013,194,200.0,5261,1358.8000000000002
hopedale,lorazepam,2014,165,179.0,4897,1082.69
hopedale,lorazepam,2015,209,212.0,5609,1171.98
hopedale,lorazepam,2016,312,324.0,8627,38148.420000000006
hopedale,lorazepam,2017,267,278.90000000000003,7345,1529.3
hopkinton,alprazolam,2013,28,46.5,1325,197.24
hopkinton,alprazolam,2014,36,36.0,344,106.08
hopkinton,alprazolam,2015,60,64.0,1679,267.0
hopkinton,alprazolam,2016,121,135.5,3557,805.3499999999999
hopkinton,alprazolam,2017,99,101.0,2688,649.25
hopkinton,diazepam,2014,17,17.0,476,143.01
hopkinton,diazepam,2015,26,30.0,841,120.0
hopkinton,diazepam,2016,34,38.1,1028,368.66999999999996
hopkinton,diazepam,2017,46,54.3,1321,366.19
hopkinton,lorazepam,2013,139,165.0,4603,1543.77
hopkinton,lorazepam,2014,157,161.0,4668,1008.4399999999999
hopkinton,lorazepam,2015,212,232.0,6538,1058.59
hopkinton,lorazepam,2016,248,284.0,7751,1598.3100000000002
hopkinton,lorazepam,2017,211,225.0,6127,974.54
hudson,alprazolam,2013,142,158.2,4315,826.2399999999999
hudson,alprazolam,2014,123,146.2,3792,781.79
hudson,alprazolam,2015,87,97.0,2678,335.62
hudson,alprazolam,2016,78,90.0,2411,165.17999999999998
hudson,alprazolam,2017,74,83.0,1996,408.57
hudson,diazepam,2013,56,59.5,1364,193.9
hudson,diazepam,2014,59,63.0,1468,218.62
hudson,diazepam,2015,59,61.5,1307,132.81
hudson,diazepam,2016,39,39.5,955,171.33
hudson,diazepam,2017,66,66.5,1630,301.43
hudson,lorazepam,2013,616,738.5,18206,4932.030000000001
hudson,lorazepam,2014,679,809.9000000000001,20209,4702.15
hudson,lorazepam,2015,680,802.0,19530,4934.139999999999
hudson,lorazepam,2016,575,692.5000000000001,17084,3262.5800000000004
hudson,lorazepam,2017,550,651.1,15933,3444.4000000000005
hull,alprazolam,2013,70,78.0,2222,418.39
hull,alprazolam,2014,57,65.0,1700,324.79
hull,alprazolam,2015,41,41.0,1088,592.85
hull,alprazolam,2016,65,68.3,2006,356.55
hull,alprazolam,2017,112,124.3,3419,1050.1100000000001
hull,diazepam,2017,13,13.0,223,59.22
hull,lorazepam,2013,100,104.0,2909,773.63
hull,lorazepam,2014,101,101.0,2797,606.36
hull,lorazepam,2015,54,54.0,1525,501.21
hull,lorazepam,2016,76,76.0,2030,433.0
