city_death,2014,2015,2016,2017,2018,tot_pop_13,tot_pop_14,tot_pop_15,tot_pop_16,tot_pop_17,over_65_count,over_65_prop,med_house_inc,mean_house_inc,less_than_hs_ed,at_or_below_pov_prop,pop_struggling_prop,urb_v_rur,town_status
sandisfield,0,0,0,0,0,891.0,883.0,875.0,867.0,859,235,0.27357392316647267,68636.0,93702.14723926381,8.562197092084006,0.04130162703379224,0.11514392991239049,rural,uncertain
sandwich,0,2,4,1,4,20544.85714285714,20508.14285714286,20471.428571428572,20434.714285714286,20398,4855,0.23801353073830767,88429.35714285714,108130.06554209745,2.8660057994470294,0.056857681994239746,0.08759559042606019,rural,shrunk
saugus,7,2,8,4,11,27231.85714285714,27433.14285714286,27634.428571428572,27835.714285714286,28037,6450,0.23005314405963548,83193.25,97166.11484797337,9.416114472294247,0.08133678681919562,0.09086984675156486,rural,grown
savoy,0,0,0,0,0,722.8571428571429,733.1428571428571,743.4285714285714,753.7142857142857,764,173,0.22643979057591623,55375.0,68215.8878504673,16.007194244604317,0.08377659574468085,0.22872340425531915,rural,grown
scituate,1,4,2,0,1,18286.428571428572,18337.571428571428,18388.714285714286,18439.85714285714,18491,4110,0.22227029365637338,110401.23076923077,144489.9338725979,3.11999389732245,0.04240571958740381,0.04775418872455384,rural,grown
seekonk,2,1,1,1,1,14251.285714285714,14427.714285714286,14604.142857142857,14780.57142857143,14957,3309,0.2212342047201979,83507.18181818182,104439.3737176638,7.4415308291991495,0.05503481521156936,0.07244242099625067,rural,grown
sharon,1,0,1,1,1,17883.285714285714,17973.714285714286,18064.14285714286,18154.571428571428,18245,3176,0.1740750890654974,132555.63636363635,172544.30534346262,2.199786587868341,0.019871195023944514,0.04348544063411681,rural,grown
sheffield,0,0,0,0,1,3228.285714285714,3218.714285714286,3209.1428571428573,3199.5714285714284,3190,897,0.2811912225705329,66398.25,92018.4507265941,8.588235294117647,0.0871473354231975,0.15862068965517243,rural,uncertain
shelburne,1,0,0,0,0,1911.0,1917.0,1923.0,1929.0,1935,567,0.2930232558139535,59590.5,100208.54709666764,8.664495114006515,0.08503937007874016,0.12913385826771653,rural,uncertain
sherborn,1,1,1,1,1,4197.428571428572,4223.571428571428,4249.714285714285,4275.857142857143,4302,756,0.17573221757322174,174861.0,223038.85641166402,1.2358757062146892,0.04160855416085542,0.037192003719200374,rural,grown
shirley,1,0,0,1,0,7365.714285714285,7417.285714285715,7468.857142857143,7520.428571428572,7572,1146,0.15134706814580032,72700.66666666667,92460.11341036965,12.613556953179595,0.10257672739208928,0.149351715082882,rural,grown
shrewsbury,1,1,3,7,5,36082.857142857145,36241.142857142855,36399.42857142857,36557.71428571428,36716,6235,0.16981697352652794,110810.52631578948,127975.96623358589,5.927908202570652,0.04578253976931067,0.06595419012737112,rural,grown
shutesbury,0,0,0,0,0,1762.857142857143,1760.142857142857,1757.4285714285713,1754.7142857142858,1752,316,0.18036529680365296,76927.0,91552.4899057874,1.6470588235294117,0.11308840413318025,0.14006888633754305,rural,uncertain
somerset,1,1,1,2,2,18204.428571428572,18217.571428571428,18230.714285714286,18243.85714285714,18257,4622,0.25316317029084734,67089.27272727272,81864.54498429019,12.921673664398437,0.06734512290067846,0.08363919475030586,rural,grown
somerville,14,15,19,12,8,77566.42857142857,78170.57142857143,78774.71428571429,79378.85714285714,79983,8558,0.10699773701911656,90211.8125,106057.79684780173,9.588972263164948,0.12441014104901162,0.1243584273875551,urban,grown
south hadley,0,1,2,1,0,17609.571428571428,17641.428571428572,17673.285714285714,17705.14285714286,17737,3448,0.19439589558549925,71282.53846153847,84786.67483027573,6.469391215872477,0.10375319316172137,0.11036876924084627,rural,grown
southampton,0,0,1,0,0,5919.714285714285,5962.285714285715,6004.857142857143,6047.428571428572,6090,1618,0.2656814449917898,93459.75,117558.75434718421,5.612019443216969,0.045753785385121794,0.11635944700460829,rural,grown
southborough,1,0,1,0,0,9875.857142857143,9912.142857142857,9948.42857142857,9984.714285714286,10021,1640,0.1636563217243788,140423.42857142858,185661.37657807223,3.1307834669956818,0.04578995249166077,0.04538562620034368,rural,grown
southbridge,4,4,14,7,9,16778.571428571428,16798.428571428572,16818.285714285714,16838.14285714286,16858,2692,0.1596867955866651,55629.5625,64384.434201541066,17.865091593905152,0.18527415770824576,0.21398114227373732,rural,grown
southwick,1,0,0,2,3,9591.57142857143,9621.42857142857,9651.285714285714,9681.142857142857,9711,2372,0.2442590876325816,80521.0,95506.84714533175,10.448386646179634,0.07247582406155766,0.1021108453779765,rural,grown
spencer,0,7,2,1,1,11760.0,11784.0,11808.0,11832.0,11856,2539,0.2141531713900135,73941.33333333333,76407.07203096134,11.352272727272727,0.12163653340123928,0.13615143026907733,rural,grown
springfield,31,65,75,56,108,153725.57142857142,153947.42857142858,154169.2857142857,154391.14285714287,154613,21181,0.13699365512602432,40491.55263157895,52701.11507621886,22.794342871024643,0.2869918535922512,0.244673373898026,urban,grown
sterling,0,0,1,0,1,7890.285714285715,7917.714285714285,7945.142857142857,7972.571428571428,8000,1326,0.16575,98674.5,123784.86936298775,4.597492276939851,0.05972952667167543,0.10005008765339343,rural,grown
stockbridge,0,0,0,2,1,1961.142857142857,1965.857142857143,1970.5714285714287,1975.2857142857142,1980,842,0.42525252525252527,50483.666666666664,94928.58008498831,8.002481389578163,0.09441836202399582,0.20500782472613457,rural,uncertain
stoneham,4,5,6,2,4,21664.14285714286,21739.85714285714,21815.571428571428,21891.285714285714,21967,4553,0.20726544361997543,93259.94117647059,108297.08736824476,5.7300175470442305,0.04313976918849606,0.06379373511632166,rural,grown
stoughton,3,4,7,5,7,27551.714285714286,27748.285714285714,27944.85714285714,28141.428571428572,28338,5628,0.19860258310395934,83581.33333333333,91855.35916199959,9.28679374055477,0.08301792473041492,0.09555095336713561,rural,grown
stow,0,0,0,0,0,6791.857142857143,6859.142857142857,6926.428571428572,6993.714285714285,7061,1302,0.18439314544682056,144591.0,150503.4650182095,0.35401915868388173,0.04407165197611601,0.048052317315894225,rural,grown
sturbridge,1,1,1,3,0,9365.714285714286,9398.285714285714,9430.857142857143,9463.42857142857,9496,1952,0.2055602358887953,85708.4,112979.72694352425,4.884667571234735,0.040261382799325465,0.09148397976391232,rural,grown
sudbury,0,0,0,0,0,18103.85714285714,18252.14285714286,18400.428571428572,18548.714285714286,18697,3365,0.17997539712253302,171719.27272727274,232882.38095606977,0.8854636385996556,0.031135135135135134,0.03956756756756757,rural,grown
sunderland,0,0,1,1,1,3674.5714285714284,3671.4285714285716,3668.285714285714,3665.1428571428573,3662,575,0.1570180229382851,57037.333333333336,85704.59210452967,6.734434561626429,0.1635410921125207,0.2211803640375069,rural,uncertain
sutton,0,0,0,0,2,9678.57142857143,9684.42857142857,9690.285714285714,9696.142857142857,9702,1551,0.1598639455782313,105500.2,122950.38212126512,3.171806167400881,0.021438878581735724,0.08132343846629561,rural,uncertain
swampscott,2,1,3,1,1,14119.57142857143,14230.42857142857,14341.285714285714,14452.142857142857,14563,2910,0.19982146535741263,117348.28571428571,147833.27788553905,4.525244541053255,0.061281143729613435,0.05447983898952044,rural,grown
swansea,0,0,0,3,2,16069.0,16137.0,16205.0,16273.0,16341,3429,0.20984027905268957,78941.125,84757.25189444589,13.224429486127073,0.054846541741891304,0.10882151528357094,rural,grown
taunton,23,18,44,31,37,56282.0,56418.0,56554.0,56690.0,56826,10315,0.1815190229824376,60576.86666666667,75337.85701060864,16.06186645413564,0.13771465140256692,0.1656771074056956,urban,grown
templeton,1,1,3,0,1,8057.571428571428,8072.428571428572,8087.285714285715,8102.142857142857,8117,1711,0.21079216459282987,65588.25,84044.06777489332,9.956076134699854,0.04447506890503633,0.10912052117263844,rural,grown
tewksbury,1,6,12,10,5,29691.714285714286,29935.285714285714,30178.85714285714,30422.428571428572,30666,6392,0.20843931389812823,95603.22222222222,106113.97131661391,6.154264479289404,0.05386276790164479,0.06825053995680345,rural,grown
tisbury,0,2,1,1,2,4013.714285714286,4035.285714285714,4056.8571428571427,4078.4285714285716,4100,654,0.15951219512195122,48170.75,95017.49331420758,5.420318078545927,0.06877141458639256,0.2261380323054332,rural,grown
tolland,0,0,0,0,1,562.5714285714286,588.4285714285714,614.2857142857143,640.1428571428571,666,158,0.23723723723723725,90417.0,97181.2274368231,7.142857142857143,0.07207207207207207,0.07807807807807808,rural,grown
topsfield,0,0,1,0,0,6263.428571428572,6321.571428571428,6379.714285714285,6437.857142857143,6496,1793,0.27601600985221675,135291.75,148100.051542563,2.6599252582985273,0.01396078431372549,0.04768627450980392,rural,grown
townsend,0,0,0,4,2,9136.857142857143,9207.142857142857,9277.42857142857,9347.714285714286,9418,1327,0.14090040348269273,86956.16666666667,110430.87008418828,5.088184797877322,0.040494092373791625,0.08807733619763695,rural,grown
truro,0,0,1,0,0,1821.7142857142858,1761.2857142857142,1700.857142857143,1640.4285714285713,1580,629,0.3981012658227848,59394.666666666664,65502.3850872051,8.302169035153328,0.1120253164556962,0.12531645569620253,rural,shrunk
tyngsborough,1,2,1,2,4,11694.857142857143,11829.142857142857,11963.42857142857,12097.714285714286,12232,1279,0.10456180510137345,114153.71428571429,124715.65710733098,4.365761430044689,0.07063074901445467,0.07186268068331143,rural,grown
tyringham,0,1,0,0,0,375.0,391.0,407.0,423.0,439,190,0.4328018223234624,86250.0,139664.204545455,2.1447721179624666,0.12529002320185614,0.11832946635730858,rural,grown
upton,0,0,1,0,1,7639.714285714285,7672.285714285715,7704.857142857143,7737.428571428572,7770,1201,0.15456885456885458,115081.5,132323.81748785626,3.0881527231892196,0.04834737524303305,0.04303305249513934,rural,grown
uxbridge,0,1,0,0,0,13610.42857142857,13661.57142857143,13712.714285714286,13763.857142857143,13815,1879,0.13601158161418747,94147.0,104730.21915873881,5.097113424187144,0.08284714119019837,0.07941948658109685,rural,grown
wakefield,3,0,7,5,5,25742.428571428572,26012.571428571428,26282.714285714286,26552.85714285714,26823,5321,0.19837452932185065,95564.42857142857,112571.17086271747,6.64697932829471,0.04406101336555161,0.07415238239069698,rural,grown
wales,0,0,0,0,1,1911.2857142857142,1935.7142857142858,1960.142857142857,1984.5714285714287,2009,402,0.20009955201592833,50625.0,65224.6625766871,7.355021216407355,0.05681246857717446,0.29512317747611866,rural,grown
walpole,1,2,4,4,3,24451.428571428572,24578.571428571428,24705.714285714286,24832.85714285714,24960,4663,0.18681891025641026,106298.13333333333,131996.74830142639,5.727482678983834,0.028300735981783433,0.06469320538364576,rural,grown
waltham,11,6,11,11,3,61574.857142857145,61889.142857142855,62203.42857142857,62517.71428571428,62832,9666,0.15383880825057294,90079.27906976744,100856.60435797575,9.00620396403095,0.09795156280856718,0.11226010305021454,urban,grown
ware,8,3,10,5,4,9868.142857142857,9866.857142857143,9865.57142857143,9864.285714285714,9863,2053,0.20815167798844164,50455.142857142855,61328.53606595168,8.329730508718836,0.1430029600898234,0.1156476472389507,rural,uncertain
wareham,12,13,17,19,18,22127.571428571428,22229.428571428572,22331.285714285714,22433.14285714286,22535,5681,0.25209673840692254,67297.0,75643.76610859802,8.60494648364274,0.11689830432240364,0.12953717447038188,rural,grown
warren,1,0,0,0,1,5162.428571428572,5171.571428571428,5180.714285714285,5189.857142857143,5199,554,0.10655895364493172,68332.0,70051.85813583784,6.495633187772926,0.11290632814002693,0.20542412002308136,rural,uncertain
warwick,0,0,0,0,0,1023.2857142857143,1040.7142857142858,1058.142857142857,1075.5714285714287,1093,258,0.23604757548032937,66375.0,70621.568627451,9.079754601226995,0.0614115490375802,0.17140238313473877,rural,grown
washington,0,0,0,0,0,521.2857142857143,515.7142857142857,510.14285714285717,504.57142857142856,499,158,0.3166332665330661,86389.0,91221.12068965519,3.9603960396039604,0.028169014084507043,0.07243460764587525,rural,uncertain
watertown,2,3,4,5,1,33045.57142857143,33422.42857142857,33799.28571428572,34176.142857142855,34553,5960,0.1724886406390183,94090.07142857143,112144.78230119408,5.557000111437168,0.08408548302567985,0.05910440808245502,rural,grown
wayland,0,0,1,1,1,13296.57142857143,13397.42857142857,13498.285714285714,13599.142857142857,13700,3020,0.22043795620437956,168801.1,202156.83521378672,1.306981192221868,0.030343007915567283,0.02836411609498681,rural,grown
webster,5,6,5,9,9,16835.14285714286,16857.85714285714,16880.571428571428,16903.285714285714,16926,3342,0.19744771357674584,60968.454545454544,73141.37787753444,14.941463825486398,0.12032215090226475,0.187901174760809,rural,grown
wellesley,0,1,0,0,0,28420.0,28566.0,28712.0,28858.0,29004,5264,0.1814922079713143,183940.21739130435,274138.80549638567,2.0571286944668197,0.043839973899922516,0.03494963500672893,rural,grown
wellfleet,0,0,0,1,0,2930.4285714285716,2990.5714285714284,3050.714285714286,3110.8571428571427,3171,1384,0.43645537685272784,56675.666666666664,73792.35597017063,5.164131305044036,0.11290834126228988,0.23437995559784333,rural,grown
wendell,0,0,0,0,0,854.8571428571429,857.1428571428571,859.4285714285714,861.7142857142857,864,204,0.2361111111111111,42750.0,65966.4974619289,7.380607814761215,0.1755813953488372,0.17209302325581396,rural,uncertain
wenham,0,1,0,1,2,5005.285714285715,5048.714285714285,5092.142857142857,5135.571428571428,5179,939,0.18130913303726587,99841.0,174014.80962349536,0.9712509712509713,0.016519823788546256,0.0861784140969163,rural,grown
west boylston,1,0,2,2,1,7764.571428571428,7796.428571428572,7828.285714285715,7860.142857142857,7892,1340,0.16979219462747086,80042.66666666667,101627.49339546538,12.59610665794209,0.08253358925143954,0.05719769673704415,rural,grown
west bridgewater,3,0,1,1,2,7002.142857142857,7030.857142857143,7059.571428571428,7088.285714285715,7117,1411,0.19825769284811015,90476.5,100318.48036847271,6.43871225754849,0.036095870632399656,0.12301472711521802,rural,grown
west brookfield,0,0,0,0,0,3733.5714285714284,3744.4285714285716,3755.285714285714,3766.1428571428573,3777,842,0.2229282499338099,67787.66666666667,88756.44975607232,7.173601147776184,0.06485587583148558,0.13968957871396895,rural,grown
west newbury,0,0,0,0,0,4367.857142857143,4412.142857142857,4456.428571428572,4500.714285714285,4545,714,0.1570957095709571,139565.66666666666,167077.64572386467,2.4226968441185845,0.056790666960158484,0.010565705480959718,rural,grown
west springfield,6,8,4,4,12,29397.428571428572,29460.571428571428,29523.714285714286,29586.85714285714,29650,4989,0.16826306913996628,57651.25,68475.05184670852,10.582897721668804,0.1192277677874665,0.19855460930343025,rural,grown
west stockbridge,0,0,0,0,1,1215.5714285714287,1185.4285714285713,1155.2857142857142,1125.142857142857,1095,411,0.37534246575342467,74416.5,97838.0793661872,3.977272727272727,0.0695970695970696,0.1336996336996337,rural,shrunk
west tisbury,1,0,1,0,0,2601.5714285714284,2555.4285714285716,2509.285714285714,2463.1428571428573,2417,746,0.3086470831609433,92237.0,116438.37121782344,1.171303074670571,0.03733221476510067,0.13842281879194632,rural,shrunk
westborough,0,2,0,2,1,18513.714285714286,18594.285714285714,18674.85714285714,18755.428571428572,18836,2660,0.14121894245062647,109271.41666666667,126078.81709128147,3.5620257085333744,0.050938192829719356,0.06943167685070027,rural,grown
westfield,8,4,16,8,16,41339.57142857143,41421.42857142857,41503.28571428572,41585.142857142855,41667,7330,0.17591859265125878,63738.608695652176,78579.18703103936,7.903806097330051,0.08461457732066957,0.16978013328435745,rural,grown
westford,1,0,1,3,0,22866.428571428572,23171.571428571428,23476.714285714286,23781.85714285714,24087,3622,0.15037156972640844,138210.08333333334,151247.790378704,2.5290844714213456,0.022977022977022976,0.04945054945054945,rural,grown
westhampton,0,0,0,0,0,1697.857142857143,1728.142857142857,1758.4285714285713,1788.7142857142858,1819,336,0.18471687740516768,86591.0,100600.45045045,2.2154316271963332,0.037486218302094816,0.06835722160970231,rural,grown
westminster,0,1,0,1,0,7400.857142857143,7442.142857142857,7483.428571428572,7524.714285714285,7566,1419,0.18754956383822363,103587.8,119921.01973716042,6.208425720620842,0.015533722782793415,0.06160382368560807,rural,grown
weston,0,0,1,1,0,11589.285714285714,11698.714285714286,11808.142857142857,11917.57142857143,12027,2632,0.21884094121559824,198719.54545454544,304709.36446787283,1.2649800266311584,0.05098873813957613,0.02944045402145961,rural,grown
westport,2,0,1,5,3,15651.142857142857,15690.857142857143,15730.57142857143,15770.285714285714,15810,4037,0.25534471853257434,81306.11111111111,95977.38581963812,12.799793690363622,0.045130035696073434,0.12404385517593065,rural,grown
westwood,0,1,2,0,0,15037.57142857143,15177.42857142857,15317.285714285714,15457.142857142857,15597,3477,0.2229274860550106,150912.6,188578.0578798633,2.4870466321243523,0.018558951965065504,0.03397123041356281,rural,grown
weymouth,25,35,57,55,33,53225.0,53536.0,53847.0,54158.0,54469,10688,0.19622170408856413,82337.19047619047,98209.7873073019,6.842025622919399,0.0663198237396086,0.13095480550258282,urban,grown
whately,0,0,0,0,0,1428.7142857142858,1406.2857142857142,1383.857142857143,1361.4285714285713,1339,283,0.21135175504107542,73750.0,95713.8103161398,6.26808100289296,0.07554225878833208,0.0800299177262528,rural,shrunk
whitman,1,3,1,1,1,14649.714285714286,14703.285714285714,14756.857142857143,14810.42857142857,14864,2261,0.1521124865446717,82088.76923076923,96469.77371154306,6.452897829117705,0.06858719795382648,0.07417379013259742,rural,grown
wilbraham,0,1,0,0,0,14362.142857142857,14409.857142857143,14457.57142857143,14505.285714285714,14553,3158,0.21699993128564557,108948.0,123682.91941937139,5.640434323051792,0.04032939189189189,0.0620777027027027,rural,grown
williamsburg,0,0,0,0,1,2481.5714285714284,2481.4285714285716,2481.285714285714,2481.1428571428573,2481,578,0.23297057638049173,74244.5,95587.60107999564,3.2241014799154333,0.10802095929060862,0.07779121322047561,rural,uncertain
williamstown,1,0,0,0,1,7697.857142857143,7679.142857142857,7660.428571428572,7641.714285714285,7623,1673,0.2194674012855831,76119.0,102476.42158720829,7.704042715484363,0.11497005988023952,0.08922155688622754,rural,shrunk
wilmington,1,4,2,4,2,22844.85714285714,23018.14285714286,23191.428571428572,23364.714285714286,23538,3911,0.1661568527487467,111282.90909090909,133224.50331482763,4.642401409734459,0.029448486674990313,0.08287768545227536,rural,grown
winchendon,0,0,2,1,3,10487.714285714286,10550.285714285714,10612.857142857143,10675.42857142857,10738,2013,0.18746507729558576,63314.666666666664,73285.45265266448,11.502410283877879,0.11197541534620187,0.08297320656871218,rural,grown
winchester,11,9,10,6,12,21890.428571428572,22062.571428571428,22234.714285714286,22406.85714285714,22579,4489,0.19881305637982197,166581.06666666668,217934.10722402242,2.180931672926138,0.02289016305321627,0.039956996953950906,rural,grown
windsor,0,0,0,0,0,903.2857142857143,904.7142857142857,906.1428571428571,907.5714285714286,909,184,0.20242024202420242,81875.0,110717.195767196,1.4367816091954022,0.05500550055005501,0.0638063806380638,rural,uncertain
winthrop,0,2,1,9,2,17910.571428571428,18048.428571428572,18186.285714285714,18324.14285714286,18462,4114,0.22283609576427257,75567.0,95947.05170488497,5.598220053111318,0.08217096336499322,0.1119674355495251,rural,grown
woburn,5,1,9,10,8,38711.42857142857,38908.57142857143,39105.71428571428,39302.857142857145,39500,7595,0.19227848101265824,84871.42857142857,98642.69194244772,5.6761442441054095,0.05982971346997043,0.10828999694096055,rural,grown
worcester,86,120,109,118,134,182629.85714285713,183158.14285714287,183686.42857142858,184214.7142857143,184743,26267,0.14218130050935623,52213.955555555556,65734.4034881688,15.274429276890078,0.2176949604428087,0.19694554728026198,urban,grown
wrentham,1,2,1,2,1,11230.142857142857,11321.857142857143,11413.57142857143,11505.285714285714,11597,1814,0.15641976373199964,109280.0,133462.931270446,3.2510922641994346,0.050581600281988014,0.05833627070849489,rural,grown
yarmouth,2,3,6,8,4,23649.85714285714,23602.14285714286,23554.428571428572,23506.714285714286,23459,7897,0.33662986487062535,66455.38095238095,79616.74779806362,5.042379744101927,0.0686426116838488,0.13389175257731958,rural,shrunk
