city_death,tot_pop_17,over_65_count,tot_pop_10,shape_area,pop_density,med_house_inc,mean_house_inc,mean_med_inc_desp,drop_out,less_than_hs_ed,over_65_prop,at_or_below_pov_prop,pop_struggling_prop,2012,2013,2014,2015,2016,2017,2018,pop_change_rate,tot_pop_16,tot_pop_15,tot_pop_14,tot_pop_13,tot_pop_12,tot_pop_18,death_rate_12,death_rate_13,death_rate_14,death_rate_15,death_rate_16,death_rate_17,death_rate_18,town_status,urb_v_rur
ashburnham,6210,776,6081.0,106063702.02700001,292.181324,86149.8,99282.09876598573,13132.29876598574,16.551724137931036,2.8346068523539563,0.1249597423510467,0.047760210803689064,0.06538208168642952,0,0,0,1,1,0,0,18.428571428571427,6191.571428571428,6173.142857142857,6154.714285714285,6136.285714285715,6117.857142857143,6228.428571428572,0.0,0.0,0.0,1.6199203924835694,1.615098867123509,0.0,0.0,grown,rural
ashby,3195,496,3074.0,62348961.1211,141.8231,93522.0,103872.60450834001,10350.604508340002,0.0,8.383233532934131,0.15524256651017215,0.07855559075071271,0.06208425720620843,0,0,1,0,0,1,0,17.285714285714285,3177.714285714286,3160.4285714285716,3143.1428571428573,3125.8571428571427,3108.5714285714284,3212.285714285714,0.0,0.0,3.1815289519134624,0.0,0.0,3.1298904538341157,0.0,grown,rural
ashfield,1598,340,1737.0,104229566.88,40.00308,72415.0,93013.58510023926,20598.585100239252,0.0,2.4271844660194173,0.2127659574468085,0.0769712140175219,0.10763454317897372,0,0,0,0,0,0,1,-19.857142857142858,1617.857142857143,1637.7142857142858,1657.5714285714287,1677.4285714285713,1697.2857142857142,1578.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,6.336561962523763,shrunk,rural
ashland,17478,2943,16593.0,33342677.447,1750.2759555555556,105871.77777777778,126114.49357549782,20242.71579772003,0.0,3.7690263348634936,0.16838311019567456,0.03184347925870675,0.0730965631992656,1,0,0,1,2,2,0,126.42857142857143,17351.571428571428,17225.14285714286,17098.714285714286,16972.285714285714,16845.85714285714,17604.428571428572,0.5936177610434105,0.0,0.0,0.5805467091295116,1.152633355562691,1.1442956860052638,0.0,grown,rural
athol,11680,2196,11584.0,86408829.4903,1265.4741374999999,54531.71428571428,61648.84684156779,10872.627459840161,2.6101141924959217,12.699350265800355,0.18801369863013698,0.1470894874022589,0.16550825369244135,2,2,2,2,4,5,10,13.714285714285714,11666.285714285714,11652.57142857143,11638.857142857143,11625.142857142857,11611.42857142857,11693.714285714286,1.72244094488189,1.720408965788439,1.718381775333857,1.7163593566104351,3.4286833855799372,4.280821917808219,8.551602814698983,grown,rural
attleboro,44326,6953,43593.0,71925427.53279997,3040.559063333333,75340.53571428571,86561.72830727945,12981.642050288774,0.9169638308711157,10.879245896310742,0.15686053332130126,0.09160636427968133,0.1302075010843016,4,11,15,17,23,40,16,104.71428571428571,44221.28571428572,44116.57142857143,44011.857142857145,43907.142857142855,43802.42857142857,44430.71428571428,0.9131913755597374,2.505287131934277,3.408172473002405,3.8534272835604373,5.201115170780716,9.024049090827054,3.601112486536019,grown,rural
auburn,16552,3659,16188.0,42512969.985100016,1612.3079294117647,78411.05882352941,93681.00878706726,15269.949963537825,0.12562814070351758,6.791185385434587,0.2210608989850169,0.04602942964854676,0.09175483400218898,0,2,1,0,0,1,1,52.0,16500.0,16448.0,16396.0,16344.0,16292.0,16604.0,0.0,1.2236906510034264,0.6099048548426446,0.0,0.0,0.6041565973900435,0.6022645145748012,grown,rural
avon,4468,819,4356.0,11754175.9712,1297.5282249999998,73736.25,89870.68927908503,16134.439279085018,0.0,13.286093888396811,0.1833034914950761,0.08482542524619517,0.08034914950760967,2,1,2,0,1,1,2,16.0,4452.0,4436.0,4420.0,4404.0,4388.0,4484.0,4.557885141294439,2.2706630336058127,4.524886877828054,0.0,2.2461814914645104,2.2381378692927485,4.460303300624442,grown,rural
ayer,8014,1102,7427.0,24613334.652599998,1659.3511571428573,76260.0,88050.46078038828,11790.46078038827,0.0,4.497398892431616,0.1375093586224108,0.13423322084739409,0.0804899387576553,0,1,2,1,10,3,2,83.85714285714286,7930.142857142857,7846.285714285715,7762.428571428572,7678.571428571428,7594.714285714285,8097.857142857143,0.0,1.302325581395349,2.5765132414376946,1.2744883839487289,12.610113310875322,3.743448964312453,2.4697891858516363,grown,rural
barnstable,44325,11869,45193.0,162220373.69400015,1492.01727368421,70447.84210526316,96581.06305344864,26133.22094818549,9.30124942156409,5.257753752302721,0.26777213761985336,0.09114004445855828,0.14578324184548383,5,8,19,25,30,23,34,-124.0,44449.0,44573.0,44697.0,44821.0,44945.0,44201.0,1.112470797641562,1.7848776243278819,4.250844575698593,5.608776613645032,6.749308195909919,5.188945290468133,7.69213366213434,shrunk,rural
barre,5491,752,5398.0,115592161.948,496.4564875,70220.25,88804.5441717447,18584.2941717447,0.0,4.329349269588313,0.13695137497723547,0.057212076034289974,0.11647409616101378,1,0,0,0,0,0,1,13.285714285714286,5477.714285714285,5464.428571428572,5451.142857142857,5437.857142857143,5424.571428571428,5504.285714285715,1.843463604761403,0.0,0.0,0.0,0.0,0.0,1.8167661562418895,grown,rural
becket,1852,421,1779.0,123781626.30399999,41.21907,76042.0,88111.42338958636,12069.42338958635,0.0,6.639288158795345,0.22732181425485962,0.06924754634678298,0.0916030534351145,0,0,0,1,0,0,0,10.428571428571429,1841.5714285714287,1831.142857142857,1820.7142857142858,1810.2857142857142,1799.857142857143,1862.4285714285713,0.0,0.0,0.0,5.461070369792479,0.0,0.0,0.0,grown,rural
bedford,14105,3078,13320.0,35840949.72619999,1709.7476222222222,124504.22222222222,151027.7814162325,26523.55919401028,11.19186046511628,2.3693803159173754,0.21822048918823111,0.025362582902120838,0.07900298812039938,2,0,1,1,2,2,1,112.14285714285714,13992.857142857143,13880.714285714286,13768.57142857143,13656.42857142857,13544.285714285714,14217.142857142857,1.4766374854973103,0.0,0.7262917617763021,0.7204240209952143,1.4293006636038796,1.4179369018078696,0.7033762057877813,grown,rural
belchertown,14906,2721,14649.0,143164004.88799998,367.0660500000001,87325.66666666667,105305.02638535477,17979.359718688116,0.0,6.400318028225005,0.18254394203676372,0.0576884150867013,0.09621483030834627,1,3,1,0,1,3,6,36.714285714285715,14869.285714285714,14832.57142857143,14795.857142857143,14759.142857142857,14722.42857142857,14942.714285714286,0.6792357627332448,2.032638364597247,0.67586486564772,0.0,0.6725272613729164,2.012612370857373,4.015334754634366,grown,rural
bellingham,16929,2330,16332.0,48919135.1993,1266.5752444444443,96905.77777777778,116765.78432545734,19860.006547679535,0.0,6.006031160998492,0.13763364640557624,0.04181579575280363,0.0587568599379623,3,1,2,2,1,1,2,85.28571428571429,16843.714285714286,16758.428571428572,16673.14285714286,16587.85714285714,16502.571428571428,17014.285714285714,1.8178985093232223,0.6028506222279637,1.1995338954006443,1.1934293191485734,0.5936932810883245,0.59070234508831,1.1754827875734677,grown,rural
belmont,25965,5009,24729.0,12218653.779000001,9164.324444444443,133904.22222222222,169356.88168527174,35452.659463049575,0.974025974025974,3.4898582939705474,0.19291353745426534,0.05527012299548498,0.0535575276350615,0,0,1,1,1,2,1,176.57142857142858,25788.428571428572,25611.85714285714,25435.285714285714,25258.714285714286,25082.14285714286,26141.571428571428,0.0,0.0,0.39315461647767164,0.3904441581187285,0.3877708163683601,0.770267668014635,0.3825324742746911,grown,rural
berkley,6630,847,6411.0,42944099.925,412.8376333333334,94247.66666666667,107201.58783799357,12953.921171326903,0.3436426116838488,6.329386437029063,0.1277526395173454,0.03928085813567004,0.09276325728962079,2,1,1,0,2,2,1,31.285714285714285,6598.714285714285,6567.428571428572,6536.142857142857,6504.857142857143,6473.571428571428,6661.285714285715,3.08948471808452,1.53731277726534,1.5299543199353047,0.0,3.030893464094737,3.0165912518853695,1.501211692294495,grown,rural
berlin,3098,614,2866.0,34117527.3721,220.97314999999998,90776.5,121826.9028195785,31050.402819578514,20.27972027972028,6.247269550021843,0.19819238218205293,0.028877352368591822,0.08208955223880597,0,0,0,1,0,0,0,33.142857142857146,3064.8571428571427,3031.714285714286,2998.5714285714284,2965.4285714285716,2932.285714285714,3131.1428571428573,0.0,0.0,0.0,3.2984638582602956,0.0,0.0,0.0,grown,rural
bernardston,1074,261,2129.0,60650566.5554,86.64056,70500.0,82633.3333333333,12133.3333333333,0.0,2.406738868832732,0.2430167597765363,0.035381750465549346,0.2206703910614525,2,0,0,0,0,0,0,-150.71428571428572,1224.7142857142858,1375.4285714285716,1526.142857142857,1676.857142857143,1827.5714285714287,923.2857142857142,10.94348471820527,0.0,0.0,0.0,0.0,0.0,0.0,shrunk,rural
beverly,41431,7488,39502.0,39915208.474800006,6303.223469999998,87027.46428571429,112923.64809992803,26393.909549574426,0.0,5.6848089272555,0.18073423282083464,0.08261729938030517,0.12794875800656147,7,4,12,14,28,17,12,275.57142857142856,41155.42857142857,40879.857142857145,40604.28571428572,40328.71428571428,40053.142857142855,41706.57142857143,1.7476780848301545,0.9918491255787263,2.9553530591422437,3.424669501920261,6.803476715448057,4.103207742994376,2.8772444219136415,grown,rural
billerica,42791,7375,40243.0,68158855.15479995,2413.1209366666662,100865.35714285714,111088.3180768316,9978.884011357286,2.669491525423729,7.437693435412934,0.1723493257928069,0.042882969748101726,0.07151982644329276,1,3,6,7,9,8,8,364.0,42427.0,42063.0,41699.0,41335.0,40971.0,43155.0,0.2440750774938371,0.7257771864037741,1.4388834264610662,1.6641704110500917,2.121290687533882,1.8695520085999393,1.853782875680686,grown,rural
blackstone,9201,1238,9026.0,29603901.4801,1754.223,73267.6,88997.39166895002,15729.791668950022,1.8181818181818181,5.818931346123355,0.134550592326921,0.03982542280414621,0.08292416803055101,0,0,0,1,3,1,0,25.0,9176.0,9151.0,9126.0,9101.0,9076.0,9226.0,0.0,0.0,0.0,1.0927767457108513,3.2693984306887534,1.0868383871318334,0.0,grown,rural
blandford,1259,306,1233.0,138409560.242,24.41106,62875.0,78223.8447319778,15348.844731977806,0.0,10.623084780388151,0.24305003971405878,0.07069102462271644,0.1556791104050834,0,0,0,0,0,0,0,3.7142857142857144,1255.2857142857142,1251.5714285714287,1247.857142857143,1244.142857142857,1240.4285714285713,1262.7142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grown,rural
bolton,5167,716,4897.0,52003960.6629,258.03845,149331.5,164037.83714528248,14706.337145282494,0.0,1.2813046010483402,0.13857170505128702,0.013934584865492549,0.03657828527191794,0,0,0,0,1,1,0,38.57142857142857,5128.428571428572,5089.857142857143,5051.285714285715,5012.714285714285,4974.142857142857,5205.571428571428,0.0,0.0,0.0,0.0,1.9499150394161395,1.9353590090961874,0.0,grown,rural
boston,668541,85040,617594.0,129519997.54200017,27786.891612185278,71196.0495049505,92167.94052329108,22125.40186501259,2.033171559157518,13.941736093625128,0.12720237053524017,0.2051539801511834,0.15864350438687613,62,81,167,226,259,279,245,7278.142857142857,661262.8571428572,653984.7142857143,646706.5714285715,639428.4285714285,632150.2857142857,675819.1428571428,0.9807794349083356,1.2667563151823762,2.5823148762985024,3.4557382621218977,3.9167480405457953,4.173266860222484,3.625230249682185,grown,urban
bourne,19832,4614,19754.0,106404912.49600004,1009.7394199999999,69166.9375,91659.35790084311,22492.420400843093,3.896103896103896,3.6843221837210947,0.2326542960871319,0.06850593787273765,0.11294922989161438,4,2,2,4,6,1,4,11.142857142857142,19820.85714285714,19809.714285714286,19798.571428571428,19787.428571428572,19776.285714285714,19843.14285714286,2.022624499761619,1.0107427515305534,1.0101738942203622,2.019211353736983,3.0271142951868883,0.5042355788624445,2.015809707563606,grown,rural
boxborough,5546,739,4996.0,26951584.4099,555.4300666666667,111916.33333333333,138245.35080914994,26329.017475816596,0.0,2.992776057791538,0.13324918860439958,0.05319148936170213,0.06527226830147854,0,0,0,0,0,1,0,78.57142857142857,5467.428571428572,5388.857142857143,5310.285714285715,5231.714285714285,5153.142857142857,5624.571428571428,0.0,0.0,0.0,0.0,0.0,1.8031013342949875,0.0,grown,rural
boxford,8228,1698,7965.0,63216183.982200004,352.30438,162762.6,204146.35700396338,41383.7570039634,0.0,2.3788852231290156,0.2063684978123481,0.02771025765678172,0.03986387943607195,0,0,0,0,0,0,0,37.57142857142857,8190.428571428572,8152.857142857143,8115.285714285715,8077.714285714285,8040.142857142857,8265.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grown,rural
boylston,4524,660,4355.0,51152172.7767,477.316475,91662.75,114604.4399436983,22941.6899436983,0.0,3.4374014506464836,0.14588859416445624,0.040798226164079826,0.08980044345898004,0,0,0,1,0,0,0,24.142857142857142,4499.857142857143,4475.714285714285,4451.571428571428,4427.428571428572,4403.285714285715,4548.142857142857,0.0,0.0,0.0,2.234280242578998,0.0,0.0,0.0,grown,rural
braintree,37082,7407,35744.0,37369755.55949999,4295.500269230769,87660.2,102959.95774705119,15906.060566217075,0.0,5.949796213766046,0.19974650773960412,0.04990413585319091,0.09821966584497398,3,3,4,7,7,10,6,191.14285714285714,36890.857142857145,36699.71428571428,36508.57142857143,36317.42857142857,36126.28571428572,37273.142857142855,0.8304202717451479,0.8260496731203436,1.09563311942401,1.9073717973670485,1.8974891184807694,2.6967261744242492,1.6097381492610539,grown,rural
brewster,9856,3274,9820.0,66087881.4965,491.87378888888895,71159.11111111111,93807.27444595686,22648.163334845754,12.598425196850394,2.887947631882942,0.33218344155844154,0.04801933382368393,0.12262267521277713,1,1,0,1,1,1,0,5.142857142857143,9850.857142857143,9845.714285714286,9840.57142857143,9835.42857142857,9830.285714285714,9861.142857142857,1.0172644306225658,1.0167325122007902,0.0,1.0156703424260012,1.0151400893323277,1.0146103896103897,0.0,grown,rural
bridgewater,27434,4382,26563.0,73451631.19130002,1921.2091999999998,96327.5,113320.18273497929,16992.682734979277,3.285058283292123,7.249760536398467,0.1597288036742728,0.09496371233780515,0.08260391466901254,2,5,1,4,2,5,1,124.42857142857143,27309.571428571428,27185.14285714286,27060.714285714286,26936.285714285714,26811.85714285714,27558.428571428572,0.745938630563237,1.8562321669123965,0.36953939553913157,1.4713919367721864,0.7323439715013574,1.8225559524677408,0.3628653924907599,grown,rural
brimfield,3724,839,3609.0,91471330.3626,110.1456,86875.0,95589.44559944549,8714.445599445498,0.0,6.1745919091554295,0.2252953813104189,0.04223064428803465,0.13806172171088252,0,0,0,0,0,0,2,16.428571428571427,3707.5714285714284,3691.1428571428573,3674.714285714286,3658.285714285714,3641.8571428571427,3740.4285714285716,0.0,0.0,0.0,0.0,0.0,0.0,5.346980865447046,grown,rural
brockton,94602,13445,93810.0,55724091.46119987,7639.952115116283,59320.72151898734,69958.24249674237,11799.972147857718,4.78,18.79663723158135,0.14212173104162704,0.16903504043126685,0.19819946091644206,9,27,45,88,69,71,51,113.14285714285714,94488.85714285714,94375.71428571429,94262.57142857143,94149.42857142857,94036.28571428571,94715.14285714286,0.9570773591956904,2.8677816116022257,4.773899047948133,9.324432738446633,7.302448361258016,7.505126741506523,5.38456665550538,grown,urban
brookfield,3406,791,3390.0,42943885.8891,237.35909999999998,63971.333333333336,86589.52895936577,22618.195626032433,0.0,12.668463611859838,0.23223722842043454,0.0919302394324564,0.11055276381909548,0,1,0,0,0,2,1,2.2857142857142856,3403.714285714286,3401.4285714285716,3399.1428571428573,3396.8571428571427,3394.5714285714284,3408.285714285714,0.0,2.9438977205820507,0.0,0.0,0.0,5.871990604815032,2.934026322407578,grown,rural
brookline,59246,10353,58732.0,17676103.601400007,17734.73334210526,120886.67567567568,163911.0914964759,46183.3921070986,0.08428150021070376,2.8807285832562215,0.17474597441177464,0.11366000832292968,0.07064086558468581,0,1,0,3,2,4,3,73.42857142857143,59172.57142857143,59099.142857142855,59025.71428571428,58952.28571428572,58878.857142857145,59319.42857142857,0.0,0.1696287069930646,0.0,0.5076215753673005,0.33799443757725584,0.6751510650508051,0.5057364968355345,grown,urban
buckland,1927,538,1902.0,51481537.3256,242.59716500000002,53202.0,65936.03454876065,12734.03454876065,0.0,10.0418410041841,0.27919045147898286,0.10764430577223089,0.16796671866874674,0,1,0,0,0,0,0,3.5714285714285716,1923.4285714285713,1919.857142857143,1916.2857142857142,1912.7142857142858,1909.142857142857,1930.5714285714287,0.0,5.228172380312196,0.0,0.0,0.0,0.0,0.0,grown,rural
burlington,26103,6078,24498.0,30723422.276000008,2933.7361333333333,109413.13333333333,128491.74066488205,19078.607331548705,0.0,4.841358122781927,0.23284679921848064,0.03990646323698536,0.06378900559687188,3,3,9,9,13,16,20,229.28571428571428,25873.714285714286,25644.428571428572,25415.14285714286,25185.85714285714,24956.571428571428,26332.285714285714,1.2020881989284242,1.1911446900471354,3.541195912448147,3.5095342346708556,5.02440424921045,6.129563651687545,7.595238870262469,grown,rural
cambridge,110893,14462,105162.0,18400398.668499965,23758.97078409092,96468.08641975309,129963.8306557746,35813.32778945452,0.7494889847831024,5.342999060276547,0.13041400268727513,0.1350795334040297,0.09595970307529163,5,5,18,24,41,21,19,818.7142857142857,110074.28571428571,109255.57142857143,108436.85714285714,107618.14285714286,106799.42857142857,111711.71428571429,0.468167298915457,0.4646056758884256,1.6599522039159065,2.196684314235691,3.724757306753881,1.8937173671917975,1.7008064124238154,grown,urban
canton,22829,4471,21561.0,50608578.14700001,2375.343609090909,95860.09090909091,125642.42598347082,29782.33507437989,1.9467213114754098,2.9595972000491217,0.19584738709536118,0.05990312402790739,0.056747989157001286,1,4,2,3,4,4,1,181.14285714285714,22647.85714285714,22466.714285714286,22285.571428571428,22104.428571428572,21923.285714285714,23010.14285714286,0.45613600672474797,1.8095921308593623,0.8974416502669889,1.3353087424570953,1.766171507868925,1.752157343729467,0.4345909567830335,grown,rural
carlisle,5160,1212,4852.0,40207034.4864,344.63295,172634.0,252380.83414558452,79746.83414558452,0.0,2.3783185840707963,0.23488372093023255,0.01608527131782946,0.02248062015503876,0,0,0,0,0,0,0,44.0,5116.0,5072.0,5028.0,4984.0,4940.0,5204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grown,rural
carver,11617,2787,11509.0,102880648.168,421.10613750000005,79661.375,89054.10151703263,9392.72651703264,2.272727272727273,10.390532544378699,0.23990703279676337,0.0457132999827497,0.14455752975677075,4,2,3,5,1,3,1,15.428571428571429,11601.57142857143,11586.142857142857,11570.714285714286,11555.285714285714,11539.857142857143,11632.42857142857,3.466247415788757,1.730809648027495,2.592752639051793,4.315500043155001,0.8619521985937865,2.582422312128777,0.8596657128470901,grown,rural
charlton,13379,1741,12981.0,113412507.223,325.24519999999995,89875.6,103546.55000397234,13670.950003972359,0.0,4.298397574707666,0.13012930712310336,0.04674735249621785,0.06293494704992436,1,1,0,0,1,3,0,56.857142857142854,13322.142857142857,13265.285714285714,13208.42857142857,13151.57142857143,13094.714285714286,13435.857142857143,0.7636669103127762,0.7603654098912678,0.0,0.0,0.7506299930298643,2.242320053815681,0.0,grown,rural
chatham,5166,2217,6125.0,44137184.34149999,606.3080428571428,75654.5,96552.44946992517,19539.84707661487,1.7647058823529411,3.1280547409579667,0.4291521486643438,0.1011325253328035,0.09735744089012517,0,0,1,1,0,0,0,-137.0,5303.0,5440.0,5577.0,5714.0,5851.0,5029.0,0.0,0.0,1.7930787161556392,1.838235294117647,0.0,0.0,0.0,shrunk,rural
chelmsford,35067,7918,33802.0,59787673.826299995,1807.4419772727272,109074.0,128458.99825579357,21208.175843804518,1.5521064301552105,4.194027517198249,0.22579633273447972,0.036056660466447274,0.05766204034912004,0,3,1,3,3,5,3,180.71428571428572,34886.28571428572,34705.57142857143,34524.857142857145,34344.142857142855,34163.42857142857,35247.71428571428,0.0,0.8735113910044966,0.28964638314423563,0.8644145238105039,0.8599367741724132,1.4258419596771892,0.8511190188624187,grown,rural
chelsea,39272,4121,35177.0,5730029.663749997,30236.970333333335,55295.666666666664,65642.5878532573,10346.921186590627,10.809178743961352,30.195395627781004,0.1049348136076594,0.19527891471670913,0.2508816639637552,2,7,8,11,10,9,13,585.0,38687.0,38102.0,37517.0,36932.0,36347.0,39857.0,0.5502517401711283,1.8953752843062925,2.132366660447264,2.886987559708152,2.5848476232326107,2.29170910572418,3.2616604360589108,grown,rural
cheshire,3169,979,3235.0,71267709.4712,386.23591333333326,63138.0,75714.10474621,12576.104746210001,3.3557046979865772,6.530782029950084,0.3089302619122752,0.039760176711896494,0.1167560744714421,0,0,0,0,0,0,3,-9.428571428571429,3178.4285714285716,3187.8571428571427,3197.285714285714,3206.714285714286,3216.1428571428573,3159.5714285714284,0.0,0.0,0.0,0.0,0.0,0.0,9.494958629108831,shrunk,rural
chester,1529,228,1337.0,96254154.195,41.76057,76250.0,83045.2991452991,6795.299145299097,0.0,9.254267744833783,0.14911706998037932,0.0641958967571145,0.14096624751819986,0,0,0,0,0,0,0,27.428571428571427,1501.5714285714287,1474.142857142857,1446.7142857142858,1419.2857142857142,1391.857142857143,1556.4285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grown,rural
chesterfield,1303,217,1222.0,80921923.0904,42.22868,74412.0,91023.41269841269,16611.412698412692,0.0,8.922742110990207,0.16653875671527243,0.059094397544128936,0.09363008442056792,0,0,0,0,0,0,0,11.571428571428571,1291.4285714285713,1279.857142857143,1268.2857142857142,1256.7142857142858,1245.142857142857,1314.5714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grown,rural
chicopee,55778,11408,55298.0,61826252.234499976,4493.041004651164,52445.87804878049,62467.644993719136,10322.948992724901,7.352941176470588,14.611280487804878,0.20452508157338017,0.14442948624654345,0.19636879639062726,9,9,5,8,16,10,17,68.57142857142857,55709.42857142857,55640.857142857145,55572.28571428572,55503.71428571428,55435.142857142855,55846.57142857143,1.6235188611659443,1.6215131033701735,0.8997290530223183,1.4377923725114639,2.872045255227379,1.7928215425436553,3.0440543734619854,grown,urban
chilmark,446,96,866.0,52505813.3371,49.73381,79375.0,176154.166666667,96779.166666667,0.0,1.1940298507462686,0.21524663677130046,0.18181818181818182,0.03636363636363636,0,0,1,0,0,0,0,-60.0,506.0,566.0,626.0,686.0,746.0,386.0,0.0,0.0,15.974440894568689,0.0,0.0,0.0,0.0,shrunk,rural
clarksburg,1722,494,1702.0,33130145.8944,162.10163,60558.0,72516.15109427611,11958.151094276102,0.0,7.096774193548387,0.2868757259001161,0.0954043048283886,0.13263525305410123,1,1,0,0,0,1,0,2.857142857142857,1719.142857142857,1716.2857142857142,1713.4285714285713,1710.5714285714287,1707.7142857142858,1724.857142857143,5.855780491885561,5.845999665942876,0.0,0.0,0.0,5.807200929152149,0.0,grown,rural
