,city_death,year,death_count_next_year,over_65_count,over_65_prop,med_house_inc,mean_house_inc,less_than_hs_ed,at_or_below_pov_prop,pop_struggling_prop,urb_v_rur,town_status
99,ayer,2017,2,1102,0.1375093586224108,76260.0,88050.46078038828,4.497398892431616,0.13423322084739409,0.0804899387576553,rural,grown
100,barnstable,2013,19,11869,0.26777213761985336,70447.84210526316,96581.06305344863,5.257753752302722,0.09114004445855828,0.14578324184548386,rural,shrunk
101,barnstable,2014,25,11869,0.26777213761985336,70447.84210526316,96581.06305344863,5.257753752302722,0.09114004445855828,0.14578324184548386,rural,shrunk
102,barnstable,2015,30,11869,0.26777213761985336,70447.84210526316,96581.06305344863,5.257753752302722,0.09114004445855828,0.14578324184548386,rural,shrunk
103,barnstable,2016,23,11869,0.26777213761985336,70447.84210526316,96581.06305344863,5.257753752302722,0.09114004445855828,0.14578324184548386,rural,shrunk
104,barnstable,2017,34,11869,0.26777213761985336,70447.84210526316,96581.06305344863,5.257753752302722,0.09114004445855828,0.14578324184548386,rural,shrunk
105,barre,2013,0,752,0.13695137497723547,70220.25,88804.54417174471,4.329349269588313,0.05721207603428996,0.11647409616101377,rural,grown
106,barre,2014,0,752,0.13695137497723547,70220.25,88804.54417174471,4.329349269588313,0.05721207603428996,0.11647409616101377,rural,grown
107,barre,2015,0,752,0.13695137497723547,70220.25,88804.54417174471,4.329349269588313,0.05721207603428996,0.11647409616101377,rural,grown
108,barre,2016,0,752,0.13695137497723547,70220.25,88804.54417174471,4.329349269588313,0.05721207603428996,0.11647409616101377,rural,grown
109,barre,2017,1,752,0.13695137497723547,70220.25,88804.54417174471,4.329349269588313,0.05721207603428996,0.11647409616101377,rural,grown
110,becket,2013,0,421,0.2273218142548596,76042.0,88111.42338958637,6.6392881587953445,0.06924754634678297,0.0916030534351145,rural,grown
111,becket,2014,1,421,0.2273218142548596,76042.0,88111.42338958637,6.6392881587953445,0.06924754634678297,0.0916030534351145,rural,grown
112,becket,2015,0,421,0.2273218142548596,76042.0,88111.42338958637,6.6392881587953445,0.06924754634678297,0.0916030534351145,rural,grown
113,becket,2016,0,421,0.2273218142548596,76042.0,88111.42338958637,6.6392881587953445,0.06924754634678297,0.0916030534351145,rural,grown
114,becket,2017,0,421,0.2273218142548596,76042.0,88111.42338958637,6.6392881587953445,0.06924754634678297,0.0916030534351145,rural,grown
